I|2475526|618238|618881|8719|0
I|2476042|619010|619010|0|9417
I|2476482|619120|619120|0|2741
I|2477422|610440|619355|3413|0
I|2477790|602812|619447|3948|0
I|2479198|612472|619799|7097|0
I|2479478|617504|619869|5081|0
I|2479606|617476|619901|7624|0
I|2479726|619430|619931|1006|0
I|2479794|619948|619948|0|9823
I|2479914|619978|619978|0|8496
I|2479918|606828|619979|4510|0
I|2480846|617986|620211|9833|0
I|2481134|613668|620283|6207|0
I|2481834|620458|620458|0|5069
I|2482130|620532|620532|0|2542
I|2482470|618952|620617|4666|0
I|2482962|620740|620740|0|4909
I|2484066|621016|621016|0|9053
I|2484538|621134|621134|0|8638
I|2484810|621202|621202|0|1855
I|2484850|621212|621212|0|71
I|2485406|616546|621351|4832|0
I|2485574|619034|621393|5550|0
I|2485758|603496|621439|588|0
I|2487066|621766|621766|0|9102
I|2487090|621772|621772|0|6211
I|2489226|622306|622306|0|8922
I|2491958|609736|622989|9278|0
I|2492310|612540|623077|5630|0
I|2492774|619534|623193|654|0
I|2492874|623218|623218|0|9953
I|2494118|615942|623529|8827|0
I|2496014|617222|624003|2342|0
I|2496566|623264|624141|4996|0
I|2496758|616498|624189|735|0
I|2497122|624280|624280|0|4482
I|2497170|624292|624292|0|7365
I|2497514|624378|624378|0|1126
I|2497678|621548|624419|513|0
I|2498058|624514|624514|0|2048
I|2498958|620038|624739|8159|0
I|2499042|624760|624760|0|749
I|2499110|623912|624777|7663|0
I|2500018|625004|625004|0|6317
I|2500290|625072|625072|0|8154
I|2500546|625136|625136|0|1686
I|2502470|623700|625617|1370|0
I|2504598|624488|626149|1516|0
I|2506630|621004|626657|1020|0
I|2507634|626908|626908|0|5135
I|2508962|627240|627240|0|1199
I|2509074|627268|627268|0|6096
I|2510150|626720|627537|3584|0
I|2510610|627652|627652|0|3671
I|2510830|615584|627707|846|0
I|2511454|624692|627863|4162|0
I|2512074|628018|628018|0|104
I|2512234|628058|628058|0|659
I|2512506|628126|628126|0|179
I|2512602|628150|628150|0|1258
I|2514058|628514|628514|0|8402
I|2514770|628692|628692|0|670
I|2515038|627106|628759|3246|0
I|2515570|628892|628892|0|4510
I|2515734|628332|628933|8996|0
I|2517862|623080|629465|7243|0
I|2517958|626610|629489|8336|0
I|2518538|629634|629634|0|3694
I|2520590|623932|630147|3636|0
I|2521170|630292|630292|0|9432
I|2522438|620922|630609|4894|0
I|2525270|625178|631317|6149|0
I|2525318|630112|631329|3584|0
I|2525866|631466|631466|0|2279
I|2526246|625892|631561|3826|0
I|2529742|614046|632435|3848|0
I|2530762|632690|632690|0|5074
I|2531966|629542|632991|6516|0
I|2532254|629088|633063|9700|0
I|2532558|631884|633139|5774|0
I|2532730|633182|633182|0|1980
I|2532858|633214|633214|0|7009
I|2534286|625128|633571|1980|0
I|2537294|625984|634323|2761|0
I|2538062|631000|634515|9020|0
I|2538098|634524|634524|0|6210
I|2539522|634880|634880|0|4197
I|2539742|634418|634935|9534|0
I|2540390|634632|635097|6930|0
I|2542762|635690|635690|0|7112
I|2543198|631380|635799|4748|0
I|2543442|635860|635860|0|7991
I|2544326|631992|636081|2636|0
I|2544738|636184|636184|0|6609
I|2547170|636792|636792|0|7084
I|2547242|636810|636810|0|3883
I|2547894|626915|636973|1008|0
I|2548146|637036|637036|0|3619
I|2548286|631842|637071|7402|0
I|2548530|637132|637132|0|8894
I|2548670|633892|637167|654|0
I|2548806|628272|637201|3115|0
I|2549110|636218|637277|7850|0
I|2549530|637382|637382|0|6066
I|2550382|637595|637595|0|7134
I|2550410|637602|637602|0|5223
I|2551806|637951|637951|0|2378
I|2553182|632038|638295|2765|0
I|2553294|632270|638323|6154|0
I|2555618|638904|638904|0|8632
I|2556842|639210|639210|0|9089
I|2558626|639656|639656|0|8572
I|2561606|638126|640401|7642|0
I|2561686|638438|640421|6973|0
I|2562034|640508|640508|0|142
I|2562238|637334|640559|7916|0
I|2563010|640752|640752|0|5032
I|2564438|636336|641109|5486|0
I|2564570|641142|641142|0|1919
I|2565610|641402|641402|0|3453
I|2565714|641428|641428|0|8025
I|2566710|621610|641677|9862|0
I|2567134|640052|641783|1584|0
I|2567642|641910|641910|0|6474
I|2567674|641918|641918|0|2417
I|2567714|641928|641928|0|2486
I|2568638|615142|642159|3815|0
I|2570418|642604|642604|0|8154
I|2570746|642686|642686|0|9727
I|2570998|620496|642749|3005|0
I|2571662|636932|642915|5021|0
I|2571694|638694|642923|5849|0
I|2572594|643148|643148|0|2860
I|2572682|643170|643170|0|8962
I|2574706|643676|643676|0|9727
I|2575438|634254|643859|6933|0
I|2575678|631306|643919|580|0
I|2576954|644238|644238|0|6302
I|2577294|634876|644323|1985|0
I|2577626|644406|644406|0|701
I|2577926|641836|644481|8941|0
I|2579426|644856|644856|0|690
I|2579730|644932|644932|0|6652
I|2580038|642630|645009|2999|0
I|2581086|607318|645271|4556|0
I|2582662|644820|645665|5455|0
I|2583166|642304|645791|4565|0
I|2583426|645856|645856|0|5743
I|2583438|640846|645859|179|0
I|2584910|645550|646227|2965|0
I|2584918|643810|646229|7709|0
I|2585530|646382|646382|0|8496
I|2585982|646495|646495|0|4533
I|2586958|645406|646739|4878|0
I|2587686|637800|646921|5357|0
I|2587902|644816|646975|2376|0
I|2588194|647048|647048|0|6332
I|2589122|647280|647280|0|200
I|2590910|640208|647727|8085|0
I|2592306|648076|648076|0|9188
I|2593190|643580|648297|3838|0
I|2593206|647810|648301|2856|0
I|2593238|645546|648309|3482|0
I|2593790|645376|648447|2282|0
I|2594870|647854|648717|9356|0
I|2594882|648720|648720|0|2452
I|2595058|648764|648764|0|2394
I|2595414|641808|648853|8011|0
I|2596074|649018|649018|0|7345
I|2596462|645690|649115|8418|0
I|2597142|620294|649285|2037|0
I|2598826|649706|649706|0|2824
I|2599630|648660|649907|7491|0
I|2600310|649258|650077|5467|0
