I|2476486|613888|619121|5842|0
I|2477046|617674|619261|9786|0
I|2477814|618734|619453|8562|0
I|2477906|619476|619476|0|115
I|2479446|614476|619861|4426|0
I|2480698|620174|620174|0|3314
I|2480702|619084|620175|1530|0
I|2481022|616947|620255|4736|0
I|2483614|606080|620903|9395|0
I|2483838|605040|620959|5253|0
I|2483906|620976|620976|0|7268
I|2484118|618858|621029|6813|0
I|2484978|621244|621244|0|1591
I|2485106|621276|621276|0|5655
I|2487002|621750|621750|0|4724
I|2488554|622138|622138|0|8941
I|2489202|622300|622300|0|2483
I|2489726|614938|622431|4813|0
I|2489774|615920|622443|527|0
I|2490538|622634|622634|0|6337
I|2490662|620194|622665|475|0
I|2490786|622696|622696|0|7105
I|2491110|622120|622777|6464|0
I|2491846|622188|622961|6231|0
I|2491922|622980|622980|0|6721
I|2493054|622716|623263|4863|0
I|2493158|622114|623289|2179|0
I|2494410|623602|623602|0|405
I|2495754|623938|623938|0|5073
I|2497010|624252|624252|0|9887
I|2497130|624282|624282|0|6112
I|2497370|624342|624342|0|315
I|2498610|624652|624652|0|7341
I|2499078|622792|624769|4716|0
I|2501446|623150|625361|5515|0
I|2501518|622426|625379|241|0
I|2501530|625382|625382|0|2142
I|2501694|623558|625423|2782|0
I|2501746|625436|625436|0|3614
I|2501934|622482|625483|6631|0
I|2502150|625408|625537|8980|0
I|2502534|624358|625633|5058|0
I|2504186|626046|626046|0|5838
I|2504734|621982|626183|3161|0
I|2504834|626208|626208|0|7186
I|2504990|625270|626247|1852|0
I|2506138|626534|626534|0|9409
I|2506414|626434|626603|1411|0
I|2507226|626806|626806|0|5767
I|2507934|609754|626983|1507|0
I|2509110|623002|627277|5383|0
I|2509602|627400|627400|0|5866
I|2510502|615776|627625|9797|0
I|2510522|627630|627630|0|7390
I|2512894|620312|628223|1863|0
I|2513702|618474|628425|4095|0
I|2514630|621376|628657|8214|0
I|2515746|628936|628936|0|9701
I|2519122|629780|629780|0|3415
I|2519770|629942|629942|0|5717
I|2521990|630144|630497|8572|0
I|2522202|630550|630550|0|3817
I|2522242|630560|630560|0|5010
I|2523066|630766|630766|0|440
I|2526542|619286|631635|3881|0
I|2526550|614032|631637|2168|0
I|2527278|626958|631819|8562|0
I|2527366|622552|631841|8118|0
I|2528110|625052|632027|340|0
I|2529470|624840|632367|6328|0
I|2531346|632836|632836|0|3189
I|2531990|613130|632997|9706|0
I|2532682|633170|633170|0|1020
I|2533202|633300|633300|0|5041
I|2533542|624978|633385|9863|0
I|2535350|630104|633837|1923|0
I|2537418|634354|634354|0|9515
I|2537626|634406|634406|0|2747
I|2537822|625162|634455|1568|0
I|2537914|634478|634478|0|728
I|2538134|634354|634533|9515|0
I|2538530|634632|634632|0|6930
I|2538990|634747|634747|0|494
I|2539118|624626|634779|92|0
I|2539146|634786|634786|0|3010
I|2539678|630784|634919|7946|0
I|2539862|634747|634965|494|0
I|2541162|635290|635290|0|8980
I|2541910|631010|635477|2816|0
I|2543478|635648|635869|9329|0
I|2543942|625388|635985|5916|0
I|2544010|636002|636002|0|5831
I|2544922|636230|636230|0|782
I|2546682|636670|636670|0|7475
I|2548190|631814|637047|5367|0
I|2548758|628988|637189|7239|0
I|2552942|605928|638235|5845|0
I|2553050|638262|638262|0|5410
I|2553266|638316|638316|0|6184
I|2553406|630332|638351|1423|0
I|2556078|639019|639019|0|441
I|2557878|631678|639469|6836|0
I|2560750|614228|640187|9331|0
I|2560922|640230|640230|0|5631
I|2562762|640690|640690|0|1621
I|2563382|622024|640845|3309|0
I|2565082|641270|641270|0|8488
I|2565626|641406|641406|0|4968
I|2566518|634518|641629|7140|0
I|2566982|640874|641745|1136|0
I|2567118|640374|641779|8544|0
I|2567766|619636|641941|7341|0
I|2568006|641416|642001|8898|0
I|2568010|642002|642002|0|4313
I|2568710|640586|642177|4330|0
I|2568806|631066|642201|8473|0
I|2568854|638742|642213|2409|0
I|2570034|642508|642508|0|5664
I|2571674|642918|642918|0|8575
I|2572090|643022|643022|0|7287
I|2572266|643066|643066|0|2985
I|2572930|643232|643232|0|374
I|2573566|631720|643391|2780|0
I|2573738|643434|643434|0|980
I|2574634|643658|643658|0|6168
I|2574654|638790|643663|9938|0
I|2574702|642722|643675|7390|0
I|2575522|643880|643880|0|6210
I|2575670|636922|643917|4982|0
I|2575850|643962|643962|0|8956
I|2577878|625822|644469|6895|0
I|2578434|644608|644608|0|9378
I|2578854|610096|644713|3658|0
I|2579722|644930|644930|0|7558
I|2581034|645258|645258|0|6865
I|2581858|645464|645464|0|5369
I|2582230|631270|645557|8327|0
I|2582358|641056|645589|5778|0
I|2583894|638468|645973|8369|0
I|2585058|646264|646264|0|8194
I|2585462|627682|646365|5603|0
I|2586546|646636|646636|0|4946
I|2588070|644268|647017|504|0
I|2588394|647098|647098|0|6436
I|2589058|647264|647264|0|3749
I|2589438|639330|647359|1193|0
I|2590814|643820|647703|2410|0
I|2590950|638786|647737|2798|0
I|2591030|628504|647757|9687|0
I|2591102|625898|647775|842|0
I|2591242|647810|647810|0|2856
I|2592762|648190|648190|0|8180
I|2593106|648276|648276|0|5656
I|2594342|646674|648585|9093|0
I|2594522|648630|648630|0|4309
I|2595114|648778|648778|0|6840
I|2595830|646730|648957|5432|0
I|2596750|641898|649187|3394|0
I|2598714|649678|649678|0|6207
I|2599390|646206|649847|4832|0
I|2599714|649928|649928|0|2529
I|2601318|631754|650329|5801|0
I|2601550|628572|650387|2467|0
I|2601666|650416|650416|0|38
I|2601678|646406|650419|5743|0
I|2601686|647498|650421|5625|0
I|2601690|650422|650422|0|6443
I|2601694|647472|650423|5111|0
I|2601698|650424|650424|0|4482
I|2601702|650286|650425|3967|0
I|2601722|650430|650430|0|8128
I|2601738|650434|650434|0|6980
I|2601742|639140|650435|8920|0
I|2601750|646914|650437|8193|0
I|2601754|650438|650438|0|125
I|2601766|649156|650441|491|0
I|2601790|649646|650447|814|0
I|2601798|638580|650449|8394|0
I|2601802|650450|650450|0|9079
I|2601810|650452|650452|0|7791
I|2601818|650454|650454|0|8165
I|2601822|639684|650455|7115|0
I|2601826|650456|650456|0|4121
