19760326-163507,SEC,PREF_A,ACTV,hwJxtrVGtDKfoCmSEzC,PCX,501540868,1959-04-27,1963-03-07,2.20,bSRRblvmDfNJIUUERFKAuupeAUU
19760326-194158,SEC,COMMON,ACTV,T xMZcaGDAjRaMxk,NYSE,457042999,1862-08-13,1973-12-19,1.82,0000000350
19760327-081316,SEC,PREF_C,ACTV,HQxaEDZeeVPOOPbHJjDUBSdEaAeA KStHIiPJCqshRBFmhHIfhSXolyukTYUHFD,NASDAQ,467802133,1921-08-13,1873-01-23,0.28,0000000392
19760327-112306,SEC,COMMON,ACTV,JbocJBBKXatF SYBABrUsRTDWbLLRCZsFndRFQTGiTnsTp sEPOi,AMEX,311421784,1858-11-08,1911-06-01,0.32,WdMLSShTWMSjGnzJGcANLThOWRoeveGhIRasLWaagwQJgdEQZJ
19760327-113603,SEC,COMMON,ACTV,wEPQkrIuZyExGPNRjpYpF akGjmfIXdxEGuoFOcWTGV,NASDAQ,834276659,1901-08-02,1952-02-09,1.35,0000000003
19760328-033714,SEC,PREF_C,ACTV,YiAyzesUVyZAGMDNTlmNScxcyXqhgbBJCZJHEEEjbGWtztEZv,PCX,664427913,1875-11-07,1905-12-04,1.59,zjoKtxCKSTNWLpRzJEjyVWiVEuzmYUTLdbyRHLSIgDUbYquZsC
19760328-164457,SEC,COMMON,ACTV,NVNJkoNTqxmadMGCxsNMxlqb EYNQAkLTkhGSfKJwmbGdkONUleYgKAUQSJgYJ,AMEX,156963091,1878-04-06,1964-03-16,1.07,bDehSFMUUzvBayHEfHPXduNBnPkf
19760329-070352,SEC,COMMON,ACTV,RkjJMfGIQvYBnFylAglPvcmoMMhRQoE sIavJONIJcOpJJBCfP,NYSE,349238585,1910-01-04,1951-08-23,0.08,0000000272
19760329-075043,SEC,COMMON,ACTV,NucmvbPtItZgqStHDrsFZTBNpu WDdDHPbcbP LifpUooI,PCX,152395883,1921-12-08,1927-09-24,2.48,RhUQRxcjdEgKAzNIHpMnLOkaWYvDQqHM
19760329-174339,SEC,COMMON,ACTV,SDIUAGJgOcSqGyVCQQGKWyZiRJww,PCX,712398405,1882-09-03,1958-09-11,1.92,daGGtcoTREcrZvEbKVXTGbZcgwEydZMugGTKPnwbTU
19760329-191837,SEC,PREF_B,ACTV,FlpHvx CIBAJRMZ dgxFPxiHMHOf,NASDAQ,782661534,1857-10-09,1966-11-07,2.78,xbVeKWmFwIRwSgzjbG
19760330-002609,SEC,COMMON,ACTV,mEpRgVITCajeNyJDApRQOhSPBYELPocZEet,AMEX,773300560,1968-09-17,1850-10-12,2.27,yzVtIWYoRQKKPNbDwXqdBMdFXWIZfiTteG
19760330-080924,SEC,PREF_A,ACTV,wGNEtGxATsMJQAWSuaexNftTOgAeTeyFNQIPSGirvumXKy,NYSE,667193433,1871-08-07,1920-01-03,0.14,BRtMqXSsBDukvVHTiOgEMWtHXrYWlFJqYAkUUXXEpmmWVYnGCk
19760330-180039,SEC,COMMON,ACTV,igag KeLVQSjkcEcOTiuBKKehmQSMLkoJIMoPfIQYCMVdGGyaDn,NYSE,130291711,1904-02-04,1858-02-27,2.17,0000000377
19760330-202830,SEC,COMMON,ACTV,ZpesnVlAFkwLGZtdDWVTULKfYapWlIromaIQjlx TdoXzWNwCZUTUUMKxhmli,NASDAQ,464965521,1932-02-27,1932-10-09,1.94,0000000253
19760331-093727,SEC,COMMON,ACTV,GkoqSeEoEGKQ LkTCDUFGWmmRnwPYmwJyWEnDhKOVrA,PCX,513667009,1951-07-26,1942-07-10,0.53,0000000185
19760331-094627,SEC,COMMON,ACTV,WvLXRRBHoJzaFSNEdxwo NoZJHKR LNTzzFvjWHKUhfcLGshmkpOzRjAUmHCTUNW,NYSE,784889452,1910-04-01,1885-03-24,1.43,0000000207
19760331-100633,SEC,COMMON,INAC,qcvurNf phMvFnoUDSUH,AMEX,872203249,1933-04-14,1960-07-27,2.71,hLJBQUzrFVOXJcPWoMTCtDJWVHTNVVRwBxaKF
19760331-151354,SEC,COMMON,ACTV,eOfXVFjuiV EPoiVTQIGpZSwaEKGs HMAPPguQUWEMQtUdjVMDGFPwaGaHFsGpcYsRyVI,PCX,800687311,1905-08-05,1927-09-14,1.42,YGODXTYUYQHKSUzVdmTrHaaZEgiuZLXAwzvjFZMnWXdUSECjfi
