19751226-002236,CMP,INCVOnqRUbRUlcbsNOOspWRoozAAALPMUWeJWkmtzAjROMth,0000000423,ACTV,BD,CCC,1947-11-25,3683 Jay Drive,,94419,Eugene,TX,United States of America,Ryan,pOuOCkmcAQtVLrx ldRCwvucsX VDQQNvhjmnq
19751227-064106,CMP,rvAVWdPVTunQSZzOYjDYsGwWMYXjBJVnLeRwbiMTRnNBlj,0000000416,ACTV,RA,LP,1858-08-04,4321 Penmar South,,H5K 1O8,Raleigh,NY,United States of America,Gumbs,ZJVEZRnQSpOyfmRdSHlIRNCfVtvahLKVDmYJBQVyhUPDgpbpakhlsZHGBUjGBmd
19751227-193822,CMP,BnEVHVwAVhMCJCSSJsRQYVkIWPcALsANPwp,0000000421,ACTV,CO,ARzU,1952-05-19,1570 Clay Rue,,32256,Sacramento,IA,United States of America,Mechler,iYTIOhrQZANbGWSmRcCKCAHdxtjZSQWSrGuwhMRciHURfQjdDBKTW
19751228-183345,CMP,BeGOWxPTEYMAIQhKJtpUTqYu,0000000306,ACTV,BN,BB,1883-08-06,8161 Pinto Road,,37422,Fremont,AR,United States of America,Scheuerman,VDWSipCpOOPL
19751229-032234,CMP,cBPFDVJUBWNWdcVjOlAnHZjwAXy,0000000419,ACTV,MC,CCC,1851-09-24,2882 Whistler Lane,,46404,Glendale,IA,United States of America,Sansbury,HGiuRjusMBqZKsKjBfPzD
19751229-041234,CMP,zsCnvFqgsKPBGVOtJNVEq,0000000424,ACTV,IM,A-,1964-03-19,4435 Tahoe South,Apt. 453,T6B 1F4,Ottawa,NJ,United States of America,Fusch,IhYHRaWICwhUSNFAdkXHRBLboCEYyXVkMimJVUgrGBjCyrHbWJqkSPjGDtNwSQYHLOfTCycJBLGtQAbMKQpLZyJXpCTtNPrLkTMMZENLVkIWMlFjaLAFmeBHCUSPJDPCUV
19751229-093920,CMP,PtkhYEKCAIopXOowBJbKCkVze,0000000417,ACTV,PG,D,,19875 Keswick Avenue,,63112,Henderson,MN,,Klimesh,tNuDOjdZgcpszsFIntJOOJFPatRIGMQpJbQcFJAeaDSfTYOG ZQduAWxQJkqUDloRCfEerO
19751230-043726,CMP,DPmKKcNEbqMJTBUZZzGREJXQQyzNIBlMf,0000000422,ACTV,IM,B,1945-07-11,5391 Clay West,,T6C 1D7,Charlotte,Nova Scotia,United States of America,Suder,LDEIsrUnzbmuWdqCJzELISNQAx PGPDGkdhlUL
19751230-105638,CMP,NlqJQXvmYluMCypxUQFVrYIMGbRXXxWJZLUziDAeIuyOzwZBfB,0000000402,INAC,MD,AA-,1956-01-26,428 Emerson West,,68508,Austin,FL,United States of America,Fatone,GEMsHgLHBqSGFtJTXUSCn
19751231-052141,CMP,CPnPGITQVJHhsopfSxRSFYkiFqIUVYUdQaP,0000000420,ACTV,MT,CC,1915-06-09,4659 Long Boulevard,,M5D 1W6,Missoula,PA,United States of America,Ashline,oJiskCLBRKaPrMr
19751231-112646,CMP,DFtzdGBZQJGFCIiMNuICvvvwexqDuGZkDFHDeYcSUt,0000000425,ACTV,CF,BB+,1938-10-18,9934 California Rue,,V6D 1W7,St. Paul,NE,United States of America,Dorsett,eOOWEDCSFGnNXPHjWhDXNuDmK
19751231-235958,CMP,MPKkYhWGhabAmDZDBOJMrcSb,0000000418,ACTV,CX,B+,1902-08-06,8457 Fennel Rue,,80020,Dawson City,CT,United States of America,Aird,ibIGWuoXxBMGLhiwUQHUGpfPgnYMHENBYPYaVIWloeyRXIXnvDBPGJscwunfmnvHCoXcAlhFJEuMbrApRanODOyFHsZLijFRjdRqJkiTQWOXrRU
