19730101-133942,FIN,1973,1,1973-01-01,1973-01-01,3783940436.67,2422846094.87,3.29,3.15,0.64,259720361.28,536569157467.70,5731407749.31,736320225,769552,081XUhuCIMVvmnSqMBPsPTqVPeOhOJjWFWHqbzvsVmNTAFOvA
19730101-184632,FIN,1973,1,1973-01-01,1973-01-01,5313290463.44,2869068811.48,5.98,5.07,0.54,246097417.61,791311817287.64,3844863229.66,479470979,565922,448XcxyxkqjaesCOVlDpRLKOSaaUSDCxuJjG
19730101-202028,FIN,1973,1,1973-01-01,1973-01-01,4515167626.07,2509527763.29,2.94,2.61,0.56,912618336.79,102422092503.42,2389791673.02,854227157,960020,212LKCNUwwVcHHCDVwSxILaphVOqaSQACIMfdTAl
19730101-215852,FIN,1973,1,1973-01-01,1973-01-01,2880669426.76,938753413.30,2.14,1.93,0.33,103896403.44,345102078151.04,5470933149.58,438005717,485604,8900000000288
19730102-074357,FIN,1973,1,1973-01-01,1973-01-02,283073292.79,178137932.59,0.21,0.20,0.63,422802422.05,851877384303.80,8578710950.07,857239792,869665,3960000000143
19730102-165140,FIN,1973,1,1973-01-01,1973-01-02,5970323276.81,3415581909.97,4.43,3.83,0.57,257411051.67,164125284306.62,7857005820.69,770764378,892235,491DhEFIsYSMqHQmxAANGFHPWdKF
19730102-215943,FIN,1973,1,1973-01-01,1973-01-02,2715423744.55,1100341860.90,1.23,1.05,0.41,193743255.46,474233746109.93,1892115888.30,891385146,1043628,540nUSbwozHKnjEMwDGEwifsBDVkWMEUCXcZRAlqaRyXugMDSPCvILEtSe
19730103-092032,FIN,1973,1,1973-01-01,1973-01-03,271223720.02,15912195.87,0.02,0.01,0.06,440063146.40,118809540111.48,2973644378.51,967551605,1116006,0640000000137
19730103-183918,FIN,1973,1,1973-01-01,1973-01-03,7189470113.28,2148659903.06,3.67,3.48,0.30,509750681.12,374588533495.75,6069985497.98,585763316,616808,316QrkRxvbadKcPnWFcOeDWQVadFphGPSbdHFKZstApXDFQCJWWQxhWQGQHg
19730104-004031,FIN,1973,1,1973-01-01,1973-01-04,4568158058.91,1567993351.05,4.94,4.25,0.34,461561225.63,837485951765.18,5728877683.22,317299612,368910,0300000000064
19730104-021828,FIN,1973,1,1973-01-01,1973-01-04,5223385185.48,3609239087.49,5.52,5.20,0.69,371168365.17,751649101420.34,3938719366.48,654302736,694363,4540000000254
19730104-042551,FIN,1973,1,1973-01-01,1973-01-04,9939513695.99,5889770794.23,16.83,16.23,0.59,404746509.28,915768894290.21,8794241467.01,350009854,362814,7550000000034
19730104-125900,FIN,1973,1,1973-01-01,1973-01-04,3905362406.33,1376535333.09,1.64,1.47,0.35,178709132.67,152716635366.82,1243926752.44,840563229,933587,8200000000136
19730104-202616,FIN,1973,1,1973-01-01,1973-01-04,8911702305.06,4948800705.91,8.35,7.08,0.56,962384659.12,307967780976.46,8789306323.66,592751504,698960,5240000000229
19730105-053516,FIN,1973,1,1973-01-01,1973-01-05,7108911427.89,292063960.30,0.29,0.29,0.04,659314874.00,300219801580.10,8963672323.53,998795400,1015969,5810000000290
19730105-124515,FIN,1973,1,1973-01-01,1973-01-05,9040001279.59,960809842.59,1.08,1.06,0.11,521875884.39,576310954979.69,4658472718.74,887342504,908024,1250000000018
19730105-125628,FIN,1973,1,1973-01-01,1973-01-05,127864829.24,7272790.00,0.01,0.01,0.06,415385815.94,513636067627.71,8008177479.97,772800393,808508,0830000000048
19730105-164843,FIN,1973,1,1973-01-01,1973-01-05,7396738893.51,3663691886.30,8.09,7.12,0.50,656738225.40,92106955444.29,91095369.13,453002865,514585,3980000000016
19730106-014814,FIN,1973,1,1973-01-01,1973-01-06,8467451488.24,5400303209.23,11.67,11.63,0.64,199043765.17,216733202107.01,7691611389.33,462923180,464460,014HlQPdCFlfEZpMPIC
19730106-090603,FIN,1973,1,1973-01-01,1973-01-06,7333287092.18,4480826681.78,4.73,4.29,0.61,773578709.11,331210703684.53,967126705.93,946652985,1043743,5440000000208
19730106-215103,FIN,1973,1,1973-01-01,1973-01-06,3499645350.71,991041552.49,2.05,1.99,0.28,213802717.87,235757540220.36,4038687935.57,482320437,496975,0570000000198
19730107-004921,FIN,1973,1,1973-01-01,1973-01-07,5604102913.47,2019013660.47,2.06,1.76,0.36,279818544.69,222950634278.48,6637261371.52,978700501,1146282,768eMeEGklgXHxDbHmSKMgdNjtvbmqrnPkesDKCAFGtvoUrQw
