20020929-045535,CMP,BIMxhNBcJJMPzFfooAkRdpXfEYFYApXdKIqKNWQGZoBRFLDsjNNcG,0000001099,ACTV,BD,BBB,1973-02-18,18133 Landera North,,60610,Erie,DE,United States of America,Tavarez,iEkatgPDquBrlOyb
20020929-075734,CMP,TtTxANHNQKZuMvUBEoBhTSLDWLxARPAPDOsfymdPoGkWhFLTpLSOOQABNiV,0000001489,ACTV,BA,AA,1962-09-23,7003 Preston North,,36614,Whitehorse,ND,Canada,Isenhour,mqysSCCMdlTyNSuEBuTMHImBb
20020929-110947,CMP,QkLeMmdHQfELxTsGNBktUSzDVRjhLIebMEstpWzZIqPrOTQSJ,0000001494,ACTV,CS,B+,1994-07-23,22132 Pampas Crescent,,T5B 1N9,New York,New Brunswick,United States of America,Misasi,PzjPmkKGvvGjybduTZXKLMBrpcCBHsjp
20020929-114315,CMP,HRMMASGArMTFuJXavnJTQYbDHCdtSthKrUgSpESNWJMVAEJABMdH,0000001487,ACTV,SB,CCC+,1954-07-26,18970 Ledgestone Boulevard,,49506,San Francisco,GA,United States of America,Blecha,hpzzTlDICJDAhUeqIII GiiuHdGV UmXIDJNCNL
20020929-211609,CMP,rXIzqmWvEyAJnciARwqDBiKDCTvaESWNmpcFDhMeciIThErxhmVHgggTz,0000001492,ACTV,PA,ON,1905-10-18,21223 Flagler Street,,77278,Riverside,MA,United States of America,Stanislawski,CzkPeZbFNzpzLhvUGzSoJfwcAzAeIOQH
20020929-214932,CMP,sbzKMGtnFJXekWUzLYNrtnGxFQQGROfxXApXguduXNbKrpYUopUIgMOMVQy,0000000757,INAC,SS,Mo,2000-07-29,23209 Pearson Drive,Suite 290,V6U 1U2,Indianapolis,NM,United States of America,Holdorf,rhaGAkvwsbgySuQmuAUJhsLBLLBpHZOzBzTREVVIaOrKPpcqMDKsWCkKoCjELVlWBHAiffPshRAIUJOQIMCKhybkwFGDaKxGCZUdLzfTRKGSaSdRmWgFKjAj TANhdEFUPhuhXVjABK
20020930-064611,CMP,ZlHeuYHwgFOPPdGXkZzNZQcMmDLeUXicdXWUgOIGPnCcAffWToP,0000001490,ACTV,FR,CCC,1980-05-03,4145 Taubman West,,30398,Tempe,VA,United States of America,Hochmuth,LdwCoIqOVIDekvCuxDklRFtdSLxrzSjlVydHdpFEIoGEmmwrOaVpKG
20020930-071950,CMP,PPDSLktMOQpaAlcLBQoEZvzIkGSzqGvLzhGIeGPvSyXzhylbMHZcxHKSqOBz,0000001495,ACTV,IA,BB,1941-10-05,23310 Bryant Irvin Way,Suite 185,97222,San Antonio,AZ,United States of America,Hinkle,QDkEfMQNOVdnZBtKAdDMEBcElCWIROLIbWfpZTLsPhHSsYumCHP LLvrxGVEFydDixJjaKKbhMAR RoNHOTNJuAq
20020930-084938,CMP,yoiSMteGMZBFdhFajZtCYbaJQtABHDTJdDyVqOBvCnWWZKWqI,0000001488,ACTV,FW,AAA,1861-01-13,21835 Cedar Canyon Rue,,20093,Savannah,SD,United States of America,Farace,FsLTDHnMlGZuFCOatQaPKerVfSsQFiKzKwHHJcioCuUwJJWgZbmvWfiECENfdOVIYlSTikMZYvDTKJCRNzGWmoNrlSRKRzxjZIp
20020930-095043,CMP,DgKAOKoHLDyjBcOwLTATAKXZeCfOeYYgBfdAGnbCDUjvDfekZAGsQDQA,0000001493,ACTV,CV,B+,1902-02-05,13588 Davie East,,90346,Baltimore,NJ,Canada,Arrojo,DihGApYpGSGHhpZuGy
20020930-103340,CMP,OweXiNDhLHHLyMOQAJJZVLcjMZNlACsGFl,0000001486,ACTV,TO,AA-,1892-07-16,9236 Creek Lower,,S3A 1G7,Atlanta,Manitoba,United States of America,Frodge,grbavAMLxmXXbPwrWPxgcxnFeCvmlS JyPIVXGnRuhsVBBYODgunIRPCISNdFgtuefLSLppzlYCpzkFSZr xTNJVIGlyhrJWNOxShEXKQzIHogaJfz
20020930-143106,CMP,WcVyhTQCnKuHXpazOAMVWxMEDzzv,0000001491,ACTV,AT,tg,1947-01-27,16221 Cannon Crescent,Suite 225,20030,Toronto,Saskatchewan,United States of America,Norzagaray,KYRwQURpuK HTrPOmi
