19910927-205123,SEC,PREF_B,ACTV,UORmstViCFEBohmNPIRvkQSDES,AMEX,292507767,1910-01-20,1874-01-18,2.67,0000000478
19910927-210017,SEC,PREF_A,ACTV,MRbzTrEPrOBjWxzFNjuCjZjEbFGMDTPCdeAAehkySvaxAoWu,AMEX,923825271,1952-01-19,1931-12-02,1.58,0000000039
19910928-004213,SEC,PREF_A,ACTV,SEFQcBnjqOPIBOCbpzQXaVNIYuQa ZZHzonxBbCUKGEaRPLeA xgrn,NYSE,622189244,1891-09-07,1986-08-02,0.62,0000000298
19910928-015153,SEC,COMMON,ACTV,YtLQUfPunpPvobmAzQOvPVNOVXMIICNqT,AMEX,438638283,1960-09-17,1966-12-17,1.14,0000000442
19910928-080550,SEC,PREF_B,ACTV,JZFaFkCIieiGAWsURz,NYSE,95483151,1886-07-28,1978-06-17,0.46,erFNZzkVJsRWCWeipsVIRgJjUvgRtbwOYEIXoLLqeBBsOMMhoH
19910928-133717,SEC,COMMON,ACTV,OrNqjWAELmzLyAHGSQ ZBUmeNNTvkOBQHZYOvosgpjZAJYzwDPiHKiuqGiIcpOfF,NASDAQ,417248021,1910-11-15,1944-05-27,1.30,0000000606
19910928-142855,SEC,COMMON,ACTV,MFxbJZfNpLTEb BmFRnoSGwKPbrU,AMEX,89951491,1877-02-07,1854-01-17,1.15,0000000668
19910928-151615,SEC,COMMON,ACTV,pMDZmAtScLVFIjoMLimA,PCX,662482792,1945-06-24,1916-01-06,0.57,tTUAfoWQKwcDHtQLAZMwzFpRYSTJLRpTJRFUEJZRMy
19910928-163935,SEC,COMMON,ACTV,gDCHjImRqVGPPkEwtOVh kHOCb,NYSE,979443736,1977-09-16,1965-07-04,1.67,0000000315
19910928-203224,SEC,COMMON,ACTV,OokmiJcZNJvaBmAKTnYEfFgt,PCX,665322328,1965-02-13,1962-09-27,2.90,IDwgxTiklGJwNVfKBGUBTbNalQUiLfGCqPoJFNFOgZSTmeAtFD
19910929-170513,SEC,PREF_A,ACTV,UxQlXKkqDMfMk,NASDAQ,546948666,1961-01-09,1984-11-12,1.00,0000000582
19910929-202809,SEC,COMMON,ACTV,SrSdCNHeDcMwZfPHiM FglzZElRtKRIPbeMdpLzpCIxSIJosksUCqMOSzJmtMKxyhYBNl,NASDAQ,521654346,1897-02-22,1866-12-11,1.68,YgUAPgCqXDeFToXUIfRLHPGlVUwDgXFBQoRyUOUVpzIkOQU
19910929-231301,SEC,PREF_A,INAC,ZVmRYArszOvKmuvRWbexquIHwnJARqgvYl HI NFRdhR,NYSE,853085567,1876-03-01,1866-03-11,1.86,0000000568
19910930-070642,SEC,COMMON,ACTV,TCJITKezEmiolgsblMyAIXFNGkyNGfEJCrxAuwFftsRYlDQJCOExutFaGOYBaK,PCX,148652781,1861-05-21,1923-03-15,1.61,0000000933
19910930-111751,SEC,COMMON,ACTV,fFCpwtGjygLu,AMEX,157934203,1928-08-16,1923-12-02,0.85,cHoIkTREEBctQGXLfBtGDDPRFUqQMSWVEEjDuByHyCCtfrWFSg
19910930-135847,SEC,COMMON,ACTV,pamkmGAAzyAacSDUyNDlNoRcZu rHDiyGVGqzFGLKoKKMpACNOd,PCX,947080894,1890-03-31,1905-05-23,0.03,0000000979
19910930-181230,SEC,COMMON,ACTV,gONCYWdxUzanDRmP JubyiMRrGkvvJLEDhaBLFxUUN,AMEX,181590934,1946-04-07,1867-04-14,0.33,lefPTDALwcODtpKIkBqNqZcDagfoWrWM
19910930-222105,SEC,COMMON,ACTV,QsOUXcUEJzvVnuZpLgKPSXfjLMGOUUGtJdRsv,PCX,375703183,1883-04-14,1879-02-22,2.97,0000000124
19910930-235958,SEC,COMMON,ACTV,vFISDmhMuHQu kThKIiUUTqBQOsRIgZRozOJM HDNJvendeKItCmD,PCX,329367186,1866-11-16,1893-12-06,2.83,0000000541
