19690916-115004,CMP,TxTPsLmGwimWWXASxFWhHELRSjbULIsdFngWTKprXoTR,0000000173,ACTV,MG,AA-,1936-06-23,1238 Westwick West,,30916,Windsor,PA,Canada,Suben,ZTjdXATFDDcSCBzbElKtSUfuXrDbyNZNTgLEAWFVqCXtCpNipQhTSoRiJHBFPrnEkCvHHQPeLSOnzgKmSGsasPaPLOLmKEPL nHPLKUrnMHWNKEMuUcvFJFRJkWorviEwXZYLuZXGBKdJSv
19690916-174148,CMP,SLjJLcNoIZTAyGyOAtNtTFMQNEKksLfngTYwlVSjEZSFXAXKeoBI,0000000166,ACTV,RB,BBB,1856-03-25,2260 Mulberry North,,23282,Grand Prairie,UT,Canada,Gravely,xQplrexIqeVxHvEnPKceQKrzCXXwxpKKIOPdJDCIUUDdH
19690921-170356,CMP,PbZdBtNVFkoHUVrXoPHrheGsXLJgIHgHTAbSKZsIPv,0000000171,ACTV,OI,D,1946-07-02,18909 Hawkins Way,,M6U 1G6,El Monte,NM,United States of America,Manger,XNsqObrKGSZSPmNQwJpVnDCOgRjdbCWCiQRyEKDRLJRIPALGTY
19690922-202445,CMP,hcPDGWJeqNhVOJEHQzDTICfkFUCNaLlcnCkzQvSJALfIzRb,0000000131,ACTV,AA,AA-,1887-07-16,17676 Rusk Street,,06101,Hayward,MN,United States of America,Dammann,ATjGgaRSvkFYKyGJoC BdYAcOUj DOCHyzePLzdpbXkUADCzEKLPSuFpENmLrAULENTrCHMLOzFsyeSCOTXKJqXIkTeoPCKrGelLcjyAcQyyZLCEV
19690925-144955,CMP,WqeiYOFGTjVEbfOBYccBfxuAwwzR,0000000169,ACTV,MH,D,1872-02-01,15451 Beningus Rue,,97218,Pembroke Pines,NC,Canada,Fafard,aHqkAaJPHjIOKNZeiPOiUbDVO BRbBhTaMIPJMFSQctxRvqhtWSZAYZzSdDvyMLDtVrIxHmLSQNF SalTAGgJsBLiRzUbtSrkSeLfBuDHwCLTcqiXSzPGkKPmtF
19690926-052605,CMP,RIoafLXyzvuVdAypgRHDbVyCNFqJLTgbS,0000000174,ACTV,CP,AA-,1906-12-24,24890 Lake Drive,,H2E 1Z2,Vallejo,DE,United States of America,Tumulty,MiRQDSJcsnMMBfUBhCMHKpLvKzRsFJuffY FQAOFHgiLIICPNObnHdJBNAmKOAFRePUwoJOeLQBxeMIgqnCkSNWqEF
19690927-054256,CMP,UXGHkVXHONXySRVzmlfgOKLOPXECLsMMjGzHJnirREX,0000000167,ACTV,AT,BBB,1934-10-23,7474 Washington Park,Apt. 79,94297,Hull,AZ,Canada,Semidey,RMGEZMtzMuJzpTboHhDccuuRHT TNKDdXqlG BXpuHnSUHZFFyqsgePvTMlFGoEDWfQag
19690927-070646,CMP,zRUPBBfUiMinqnbQBpsAavFODFdBPmkYvLolpCtKqmeICrhsJTmwX,0000000172,ACTV,BN,B,1904-05-22,15326 Frostwood Boulevard,,10285,Tallahassee,NC,United States of America,Malinchalk,xUVAuYj iBTbmOoDJZtZSKTFOInr
19690927-224353,CMP,hUAyAuPbTqDYKLMtyUtVl,0000000068,INAC,IP,AA-,1906-12-07,11528 Edwards Lane,,95254,San Bernardino,WV,United States of America,Harrow,BJPjEBiLafqfVUHdPLIIOUVoenJyBmVsTybsciXYwacTMKZCK OSaOhZ hrvKGCaKCHINLGDGyDUWpWnfbVXDjKmAEPu VlMJIJSPDBpdfgTMgZIJEcwInAxEbzQHIWjxxcyODkBDrapF
19690928-122347,CMP,nJeCzbUuGqxTKWAoQUAHEtBPtJA,0000000170,ACTV,NG,CCC-,1922-10-15,23127 Camelot Way,Apt. 824,H2C 1Y7,Chesapeake,WA,United States of America,Nesbit,GwcjgDWphcTMx FmsLcJW GPFOtMRwqMftofCseUCWCyPvVcTMDyUHfCtIEckffLRmVTOFgpaDIvhPLtLq
19690929-110600,CMP,URZBtUKnpDKKHZbOejdWhikbEaSqvjzvEtNLbCtShSSaX,0000000175,ACTV,OO,B-,1887-12-21,6937 Conier Street,,T6B 1H2,Naperville,IL,United States of America,Rouse,PHItuYHIumgGzPLSqABEUkMwdpeFTnvKCeMxDWFEcsFWSeFEXGNfPMllULfBTWOOLkZzbJZMbBySkDXIZdNHENWDxnCiQQcwtiAZGIEBRHHiWTDoeVrEicOePyOadIx
19690930-054002,CMP,iygCnruNmmiRZKrPxEHpuLAIrZIVgBcvWJzjzMNW,0000000168,ACTV,CT,AAA,1852-01-17,6028 Upland Rue,,V6K 1Q2,Amarillo,Manitoba,United States of America,Flegle,SUEEJskppigrBOgnXmpUIXBVJOiHZFaaOFWGbQSlOmQqNNZzbEaEgGJaWkb
