20000329-201604,SEC,COMMON,ACTV,kvEGb cM cYLSXGkArxaXGdHqChCkkOqEJyw,NYSE,290551078,1937-10-14,1991-10-07,2.60,sJBJVldbUpGaBupOWJtUl
20000329-223432,SEC,COMMON,ACTV,dPUgTPViMgjdCBdQgPNtHwuxivuEfmyO,NYSE,961185276,1913-03-07,1886-04-17,0.15,BlzKUNpcdbxQGHwUAaQlIXGgyZmHnyRREOKBwpXvXwwWEOWiNJ
20000330-030013,SEC,PREF_A,ACTV,yrjUnAXbNUJXELHHNQQjhLUiQlQoyUavdYnlNAzrZTbmzHogRT,AMEX,732007028,1977-04-18,1903-12-07,0.61,0000000781
20000330-060404,SEC,COMMON,ACTV,LgfMGHGStAyPhqeUijnpu,NYSE,693660447,1877-02-27,1877-11-11,0.37,mNWhQHKVFWfStuKBAPSGvKaMzRhP
20000330-084429,SEC,COMMON,ACTV,B rzOMCMjIQZdiDNgZkMS,NASDAQ,847953611,1983-06-30,1894-09-10,1.99,0000000819
20000330-094204,SEC,COMMON,ACTV,mKdIQdqQAaCgNSIZfPwTTUyFeOejvu,AMEX,921564936,1985-04-24,1910-07-23,1.43,CRIBIQBlbAoTtnpKJfDsLjUQVJApKPDsAqu
20000330-171809,SEC,COMMON,ACTV,mHVbDRUTCHoNeo AXpHwzGBtQim,AMEX,133131809,1864-12-21,1913-08-11,1.97,AGKlcOPpBKAcBZEyECkZJNVLWbqW
20000330-173718,SEC,COMMON,ACTV,EeSQkUOMyCLEgBNmZZmgWRdPfXQYohfoTdRzRSOBg,NYSE,486171102,1931-05-12,1900-12-06,0.67,0000000664
20000330-201705,SEC,COMMON,ACTV,zMXVM IJjPVyLhNmTnGGVKEJUqFKfNLICTMPOEUVLIR,NYSE,725862823,1892-01-27,1898-04-30,2.90,mBRtpjNBECQCRiWtjEutqI
20000330-204111,SEC,PREF_A,ACTV,UAIOPGlxbIukDleRMtixgJvVCCipqOaFmyJUVsCzFXFmaVjcQpTBSJi,AMEX,208857693,1962-03-10,1921-12-17,2.51,0000000367
20000331-002943,SEC,COMMON,INAC,yQSQmJwVNHdAWDuSvdgS,AMEX,377640390,1915-10-05,1897-06-23,0.49,aaCRGOKapDAmHhNFT
20000331-013126,SEC,COMMON,ACTV,pCRCFovqpYlcMXPuKUNAjYPsfnRwNySOOKKRQvfjSyAJNxWujndDmOeDcjvYNnpk,NASDAQ,524202209,1884-01-30,1866-03-02,1.18,0000000480
20000331-032334,SEC,COMMON,ACTV,BCBUQAFjGXqASdTzSFK,PCX,832642506,1984-09-14,1917-02-27,1.12,0000001223
20000331-061927,SEC,COMMON,ACTV,HAIMOVCgTnqNivktRZpzUpdDmxOixgtaBZbHFrOHOU JdxbsMSFKlaUYVUGycbNb,NYSE,985886621,1980-12-18,1969-09-07,0.47,0000000602
20000331-112108,SEC,COMMON,ACTV,OyRkOgwNgNDAJeFJPGcxmnDCFimVuWQiUnDLhKNfGsGTSYcsRlQZ  WQFmWpHPRSOhSk,PCX,122590909,1990-06-29,1963-06-25,1.14,qPfdNRTEHoHQBcwpsiKHLcOITKGWQXVsBWJnASJIIM
20000331-164807,SEC,COMMON,ACTV,S HsFQQRDhHCJK,AMEX,984383054,1953-10-09,1962-10-24,2.71,0000001125
20000331-200604,SEC,COMMON,ACTV,sIkCTLEMyquPfZrfbACPKjWPALbKGwwVtThpAqRnzwrKYbcZNxuucMsZzMSgdZnKIWaE,NASDAQ,974586738,1894-08-13,1952-05-11,1.61,JfWLwmaFSngkjYbZvLadzLIMZSpeWHNOBOlNPZBOy
20000331-223441,SEC,COMMON,ACTV,pXaPtSuOxDypIPJUKQFbdXZridHHrMUFINQShANNfS wU nVnMUFk,NASDAQ,21798063,1961-01-02,1868-03-21,2.23,EXIeEyGNpDBsLhADyficNdMDAnRACaKUwyFfMd
20000331-235958,SEC,COMMON,ACTV,T eIWFoHGJdCCRXIyDxUGlknaVCxVDOoQPJQTTaSHqMHyQbbAfWDAaQZQDmV,AMEX,182258693,1873-01-31,1865-03-10,0.40,0000001063
