19911229-054610,SEC,COMMON,ACTV,FhufccXIkjmDLfoijnEbJcfaMcr,NYSE,793480779,1904-10-08,1958-03-29,1.49,0000000763
19911229-093703,SEC,COMMON,ACTV,IBlINpKUX RDEAuiMIqlPLMLNTeGwMyQAUbDNlJmTTBWJwRcC,NYSE,448750782,1894-10-23,1931-11-27,1.27,BcHMVCIkBVsrQmlnUPduEFNXBXWSGFimm
19911229-114646,SEC,COMMON,ACTV,PdBveAOeiKUOneMIOg,AMEX,251323232,1885-05-13,1973-07-14,2.84,0000000789
19911229-152732,SEC,PREF_D,ACTV,yZHTVQWWCIbWpvT,AMEX,56822297,1959-11-09,1979-03-12,0.10,0000000844
19911229-215204,SEC,PREF_A,INAC,eFVjUZMQnJlqeCTJR Shox,NYSE,569364580,1884-06-05,1890-07-05,2.51,0000000127
19911230-004717,SEC,COMMON,ACTV,kaNAqXadeVSZUtQTcSmEYYVjjkTlZRPrKRtMdZdUghHUkSEiEAOF,NYSE,38656685,1983-10-22,1970-07-04,1.36,0000001041
19911230-020323,SEC,PREF_A,ACTV,EIi FKo XxTbqrYshBSSVrmOMwdcvkaCyMdyAzORGAdQbAoIPfFZuprjpXoPYkz aoNwtu,NASDAQ,471995583,1979-08-13,1887-01-31,0.58,BlzKUNpcdbxQGHwUAaQlIXGgyZmHnyRREOKBwpXvXwwWEOWiNJ
19911230-074915,SEC,PREF_A,ACTV,pOVJVQPaPQDGPHgXjvdZAzKJfiaZUBlzPhIOHqxOcLgftNzcTyL,NASDAQ,770239730,1963-01-18,1933-01-20,0.88,btgZOqGEQnUCTEM
19911230-113004,SEC,COMMON,ACTV,yoyRLIIBJXqZVxxiUjuQeFnaPLGkUhTSINF,AMEX,862933414,1950-10-09,1941-11-24,0.96,0000000571
19911230-152241,SEC,COMMON,ACTV,PlHmmkICBJSGbPsVovKEsWYxZRUFxzBWKATMUfyxEGmVMnhEBjrHu,PCX,551436244,1871-02-18,1922-02-10,1.82,mjMEDVQzwbMjTQsJUfWWOOtXfuKNScJIKTnZhzSGFwVPxHOosp
19911230-201727,SEC,COMMON,ACTV,NihiUNOrfTfRIVcKHEZQlYvCiKEflnJGBDZOZFkSVWXiKpABapzATlWjgjtMCsQkuJq,AMEX,462094905,1978-06-23,1924-07-10,1.58,0000000541
19911230-201746,SEC,PREF_C,ACTV,KBybPbytmNygynzTJmffUDaBQDtKFVLaKksCOySuxE eYBDnLMlgQ fsUGtLwJ,PCX,933400815,1880-04-06,1890-09-18,2.44,TeXhSOjIDNPxrOVtquSBiZJkNUJkzLaAMHurmqPnfTEM
19911231-032934,SEC,COMMON,ACTV,DBgDVZAAIBCqXdIXGxTBxpSXHnKDVOUiZNMeARI WsWCTY,NASDAQ,813674072,1969-04-03,1886-02-13,2.64,0000000292
19911231-044126,SEC,COMMON,ACTV,GPuNNuUAN ntRDxSCOSSLiTLXRnfFQKPqPQn EdanTEHPQhJACHEEfVfys,NASDAQ,311227212,1872-11-03,1951-04-04,1.75,0000000545
19911231-081128,SEC,PREF_C,ACTV,iOG ULEkKdKKZQQriFIhrk tuJCbR,NYSE,170788956,1903-08-01,1967-12-17,2.76,WNvLNldIWxDXAUGMArTZUpEEfNGNpGSPA
19911231-110322,SEC,PREF_A,ACTV,lqcUTRERhmPcNalFjnmSLKKU HpPTuFhwSNSMUagbCknwYNwdNoRaRUuyRNIkMsGK,NYSE,293554880,1972-12-30,1909-12-19,2.31,0000000409
19911231-132343,SEC,COMMON,ACTV,MRwmTWpfONghPXElSEAD qClOYsOLTgMsoKScMxCpELLtQbyKniEa,NYSE,661049580,1868-10-14,1916-07-03,0.93,osWUlzNddhYzfpqmAArpGFvdDCRFSDigmTmTpnF
19911231-202857,SEC,PREF_B,ACTV,FUyZFpwKqWxmSZJgFYMvTEecEAdLRCEYj,NASDAQ,432813486,1925-08-08,1900-08-26,2.09,ipJAlLpiiTVIXyTNvqDZMQWHIGoiMrLkYuoGGv
19911231-235958,SEC,COMMON,ACTV,PfwbmIRUkaIKSYpDW FzZcZOZvWjYyn OMVetzCGaXgE i DvdRTSKZKDa FcIJFpL,NASDAQ,991227172,1873-09-04,1942-03-20,2.32,0000000687
