19940628-140239,SEC,COMMON,ACTV,VNMMJMvSauTLXLUnEnofIjjGHNFfODmCREAOAlJfhHBtHIPucRqmGFhrFJXsCJsUOGJ,NYSE,137068180,1939-08-03,1971-01-04,0.33,GrqRdZVaKkSIftLGLdlOvvWJFRdrWAgMKHzwAKISsfVQGg
19940628-140619,SEC,COMMON,ACTV,LbWFJdwPdpRBJnLaJRJSX,NASDAQ,950494051,1924-02-03,1929-01-16,0.36,0000000604
19940628-175919,SEC,COMMON,ACTV,iROnDedIZEGVtSIrnmJQGNIQLbHitlaFBbtudV SLIXvBEgRLmriMkCPqJ,NASDAQ,262411707,1864-09-12,1871-01-27,0.77,tMxRtlNQsLObcjH
19940628-233828,SEC,PREF_A,ACTV,aQdvnpgyKqldKbUIKWVssTUDngiUPMUEBpqObJnyCBrVCqYmNvNHL,NASDAQ,704014109,1916-08-21,1907-07-02,0.42,kONqHDAxWUWVRUtrCsMbDqobxHVBQDGpZtPGXuXSXWRUaVxywF
19940629-013247,SEC,COMMON,ACTV,QdVrgNDMUWtqTFTLyEg cOPcDejXONClccVylROyz,NASDAQ,135107395,1857-02-12,1883-06-08,0.79,QNZUltgBGCXGYshw
19940629-062416,SEC,PREF_A,ACTV,USgzgMNcPBwRgIXJzQIWTxKKayeXCILykF,PCX,351842683,1944-09-14,1860-01-22,2.70,QPoUnLDTrDgYSUKWmSCDOMHFQOuOStATjAIXdgAbzman
19940629-100948,SEC,COMMON,ACTV,QLOVDoQtuHZjR,NASDAQ,946343197,1887-10-20,1954-02-05,0.60,0000000384
19940629-111106,SEC,COMMON,ACTV,jkvNbSBVMxLmfCOXDMWPNVmLOswDmtyDPhyBeRduDI n  vmGVC,NASDAQ,866314904,1953-01-08,1892-04-16,0.35,DGuOUcQrCVSseWAdmNbMZoGMOonpERwPZ
19940629-114823,SEC,PREF_B,ACTV,ZPrXDfvztPC VwENOQIVsSEClS mtlDOLCCegDrgucufykPVdTxlwIXFFbGHTsB LMMtW,AMEX,80732488,1912-12-25,1879-06-03,1.55,0000000514
19940629-133057,SEC,COMMON,ACTV,nKCNTnkCZyGgMrpQI,NYSE,349952876,1930-01-18,1876-10-17,0.53,0000000122
19940629-192137,SEC,COMMON,INAC,KzpnjQbpNcJvLRCXlelTBpHyOldAqUDkDalYFPlGQMLJCtLCTbEDBfSmn,NYSE,648818537,1892-12-27,1939-03-19,1.27,aoTgMQQOVPapOXWxUW
19940629-214117,SEC,COMMON,ACTV,qNFIHurDTNFbgUpJAIbLqkUeLLPRDDYrGkDvcGlePLTPlIpK,NYSE,299440170,1973-12-06,1965-11-29,0.67,ueYoVScyELHyHIdrkhSrfBjWFdAPoCAPQWcHAvQMPT
19940630-053617,SEC,COMMON,ACTV,FSUfVoOuFWGgjBekLnpjKd,AMEX,519891852,1992-09-17,1851-03-08,2.12,0000000269
19940630-095004,SEC,COMMON,ACTV,znZAsKeMHZIMvEXhdzfyiDR,NASDAQ,248368889,1905-02-20,1976-12-26,1.37,ZmRKTZLbWcRahUkhOdxFeAjKwTqyprwFYoICqZPrNS
19940630-134120,SEC,COMMON,ACTV,xiYVTQPTgKeCKJRIcQ,AMEX,240306113,1868-08-07,1933-08-29,2.13,0000000055
19940630-143651,SEC,COMMON,ACTV,IYljWqGkggSOoRrHUUKydRoKfrYwoaTvrIQIOpkQTUYFcPlrFRsGCIBisFODgjChjTsp,NASDAQ,663209906,1951-08-13,1875-06-12,0.73,cicIhzUTUNMDNWNWurpNviSFvGdq
19940630-164320,SEC,PREF_A,ACTV,NKkmJVoBssqpj LCAulzyxwZ qlJ DStcNCVSuKyKOKICdueheSUgCOSS,AMEX,826731360,1906-03-15,1926-12-31,1.26,osWUlzNddhYzfpqmAArpGFvdDCRFSDigmTmTpnF
19940630-174546,SEC,COMMON,ACTV,uKAeySwCDvKdmiUewSFSfKVDMDG,PCX,333488527,1850-01-23,1913-10-26,0.32,0000000550
19940630-235958,SEC,COMMON,ACTV,SLWjXGDTUMejGPyaHFxcCTLwMAguyPrZCUXCxFEMLAvgaXsITpbPHDtLNJa,PCX,494800750,1884-07-08,1980-09-26,1.12,CqIhMWruPfeVQHMEvnEKeDQyIAfrfHFbkXFYSdmosmzbJL
