20130330-110549,CMP,caXUZoYFwTMYzpvGJlxhqXeEGhQN,0000001914,ACTV,IS,B,1902-12-21,19004 Walnut Hill Way,,48246,Fort Worth,Saskatchewan,United States of America,Feldhaus,yUBMA nIvSSMkaXSFNqjsbKWlDfnHSUj yfyJeowAnTOtCaknjVhgmpRI
20130330-112017,CMP,eHaHERfwXvEKLpNCzTPmYZwDIvuNiU,0000001913,ACTV,CA,BB-,1983-10-27,24743 Hope Drive,,27403,Jacksonville,IN,United States of America,Rury,aHVjQzxmqPW WoSDLMSpyfPFPmLFJJJhtKxcWBGGDHmAX QZfATXcAWnTdaGYGcDGtCRCvNUtRkInCpYS AATNQfFfBTSxFgSreijtINCOTVBBRsUQBkwPYzLJMyApsBBtPeC
20130330-234028,CMP,MbjVpiuVluGoJHOfiDGWzqSFXAFBHQPdMqthRXHnCazWBMPmOAbkUOCd,0000001912,ACTV,WU,A,1855-07-03,17035 Winsome Park,,76130,Brownsville,VT,United States of America,Deffenbaugh,GQqkDcMmFTxEOyOWTFEcDNyLfLBm EFihYxnFLOkGZCdXpJAFIEXDQXGrCNiVJDSIjbNcSoINNO
20130331-020050,CMP,DrVtRIOwsGmUJcZDrLljyqmQIoOtTj,0000001911,ACTV,CX,BB-,1902-05-09,7638 Bethel Road,,19148,Waco,WY,United States of America,Sherling,CkOcUEUXUsVhIjdg DHGcSzhSqLhJItAaRWQLdByUCNTXMmOqZpMTAWHsepxLXbFEFuSYJeHivoCQURNgQXIJsFJRGrzJJNVTDejJGGHJOPMwazSUCdRxqfyHQCSeRJ KxBsONQClJDSAIjheW uG
20130331-061803,CMP,kzLtFoQkRezoRUWjmsbtTEaXvPMdHlNdAyXkVAyVSSGCUjiQIfGHJR,0000001910,ACTV,PR,CCC+,1861-10-27,8729 Halle Street,,77207,Sterling Heights,SC,United States of America,Cyphers,XRNrLs mONtPB
20130331-101018,CMP,xsKNHAzPnHPNJDvJhdKcFoxhSN,0000001909,ACTV,EU,BBB-,1914-01-24,4640 Bedford Park,,93354,Norfolk,AR,United States of America,Halford,rOLlNEcTLmzcmdcwdQ
20130331-122346,CMP,QGIWmGLIZGWzFjlxcUeVYTDzdOQAsEKACijQoilr,0000001908,ACTV,AR,CCC+,2004-07-16,21665 Gemini East,,V5A 1M1,Saskatoon,RI,United States of America,Wyse,ALqa v HWTzkoxJatengCuwdMGJDDBWMxUIupxwpLFmPTBcDxywbTdIYAwMMLChBlDOONNAJKJHvRiqSTSxPONKaRm ob aUGQfBSQno
20130331-144823,CMP,aaGUkkEQHMcVKECCWMFoxgbABXyhnIEGoThAKLSxBQoSHqbgJf,0000001907,ACTV,PS,CCC-,1985-11-01,7524 Linberg North,,27706,Montgomery,NY,United States of America,Kekua,jTAKnkLOxWWHMFneJlSeLzEKdgDZurDcICkogGSzLRkO OTpQZtPqkKEGGHKjKMUUMufZIHTkxmQZMguVMuhajjhSUrVvNCCFqlVmoLNQdP cLSqRsuT HM
20130331-170413,CMP,CACNiCqfJNXqIXqcuLIxJMLXqIrgE,0000001906,ACTV,CR,BBB+,1904-09-18,3413 Woodland Park Crescent,,74129,Little Rock,UT,Canada,Steffel,HEYiBPFpYEYjZAHjpKFwtHgNyfqEcnHjDaGvxTaCcJjApFasyRPVClXBrWCQFfrEvPElSwpKMyBDiyxiELKHIRXSadNV
20130331-201656,CMP,VINcJfWHijRXMjuarsQNzeWWN,0000001268,INAC,TN,AA-,,6924 Taylor Crest Lower,,99689,Mesa,ID,United States of America,Danker,QNnQorEBvtxbRgQFNiYAsOEBAmWMlvLSOOBrnILyJnbLSJYjHKNaeCkOHgaLwPiCq
20130331-223933,CMP,CcqwDhBTVlqWSbjXVajKQXYDHculNlqdktxuFCvBFr,0000001374,ACTV,RE,CC,1999-11-27,24950 Sheppard Lane,,72256,Spokane,WA,Canada,Isenhour,g CZvJjE  DDxRrC
20130331-235958,CMP,rAJsITCGDTESxgzIonA,0000001915,ACTV,CM,B,1878-10-26,15845 Flagler South,,M7O 1A4,Burlington,DC,,Mckennan,KKpOZCxklESVDxxRULxCUiQTE QBsRQBKpQIfshCVRTOkwNxNRFdLcTVJUcdjQeXTSxvDxC ziPQTtTNbNjJveZPXWGTXconFQxMh
