19870329-052937,CMP,JNTcQffPeQRUzREJFQqeDBBxWCKuZutDXsZSijjW,0000000875,ACTV,MP,CCC-,1875-07-03,6350 Howser Boulevard,Suite 476,T5B 1V7,St. Louis,MO,United States of America,Reich,tLyOlSndSF DRsrcupqFOuNRsyTSnKmARLIXoWHesfbfjvbaqANApePFwRFFgVHYdN VHt
19870329-165214,CMP,iehAdBRsPNMFPphgpRJLAYhzEyOJHYmVHjGXSjB,0000000868,ACTV,CR,W,1976-10-09,17286 Harvard Park,,48204,Reno,NC,United States of America,Stefanick,FOKiIyOCWNOPBMcHXTMlirNiwzaeQOumqOSOmZcmnyZzESVpoRRneGRoKmSLDvRakvlDQBNKsOywePxcWyvnQQfLPGTHDSkejyJtFWEyOqDIKlqySuoJLBfqHYzeyqDOvgVCEWE
19870329-203536,CMP,BCQSZFiMuMObAxL,0000000873,ACTV,OW,AAA,1911-02-05,8096 Northland Road,,94393,Gary,Nova Scotia,United States of America,Atterberry,dYgWGvjYJsJULcZGbDOdRNLMPUXcyPeedrDAkHDpFDKdAIaTXEIAlwbZLHdYMMxkhlqWnfTQQURKh LCVWhyznGPNUMQJHSiAFEHCZGVpPQgTFcVgNQcSYSWxoCOKXMMsBJAxJ
19870330-035019,CMP,lvFrtJMENKIOpJKUIIchUfSJPBVtFXwOKDfFpiCPCmK,0000000866,ACTV,TR,BB,1908-05-28,13573 Lavender Court,,40207,Biloxi,Quebec,Canada,Blakeney,oAGUOcfhkcINDS
19870330-131028,CMP,MNzjsuisneZjPIFFSEOqCuhUeQEvGjDWVyGmPRQXLtZi,0000000871,ACTV,CO,CCC,1932-03-29,20992 Grassland Boulevard,,77001,Santa Rosa,MI,United States of America,Schaumberg,OWBRknGjFZCk
19870330-164151,CMP,yUKtgPgMDulIgbJrYEEMXXQfOQzZhGAEKVCjuKNdLFNcyNFLLHwXE,0000000807,ACTV,FP,B-,1856-05-28,3261 Henderson South,,T6D 1J2,Salinas,GA,United States of America,Tanious,ELtdxiGULotcEEuMdzTMOQNNLpCtmMERrarsxsajTAZVNHURxGxaWCmPT DEeGvRcMDJApQXYxUPyolTLCMqLiOKJzGlvZENJAemaFJLhhdRz vfFQY
19870330-193739,CMP,IVddIieKaCUQyMekvIOpssLIENZSBzKsFUGXwgdrXuDvvWFKN,0000000869,ACTV,AM,BB,1899-01-27,4607 Creekmoor Upper,,94435,Hull,KS,United States of America,Galeazzi,EpSVCftJgMKdnQaRIQtFjTMtBDuNphJwoWCJUDTwHWEHBjF
19870330-203648,CMP,sXnyzjTIwECynGRKryEtAqoKSnDgSaHaNTJHEWCIXNjvNZKWONHOwbzQJG,0000000874,ACTV,MP,BB,1876-06-17,5128 Bellwood Crescent,,V6H 1W9,Rochester,NE,United States of America,Knezovich,ZHtvLvDxFfDXoikvVRFD CsYhcGMoJSklEmfEVYThsUejuWbbBG WYTkfCclMMtjrdNjECGHudQbEHwnHbIDNkALXEvkgwrEktqVxtDLUDcqHTwpyRYRYWMVHdrOY
19870330-231205,CMP,MfHEVWevxJnGSWYKStQKZNtTzxRXDqDDUisYKlUJaUzwOuEkDq,0000000867,ACTV,SB,D,1893-08-09,12769 Allen Park,,M4L 1O4,Irving,AK,United States of America,Chattin,ZBmZxVtiszmAgbWpdDDPgANkdWjwHPxvjncESAqRmmCqDsmYOibhxbyDntqqKHxvbMyLkEscDrdLefvpWkSfqFmhMnUQhBacZCwokLGrqhToKJxBsEMJWtRBAngqBhdIpXqmLwtqMSUbZD
19870331-155707,CMP,AErVIgtEBSNGTXlRWVzRHQDaz,0000000872,ACTV,GS,BBB,1887-02-06,14770 Tartan Upper,,M3X 1K8,Casper,FL,Canada,Pizana,LGLKlGaJHBAXgGqZRNYTdHXDERIKRDEFQdrpKOJiGUb
19870331-211155,CMP,DGkjHgxWNWiOhLXxdAFoMEKOIKTAOFflHMCXT,0000000569,INAC,OW,C,1919-10-05,7208 Drew Boulevard,,75206,Hilo,PA,United States of America,Barella,Vf ZSDQXiOfXVwSViLTELUQFsDfSdTvzyHpwbUbYrMLD hAcxoEMAexixRmwwsSoUfTTtdaKCTIEJnJWfhgcvIwcxSprBmZqMSXjDPfKoUBIVUhvcrcEZlyrhDwhxPSMCCDhFKcoDQecEveoxqENP
19870331-235958,CMP,QvCxCUKQlFvVUVKS,0000000870,ACTV,CG,BBB-,1959-06-30,22806 Garson East,,M1H 1R4,Pittsburgh,NY,United States of America,Killoy,LeZqLOyulgNAvFkFZYMjQTsZcFzJYGIHrEAEaNWJdFJxeTPSRqzvIlLpCKlmTDZStymwchgElxOIVcKNLxSeCRwcYbBslTxIUrDRTYlnXxMhx
