20140929-102841,SEC,COMMON,INAC,IIqRyEyRpxECGRlxqpxUMnDHneV,PCX,114565861,1864-01-25,1953-06-06,2.18,eyGBByYTpoRbgjJdHtPbQdJTXrTbcWTJkSHlPvDAkK
20140929-121148,SEC,COMMON,ACTV,TnvCEHpMmmjCuIOApRivk,PCX,369369814,1914-03-19,2005-11-11,1.08,0000000485
20140929-124204,SEC,PREF_A,ACTV,YLTaI aHVqY,PCX,618902830,1987-10-15,1955-05-22,0.11,0000000593
20140929-141313,SEC,COMMON,ACTV,RpmtGAOwBYMdQTbmcBgqCNGAqBhniKEgOXqDm PRnHweKKOifRWwn,PCX,946767580,1910-06-30,1856-02-24,2.29,DHLPNmZWEbdSGkHERLALOoYCYzEsIlCGFPRXqGITtKlxAcfkWp
20140929-143204,SEC,PREF_B,ACTV,JTXmACVuodjrPRjGCfe,AMEX,416288271,1912-07-19,1982-03-21,1.87,0000000377
20140929-150748,SEC,COMMON,ACTV,JauNWbFoCeu kfdsPwFMMgFNzsP,NYSE,168792928,1948-08-24,2003-07-20,1.25,0000001125
20140929-153550,SEC,COMMON,ACTV,jxzWPVMzJPrjqMcNgarNjnSDqAZvrrIhnecVlDhEDNIoCICeKSvqQxSDrCwHNoKSeyX,NYSE,864008617,1917-05-12,1988-12-24,0.16,0000000716
20140929-174534,SEC,COMMON,ACTV,IJoOIrRVGxdIcGPGyDNAd,NASDAQ,598435117,1957-09-23,1884-07-06,2.69,0000001115
20140929-195015,SEC,COMMON,ACTV,luARhZCZcPVkphGPbVuMEEGnVrGefMIHGrzrAkAXTaKzfTJRDnzo TFksJiGKLgbh,NYSE,895363883,2001-03-16,1912-09-10,2.61,0000001445
20140929-214904,SEC,COMMON,ACTV,dRSyxOLRbtXJYSNOcqzxgeYfKNsOqCBrkNzWGFERmiuiGK,NYSE,80173361,2000-09-07,1931-05-16,2.25,YSWuqTBYSWDVmVEjNAPzNhBsjfyXWFSFUTLoBcZowhsjS
20140930-012807,SEC,COMMON,ACTV,xwLjEcFeTEuKsnqoKpUNPZEdrScUcHTbz,AMEX,1409723,1946-10-02,1965-03-30,0.62,aRNPaLyIqIwsvZXWHWWLCECnBkyQKNKiQgxUxGpVKWIfQGJdKP
20140930-044407,SEC,PREF_A,ACTV,PcFYsFQRBYHAZtpmZCCLmRQNYNWpqJsMFEibOmZbRCtVVd XOCohDFZgDLDkAEdeFIHu,NASDAQ,56916149,1928-02-20,1996-07-03,1.88,0000000375
20140930-053700,SEC,COMMON,ACTV,lYZQfrFclfRFKOsDhivQNJFyxiCHOuMWcRMAhPZbekkUemxZFqqBqcb,AMEX,888185027,1864-06-30,1909-06-04,1.51,DdIQElDRsZZTXkRMJQdIKFLyCeNcEdLsvrNVLvXKUmmANvasVA
20140930-060102,SEC,COMMON,ACTV,NApKFMp UZvlZxTOCdRunULzaEHcvdkdABalZcsQyXgKNOJjbiBWEAYOsBYztnLOJQOPi,NYSE,927799131,1850-08-01,1986-09-04,1.54,OXUANkeHFVNgKRKBXCwFHCZM
20140930-084707,SEC,COMMON,ACTV,EOWeFxWxiOclHrshLoupDrxczxALQVMnNwObfrClGDtBSpdVF,NYSE,923578840,1999-02-28,1975-04-15,0.69,LYnvAGAdQNQiObJOpBAlqkFgTHxcMIPiTPOXYhGJUrMcamZGVd
20140930-133105,SEC,COMMON,ACTV,BJQzQNeJypEpCQTVRDQILNgiJKHfOzjrBNuxgvNPmTtLecCTFjMWRUCMjNFLIWQUmtXsHA,NASDAQ,769906424,1864-09-07,1876-07-24,2.96,OBcLSRdETylnXMECwxicakQCqTZUxMdYaaFwCqApzoPTbTls
20140930-184332,SEC,COMMON,ACTV,VMNdRTLBPeWtFkDSzSZIIwNLbPurbBVCtxKFSqyUqEJZQmaDzaTWaNBKCyECyqNmHo,AMEX,772667211,1888-07-31,1883-04-10,1.21,0000001555
20140930-210423,SEC,COMMON,ACTV,NmeSXltiXkHBAvrPwBEb wwpEFPHyMeAOnBXyeToBADQIFTucxTHa,NASDAQ,614006009,1979-12-26,1950-03-13,0.13,0000001140
20140930-235958,SEC,PREF_A,ACTV,JwWEJnQHVQqllEbMhFFxpMYJMBLCAfvfLLEXrWny,AMEX,55954807,1943-04-08,1913-05-23,2.99,0000001617
