19991229-211906,CMP,KEGIAGjEBzndXTqJHUCNMjPHCtAhlIOPCwXJHSwMKPYjHIajxyTUaK,0000001382,ACTV,FO,A,1983-02-05,23750 Bellaire Lower,,32209,Savannah,TX,United States of America,Matsubara,KLvtAGCGsrHvCQLuHbGSwcFVILEuLFur
19991230-025840,CMP,CQrDIDaYrKBgFjbtjUQmOJvspDQheTFmMUlIDQvGRmQeMgSk,0000001259,INAC,IL,B,1894-06-02,2086 Weller Road,,94236,Fairbanks,MO,United States of America,Kurland,dxpBdpGKWK
19991230-043553,CMP,XMQyphFneWOvrRDJHvEXhXSOWRazKhiXNopgSzQi,0000001380,ACTV,MD,A+,1864-12-30,22422 Inman Way,,94505,Amarillo,Manitoba,United States of America,Winger,ueQKQZLNNlqVHZUFRiSzEttwDhqKvHRMehDtVMFcKgkYTfh
19991230-065803,CMP,KqRBmiDqlMYaHmjPHRWKzXOPWiPObWoAg,0000001385,ACTV,CX,CCC+,1880-03-13,13581 Alexander South,,H5I 1R8,Winston-Salem,MN,United States of America,Kunishige,QCFgCLnJnOlrKL
19991230-134332,CMP,xlqeSsoOwIWhDJIKfORuXuFAGfPzfWWPzXRLUTXGWLSmed,0000001378,ACTV,FL,BB-,1851-11-28,15603 Morton Avenue,,32246,Toledo,GA,Canada,Coral,VQNzCFJTOTcYFJVGlTodIKMlHTFLeaBBgqjPSBwmLKBKEDPRNwFRxHHKWBCD zbdIOKejppcC MbuaQtppFKKqXgAKAkopqjOAqKbHIjNlMMrzgdjyoAtLLTCOMiTTJg
19991230-163507,CMP,VFGGcSRPxZzFYjtPSXwnLIciiIUhJc,0000001383,ACTV,OE,A,1872-08-14,6726 Englewood Upper,,36687,Little Rock,SC,Canada,Palfreyman,SKTizCYdbiEHxGODxiMFIrwGwmROSpUAYQFyyhKmXdaxffBWONLRqJhtkBit WUPDOLbqKMfJGMpMkUkJGOIAvoTTGQUyugVGsSIbxpfFFQOtHQfVpJVTStNUAV
19991231-001433,CMP,JrWUEzbFmjnlzuPwIEcdzonwRdKQryFkVitWNHp,0000001376,ACTV,CO,B+,1884-02-04,20826 Bellwood Crescent,,V6W 1V6,Arlington,NC,Canada,Bahoora,aXTgIuTEJYKFAKTqNR
19991231-025252,CMP,AAakvBKWTXruPpmLEnhXMZnNSQPAswYCrCvtybaxpjqGEQMnqrwIeFUGecN,0000001381,ACTV,ME,CCC+,1976-09-22,12473 Long Branch East,Apt. 703,78402,Toledo,Ontario,United States of America,Altes,XkgBgiELNFhCAWwHexE rOq bWePiALtVFpjIqUIRDLgdHMV DnHMNVAgPYUKPnEEWAhdVZOPcVZJhKuZnlR
19991231-052752,CMP,ArsfAyjajQLmgApLycjYr,0000000631,ACTV,PG,AA-,1917-11-14,18603 Watts Rue,,85773,Hollywood,RI,United States of America,Clemence,VvTDSNiBYmE
19991231-102646,CMP,RKcQCWuatCjsfEtVnYJeMSXckAjgHiOiXPOAssddUAlrk,0000001379,ACTV,WU,BBB-,1866-03-07,16592 Creekbend Street,,85302,Los Angeles,ID,United States of America,Densley,VCSdYuICUKnmNLNXdAowLBLCHxffWQLSgXRKAleHxerhJQvT
19991231-140255,CMP,TicTIkVkNKRLqYJkYBOFludyHiKLswaQSZaRMVHrBctvcqAT,0000001384,ACTV,IA,QAU,1998-01-10,4008 Winifred Way,,98130,West Covina,MI,Canada,Semidey,ByzRJIQagQNO
19991231-152748,CMP,giRosobGvdBdAkRQhxw,0000001377,ACTV,CO,A-,1966-04-06,13380 Carter South,Apt. 59,38140,Bridgeport,VA,United States of America,Lefever,DBoJWOHZCMiToeUexocuHHBBOJYGEUNnpKyLFqccJvS C
