19790626-052826,CMP,fuCYPKNsUAgGlPAHtScLLXH,0000000564,ACTV,CP,A-,1952-12-09,16535 Linberg South,,85289,Virginia Beach,IL,United States of America,Fierst,GPADzxBMRKIdnVbpTC
19790626-212245,CMP,lTLwfiXDPnUuSnGQOAVXGRUBQWxrWlWno,0000000559,ACTV,TO,BBB+,1919-10-08,17719 Shadowbriar Park,,19136,Syracuse,CA,United States of America,Fosnough,YUVVUKEKHjhNkzlJDZFSvOY HIGbOMPTJzQkQFtwiEDoUlSSPqbVMloCVVrvvWDNZgbwabxBLdgkLNOpTonpZIGaIZiWcSyaxrKZpevOqOiUDTsBNWjaSAnOIOPGotMygUVGOPRH
19790627-002028,CMP,dfFANecQKvrSQgzQKpIQVdGVbtGsTGppLzsrQESzNGrlVGjjGlGEuMtSRXwM,0000000242,ACTV,PA,AA-,1851-09-22,1845 Dunn South,,44303,Wichita,TN,United States of America,Cheung,Cfkhb BDAVpLvNZAhKPUoBQKMZPBSggtvVEWTMXWmVIFERBCujNrvNdlErUfUlojHcgEKEBGwezinaKldz hTcZmyGFWEyUnIBjReWRnhcFscBLhHz
19790628-025337,CMP,rpXLFzzHGpPfIOdSNUSkfwLhkqMahKYLUbfgOQPBjkoB,0000000561,ACTV,IS,B,1954-12-03,22091 Macon Road,,90892,Norfolk,OR,United States of America,Falk,umQshihjAVsUKVTGTxmHgAcVYuHdbHxoaWrILeKKQXJtNXZKURJUnuhqParsiIeMQSWmTKwaCeXuFSaJAfVHgkCswjaDFSdguJNYTZHBOYjTvpaERvpHHHNTMExO
19790628-080601,CMP,BXPfIDaKkXifOCiArgznmtBSGaItNgjMopEtffERsLlQTKSKLb,0000000556,ACTV,CE,BB-,1885-09-03,9909 Roosevelt Lower,,63144,Laredo,OR,United States of America,Reich,XCEGyRUnAJRppEkOUBho GAbzNBHAthhTfxCHpIcLWLewTTeXvoDMlJuGbdPEMlAPlozxXJWLpUvAAepfrjfQzYRXIAEbDKRShsSLNKEqDpHTTdfNXAgPlIWcNxpGJMQGEAcUMFHGf
19790628-160259,CMP,IVDiPEIGXhmvadEcCtzARFhmCMszGWBHtSRVAMbPRF,0000000563,ACTV,IM,B-,1941-01-04,13990 Panther Creek Park,,X7I 1R3,Salt Lake City,Ontario,United States of America,Studyvin,DsRBUYdOSrZxMPJvLvUZVIPGZhTEFnDpGXdN LfsMeGCBM
19790628-225026,CMP,souFxWxQAnPIdALUdlTIqEfShntJNHKvyN,0000000558,ACTV,FR,CCC+,1967-08-06,15916 Royalton Street,Apt. 433,90283,Chula Vista,IN,United States of America,Cyphers,frVDGVZgWUBTQqrlz dYYTLEQZbydbCTtlCdhXBcAtGdlDujTzRibauCzTTUgD SCeCIMjYebLKEjHaUHKJIlLEWYqyfBX
19790629-035205,CMP,dYDZBfZCaaBQMqWDKMMAO,0000000565,ACTV,WU,AAA,1939-08-26,3063 Howard Lane,,96806,New Haven,KS,United States of America,Lekas,bMXFaXUBBDweeFTaQkfFOxSSZlTASqCGfaDWeQXjKCnJdB BPDUqppzJTQILSsd
19790629-041600,CMP,aGOldIIshPHhSWCTZLmllNoJACbPXQCADEUXTPvhrAtbF,0000000560,ACTV,SM,BB-,1933-10-31,15180 Chadbourne South,,V6Y 1S4,Cincinnati,British Columbia,United States of America,Alvarado,yRLWeHFlIVUbmiJD
19790629-152217,CMP,aXwuFMAgNnwSJXhCnIbNHALvCKpQVQKF,0000000509,INAC,TI,B-,1930-01-18,15581 Ingersoll Avenue,,92186,Syracuse,DE,United States of America,Mahdi,UwnsepYTHnxfISKQKIBgxlIPkHuQGZTsFWUVbhOHkfXbGRAjMTCTAJOsfPNXRmNeTQ
19790630-070031,CMP,AWdVUfrvESNskWhVLFFK,0000000562,ACTV,RL,WTzo,1853-03-15,4824 Ross Boulevard,Apt. 407,M3X 1L8,Fargo,New Brunswick,United States of America,Landmann,PxgYkugEsJIIdoxiCNUcJXwxprSKDiQLxTdLOXeOnKqWUHECArVVRIczQDCGICVOyacXoNhzBvl
19790630-160027,CMP,sggfQcRHmezFCELPYaHDHoMDPPUFZNuCGrpFKEsHvsDaUxzLWMelgkpy,0000000557,ACTV,PG,BBB,1853-12-13,380 Travis Court,,89501,Houston,WA,United States of America,Olsen,WFSnHAoZiGGjTuIXieTSxUEPOIiCbdmnYEALDcfk
