19820626-212119,CMP,XBjdkiVpGBCxCreChjS,0000000682,ACTV,CN,AA-,1902-01-27,4301 Rice Way,,35291,Denver,IL,Canada,Bednarski,gCWONBsDQWllOGudEsnsg JypHQRdzJzNyTogySRKKcK
19820627-000530,CMP,yReEGtWgtvVBSMJNEjqxfCUaTJbFoxObiJpqGbDyUthAJkBJQRIpDqJQS,0000000681,ACTV,TH,A-,1855-01-15,1619 Greenspoint Road,,33619,Albuquerque,KS,Canada,Offill,qqBDGGKIGjrPjeoqtQELbLPwoKWkQMABgVpuTwWShLCdQmfHmvSZALNkIphTGURtkmTABwSulIMBWpNOjlAlENvSkDRNHb vTcBYjmGOJJTlFAMDkQoxVbSrbYi
19820627-175719,CMP,hIuCpOwsrFVZmnWaqpXxfGKQVINSLNjnfRwZDjgni,0000000680,ACTV,TI,B-,1958-11-05,12566 Misty Upper,,94445,Overland Park,UT,United States of America,Proud,tvCy AkYMAcfRTKYcNxuyUPaduovRrz oisYJHpIHWDViLtvuIvaRyYLsozOcZVQbOFtVKwFFPRAXCfIEVVlIoKLIQSFCRIPIrKEhOZxMwDJPUaribpYmKxyIdOIghrGkRJqYlLwRiT
19820628-083850,CMP,LKWJRxqWgohpIssXVd,0000000679,ACTV,OS,C,1861-04-03,17144 Weller Road,,91217,Newport News,GA,United States of America,Makris,Qsl xQXXufsAKakMORizQQHppJHAUgFytlhvHxEmWaLYNmYebTDHOsVyTBPWMELhSPlwe
19820628-084044,CMP,yTOLDDpUUfRNrDRXpQyYWsLJqtFySLqts,0000000678,ACTV,MS,BBB,1940-09-10,11065 Candlelight Way,,99671,Allentown,OK,United States of America,Coppock,RnqZAuuaC SEDQNzfunblpNreZsoTMNFgwQaFNQOdUopHPxlGsCaCLFrVCBPrHVRwMBPOqtpxdXYVrNpFNIq tlnrhQSMCNhULgOVfqYWPYLHYVXsDGQzOavszoYcBufKGVWKkuwLgNUK
19820628-112854,CMP,LZkiHMuOrjAKKQgAlKVVaE,0000000677,ACTV,DD,A-,1968-04-20,2063 Kerry Lower,,93816,Lowell,MT,United States of America,Hayton,abjTGjOUBcYBPHIaMUqQiOmKjTuRcwIIBNqGiKGuKDNPOrUQTbHAQ
19820628-215538,CMP,ipJAlLpiiTVIXyTNvqDZMQWHIGoiMrLkYuoGGv,0000000676,ACTV,RL,BB-,1898-06-30,2312 Foxfire Court,Apt. 316,31409,Dawson City,NM,United States of America,Mackellar,djYZKzESHlhkVEjrXgKyIFpLOwDRLJtOWmKzHJmGvWpGvguFAVKFXPxVirtJQrQGeFqJdqyHwMEZFbhCvgJGTEXgBuRbWwGDkmPmJvEGPtSGYrLOI NEeVloKI
19820629-041103,CMP,vtxONKEUgRnPmIoUdpfrnHZ,0000000361,INAC,CU,B+,1958-09-27,15451 Beningus Rue,,79604,Syracuse,WV,United States of America,Angelos,CNHiLRKnsuYKLwtbToiUNpKQwwCMjXsITwvaR
19820629-085506,CMP,AxQryBoDdXbDErAWkLjRlFFWvZJtdKQFyudNNUNTPOWhKiSIPMBSkhPWoh,0000000667,ACTV,RS,A+,1958-02-20,221 Almont Drive,,90189,Nashua,GA,United States of America,Pullom,WSvCOdLq RAmPVlbYPLRMNkizZjbN CVblIcDZsZmEBDPzMXQIEIaiuOxW
19820629-171005,CMP,BCdEVrzHvzrqNQoIq,0000000685,ACTV,AP,iD,1860-09-07,10541 Covecreek Rue,,V6H 1S2,Milwaukee,CA,United States of America,Kinnison,bBXPoipaHMDdkCfGPMqtaLegYABscRxASBIPxsBWBQfgxCJpKkyRycqueGNGq LtLYIvyqGMExwAzkAQTl WyCgwpINlmxkZSGQgrKxuNgsH
19820630-093837,CMP,weReWPJdoUjEWKEHooCSNMVFlCgRPSLdidhSHKunsQugWLNKeppDEsD,0000000684,ACTV,MD,AA-,1905-06-29,18749 Kimberley South,,H7E 1T5,Bridgeport,MD,United States of America,Johnson,DRRBVhyPJRVuTGEKmvgLAnmAraJoTIi swvGQR
19820630-235958,CMP,oATpnIrjIHIjkkOiCupRygAtbjSnchWSQ,0000000683,ACTV,AT,BB-,1865-02-22,13448 Cole West,,94537,Pueblo,AL,United States of America,Coffee,ExajLbZVrMJbEgTpsMBRqnfmMux
