20130401-011936,FIN,2013,2,2013-04-01,2013-04-01,8318468646.90,3072697534.40,70.16,64.41,0.37,613680017.99,355980744472.11,6527842108.31,43797404,47705,235LKCNUwwVcHHCDVwSxILaphVOqaSQACIMfdTAl
20130401-013705,FIN,2013,2,2013-04-01,2013-04-01,6261962137.79,726037987.70,13.46,11.74,0.12,236165418.99,10149408505.45,1218139381.03,53956183,61846,3990000000058
20130401-021625,FIN,2013,2,2013-04-01,2013-04-01,9755281102.45,4333427842.19,10.17,9.36,0.44,752170133.67,113022447401.13,6589859675.39,426205109,462879,8990000001042
20130401-035958,FIN,2013,2,2013-04-01,2013-04-01,7659459634.35,396088010.99,2.44,2.08,0.05,49395155.37,270644700862.63,8628991259.26,162405419,190818,2110000000115
20130401-043456,FIN,2013,2,2013-04-01,2013-04-01,8953000138.45,6173764602.39,16.79,16.73,0.69,342627355.70,904456547236.80,612798945.44,367656290,368928,480RSwaCKohiJMAJBtmasiQrDypACoDVDzPmhzPNOxWSuEPRMob
20130401-064408,FIN,2013,2,2013-04-01,2013-04-01,7832524213.57,4004044022.72,49.29,48.66,0.51,217653240.76,856967799517.10,4723073425.43,81229453,82278,2870000000750
20130401-073702,FIN,2013,2,2013-04-01,2013-04-01,5270824640.96,1925776608.34,2.84,2.55,0.37,676661654.33,881003691668.38,5955554923.27,678986657,753818,4500000001143
20130401-094031,FIN,2013,2,2013-04-01,2013-04-01,6743608517.41,3174973890.64,3.37,2.81,0.47,154662636.34,362035784484.33,3260407272.36,942111395,1128649,157rbjeXBrlWbWvEOHWpJAmThAcQBUepTQULUibHvxU
20130401-110620,FIN,2013,2,2013-04-01,2013-04-01,9530271319.32,2367462302.13,19.80,16.73,0.25,151731246.68,749356315354.01,2285179702.70,119596166,141530,755XZKMBpyLCGnQGrLVqcOQPGdzLlHGTgRAnFCSGGNptJiEvgzXQcwAf
20130401-112835,FIN,2013,2,2013-04-01,2013-04-01,3988280127.93,2536158242.56,2.99,2.50,0.64,505050289.29,452051002563.25,389558944.79,849217340,1014731,630oLDUFfXjxEwENNOQvfRreKMeHsSFr
20130401-120626,FIN,2013,2,2013-04-01,2013-04-01,4233301427.59,153447165.64,0.28,0.27,0.04,675234049.87,401132832918.16,7753072887.47,556982974,563177,055mFUDccGnSHFJYTGLA
20130401-122232,FIN,2013,2,2013-04-01,2013-04-01,8763354951.78,647738250.94,1.09,0.98,0.07,341378422.99,554829658358.04,6531130637.76,595114118,660144,633ILLVBxEJbtIDrNMAHcHiQNvqlVkWmRiiUBtSWUirHmkK
20130401-124145,FIN,2013,2,2013-04-01,2013-04-01,8325738502.75,3533594065.49,4.44,3.76,0.42,482484420.50,657750947448.58,6246309431.07,795114265,939991,8880000001561
20130401-124611,FIN,2013,2,2013-04-01,2013-04-01,9122209201.85,2207976203.60,11.72,10.70,0.24,905295040.50,492192163535.37,8836928745.25,188455055,206260,5200000001627
