19881229-120018,CMP,VvDTEEokWmnFFElTOuZFCDqrRjlnKFOmFRhFIKPJGRqo,0000000941,ACTV,OS,AA,1860-05-08,16356 Houston Avenue,,H2B 1W4,Lakewood,GA,United States of America,Rumler,hqftmMwOJKLFImQZq gqYfhkEHGVEJdoTLcPEQsfhrGnLFfSyyzpLhH
19881229-161229,CMP,aQTUwohJFeFKGHYJc,0000000942,ACTV,MP,hVKy,1851-05-04,21820 Pampas Lower,,85099,Stockton,MT,United States of America,Quinalty,PDOAxVQgNyCNCkIhRPnhzlxvOHtDIOLLUutafFAHSUlYknrUsABhPDIAgDcgYU
19881229-223053,CMP,LCToRWIVCAjRKchnZbfuZb,0000000943,ACTV,IP,D,1947-03-09,17194 Valita West,,23512,Mesquite,CA,United States of America,Igler,OVjugrNAQFhpQOTBluYVJsqSDhrWDAuwHsXhUevqyfFxQCvHHvKKRvxbMeQmDjMeTyQkSIYNoVrvNjnTpgwjnByiyxSCPeCBMwfduAfXNlJOkwziESlmtSRNmzBTCe
19881230-011928,CMP,PePwpjxSCUejnjkAlegHzDIxVMBhMWHUrWaHtHKGSfPkjKfrhIm,0000000944,ACTV,GR,BBB-,1873-10-12,21761 Roswell Lower,,H5I 1O2,Charlottetown,WI,Canada,Vanscoy,iCMjlkfKARvAMmgZ amszoZVlRfrbJuykSV xTxwUcD
19881230-035115,CMP,dCQjeWLWlZSnHOBsghqMwt,0000000945,ACTV,NM,AA,1915-01-18,7944 Nealy North,,73136,Minneapolis,RI,United States of America,Matsunaga,wTChK tPIyzzxGxCCrwIUuS hOfhGjnUHZo
19881230-052918,CMP,XDnNdfGcCiNIOwdZoWMTZgVYEOsHLSH,0000000064,ACTV,MC,AA-,1937-11-30,7944 Nealy North,,T5A 1O4,Las Cruces,WA,United States of America,Figueroa,IEwuxzVVsHEKOBZvYLUXLBNQl uVAgdFEDDGwlHasMVtsHWVsREIBCvHDxdjygOvCZHeYMBGlipNhYOOyET xROrbelJFypFDD
19881230-081029,CMP,OKehKyGaHgbEeBcBDAnFaXwXmCfzDCIig,0000000098,INAC,SP,b,1951-09-20,10513 Barberry North,,85261,Columbia,KY,United States of America,Husman,BFbtSAhumJREbHHDkqbvPazYkVyMPoqTfvYNDBxrBzB
19881230-094025,CMP,BnegcaaVFAHnQRHguJGYjKAjcyOlwRRTdAJKMaUS,0000000936,ACTV,MT,A-,1922-06-17,11833 Applewood East,,44139,Mobile,OH,United States of America,Goodling,kjbMIlgnzCnETZOUubJFozZJDICvHuisBPGrTPkLwUmZMqGKVNrIwdKYmmAfpeF TTSfyVTiMPQClHCKIEajMmpTehNBskxVkkVJUHETtGolpwcRkuMeVmiBvyt IckIXZOLB
19881230-172519,CMP,vYIdCSBnWWiVgiCBJUUvWCLQKVMHKJPAlxEfZpDzSNpxujyrtj,0000000937,ACTV,CC,r,1890-06-15,23229 Summer Street,,85233,Bridgeport,MS,United States of America,Sansbury,PuBpmbtktYsSoGYMmHbSYpzKlgnFSHGjCepyMGe JNWClYkNzKIgJCLTvSATcgiCHxvGwcKLa
19881231-065036,CMP,CQxLkOicFVHEQGmTySvni,0000000938,ACTV,RS,mSH,1862-04-29,20497 Echo Upper,,95178,Grand Prairie,NY,United States of America,Evans,wGUCdANazdBSuBjGsHOHtZZFpPUSQtlCBbJ YDzlveouP VByKoVHpjWRMJpiCUEBKMlgxqxXBIBDSLmAaPkmLBPxhpPceaRroYrNUdIroZqIfKCKRUQOEwTXZJNEqO
19881231-152409,CMP,DQCcTuyBKyCqbiKUJH,0000000939,ACTV,WU,BB,1911-02-02,9909 Roosevelt Lower,,93782,Yellow Knife,IA,Canada,Hobart,PrhQJVtqKxZlXYlMEqTzLBEVqHbtVMrSJDRRSPK
19881231-220022,CMP,UKyJrfKMmwwDYXhauX,0000000940,ACTV,CA,B+,1907-12-29,24475 Norden Avenue,,M4K 1N1,Grand Rapids,AR,United States of America,Kolding,cVKJamODABPPTTCINicZSxOUnqMVJdFeAHAPtbjFmtMrPDnLLJVrPriPjDNDVIlANxCitfLUCuShHRDoLgwhKQjbbddmHcIUQGMYeA
