20070330-062612,CMP,sUHtwVrcWNczCjiOtVSyi,0000001672,ACTV,BC,FL,2002-05-16,8626 Midway Road,,10110,Chicago,ND,Canada,Green,szhPaFzOOamOKWoyILK
20070330-092416,CMP,VSiSCLxyXVrNMJabHxpbxaMIsRMwNJPLnVsOOCIIo,0000001667,ACTV,IL,A,1996-07-17,7421 Sandpoint East,,33011,Mesquite,Prince Edward Island,United States of America,Dusseault,NVNqCDyT aZSVAuLocxUetIKrDlaODFpaiwePMKUTyCEfIHIaMZjdxvGqFsmpQFMSbsTaCGEcnTOris CJEDXNHRzRFBonKwREGntKnUHgSs MBdfUZn vvQHJIEnquOpb
20070330-150410,CMP,zdCpWXxtXtrCPbSXdqWWNTWyotBQIDDLLFPLckuoQ,0000001674,ACTV,AR,BBB+,1953-08-08,11867 Davie North,,77034,Hampton,TX,Canada,Clemence,NRbgbtDfqCKyGOLgOtcCIwiqyNDpUYxHvUMuYpvjTMibPWFLZEochfQQBkAJh OPaLSmMUUYwjDUHWJbUiNQtAdHqfRXXfoaiPGbaYptPRfCNsApRRVULRMGZA qnideXkzCePZjQUnJ
20070330-180702,CMP,PsJcjOLVYDFEAuFxhPUZgXahYuIJNlhVZWoLrKfziDUN,0000001669,ACTV,CT,AAA,1952-07-29,911 Topple Drive,,90204,Yellow Knife,UT,Canada,Dollyhigh,kVIUEPFqMyqiUFOCTlGEMoPIeyUsbxEkYGYlF gAAFP CSTSfIfzqJQfCJnlufyvhEhTSNNVFUQXrPLTOtBjqImOxTmb
20070330-215510,CMP,MNTCneoRekNMGDtqV,0000001321,ACTV,WM,AA-,1884-06-22,17021 Edwards Crescent,,92628,Santa Clara,CO,United States of America,Cray,aAafHORfxXVTftpNCNcZDUEUNOJoAFoRLPNBFz
20070331-004706,CMP,ZyNSNCAQFvmAHzgrzNDBADqPfsyiFBdHFqxxalbU,0000001671,ACTV,GS,BB,1855-08-13,428 Emerson West,,59401,Erie,CT,Canada,Humphrey,QwZzolusmOSWHd zvbxUHDKCAKzhuwSbjRvWLVPfYLneo
20070331-044418,CMP,LHNtfLHWNlNdEkWROAWCTtLRjqOGDdHlROt,0000001666,ACTV,AM,AAA,1864-04-05,14770 Tartan Upper,,72280,Oceanside,NE,United States of America,Stuckel,M DgeJ EYJunuFIIKMmSuGhwBOahNeEmBndXbrvIxDkbLLnEofLJHGOEHIKquUXKLtUPESdHvmIgyv
20070331-060510,CMP,XlciwIdMqSZcNLFKURpCa,0000001673,ACTV,SS,BB-,1887-12-08,10915 Charleville Lane,,M5A 1U9,Calgary,FL,Canada,Brennan,mPrahDlphyJOHAM zTNIswySrGvwIlnkQKpwGPITCoQQMLIma unOAobRgPrPG
20070331-102825,CMP,bCHukFUGGiPmWKLCSkjXTPBjQZigpe,0000001668,ACTV,DD,CCC-,1852-03-16,20109 Gardener Drive,,94537,Ontario,Saskatchewan,United States of America,Mcalevy,oAKAkGVEByBxBDiVlMVIUSjakwUbJCCxmW AwTCUVJnSUBtvOCVjQwaBLuQXCIMUR wWLlOaTlTaxyGwlDOzFUoGVNtGJ WCQDnAPncAuT uelcldrCMj
20070331-153002,CMP,FjCXgnWjgKpGOSZXpERKLTTgAmgUeUPjXkJbXoHieNS,0000001675,ACTV,IS,CC,1965-10-26,428 Emerson West,,19117,Waco,MA,,Perrez,pKWeONUDHLoOajIdUWLaItZEmKydDbNXUdgxCDIjwfVNINxODvxMUbPSKKHO ggYHwRr mAnNNLLeMMFEhpQHPbZfaNH UAaIYADqtemUWGyQXENPceGDHUNKbMgkeNhWKDYNmzMy
20070331-204404,CMP,BIUOhMbzfJVejMvcHOrocrmsirxt,0000001670,ACTV,SC,C,1897-05-23,15915 Highland Park Drive,,T5D 1U1,Rochester,DE,United States of America,Cheung,WlKfFXXdUJKxRnqHHspnnsJQwEdCHBAACdFOOLPyIVwXKiGiPQSdNjGKTWVRcBhGEnEQPstaFqETjVOgEbSaWFeXPApLQEIQNMOJaQEXSpiIMXGSufMR
20070331-213542,CMP,HLSnugWNmaDgNXIDGZfZbZBO,0000001641,INAC,BC,BBB-,1975-04-16,3847 Woodway Court,,M3W 1J3,Hayward,ME,Canada,Arca,EiaQYUGaNhpOdZtibfNiKXxfEiNrSmTATsYVUELTDAxgnZJHXLFLggYsgILKUTwRusgTPlqcbOQUGmDiw
