19770101-062121,FIN,1977,1,1977-01-01,1977-01-01,5513111172.15,1130995964.43,1.18,1.13,0.21,360928348.79,285376829183.93,2749543597.38,957663952,998302,4300000000329
19770101-062922,FIN,1977,1,1977-01-01,1977-01-01,2166521042.45,224989483.50,2.04,2.03,0.10,316829678.92,95715973535.89,2467779534.39,110508696,110885,617SLjJLcNoIZTAyGyOAtNtTFMQNEKksLfngTYwlVSjEZSFXAXKeoBI
19770101-092111,FIN,1977,1,1977-01-01,1977-01-01,2159633854.25,539397140.35,37.85,35.23,0.25,188497956.29,720389463743.10,6192404891.73,14252760,15312,429UOiPPAqTHALSquMEWyPKUQDUMJVXvMfKqTZ
19770101-161721,FIN,1977,1,1977-01-01,1977-01-01,3307166458.63,1715883979.35,6.95,6.01,0.52,438090975.64,951068999362.04,8648126168.08,246898236,285298,9230000000436
19770101-163817,FIN,1977,1,1977-01-01,1977-01-01,3074572207.53,416520177.18,1.35,1.30,0.14,945568353.59,440298424110.75,8366575567.45,307929513,321093,826bhCOcOvQNEbBAnMceSOKIWFWXZjykjxqQIOCQOISWCHAjEeDSloP
19770101-230013,FIN,1977,1,1977-01-01,1977-01-01,2831151283.89,1702621785.40,2.42,2.28,0.60,808594215.99,639846678843.15,1133453788.38,703355745,747414,0340000000393
19770102-052658,FIN,1977,1,1977-01-01,1977-01-02,6854451900.87,972016669.61,1.22,1.02,0.14,786318993.56,450869220221.25,4163448777.28,796122499,954371,7910000000447
19770102-073754,FIN,1977,1,1977-01-01,1977-01-02,8345201366.70,3119483353.39,6.04,5.45,0.37,726683536.41,725266428837.83,2345961395.38,516476179,572369,375KCAQyxiZXoJdqKDEQYobKyFIDOjTuAXaYXNcpSHBpXYaEVEJiQphzVsDQ
19770102-075517,FIN,1977,1,1977-01-01,1977-01-02,3920616184.37,822595104.93,7.22,7.04,0.21,73452850.67,794997752101.49,3269431367.22,113955233,116890,1220000000348
19770102-141600,FIN,1977,1,1977-01-01,1977-01-02,6787325798.76,176538235.07,0.20,0.18,0.03,324006519.23,974465720747.86,7661312386.72,873391568,982924,898HazhIGPeCVSzQZwuNFJTfJUbhYdYFIlCd
19770102-163507,FIN,1977,1,1977-01-01,1977-01-02,21630702.87,3047711.76,0.01,0.01,0.14,20864256.49,658170619991.94,1786953008.83,337707017,354416,286COuSdFGyHSPGOUhjCwiAIgrW
19770102-210224,FIN,1977,1,1977-01-01,1977-01-02,8219895002.63,4134428866.03,15.67,14.22,0.50,900541212.25,867493322047.33,8157326041.90,263797542,290766,967WAUYdXNERWrDlFxcxhSWqEIJvzOFNSKbuUHsrWRIRHHkQpsvEXCCZHBCM
19770103-042315,FIN,1977,1,1977-01-01,1977-01-03,4766545406.34,1087460902.10,1.54,1.46,0.23,699199015.71,329951095504.96,4896596763.49,708001130,742379,507UXGHkVXHONXySRVzmlfgOKLOPXECLsMMjGzHJnirREX
19770103-051610,FIN,1977,1,1977-01-01,1977-01-03,3355111430.88,990687782.50,1.11,1.03,0.30,281488316.61,504241641676.50,6092022022.24,891280373,961987,8450000000114
19770103-052206,FIN,1977,1,1977-01-01,1977-01-03,816337636.82,544639662.02,0.71,0.64,0.67,962444487.67,535133466703.64,8737746180.49,767916429,856697,8580000000135
19770103-072506,FIN,1977,1,1977-01-01,1977-01-03,6498412113.69,4061872301.11,60.49,57.54,0.63,372159163.47,444357055673.72,8043984751.67,67148870,70596,926JNrlzArRLtDOXxp
19770103-151703,FIN,1977,1,1977-01-01,1977-01-03,6874474621.90,3119586927.02,12.06,11.92,0.45,995946168.92,105456840231.51,1756775829.16,258749988,261767,0950000000327
19770103-233441,FIN,1977,1,1977-01-01,1977-01-03,776836061.36,72145519.67,0.32,0.29,0.09,619655922.80,848180064048.12,1859900627.49,225980214,250157,786sRWWIhWVTcdKuZKNfeibPUSU
19770104-053750,FIN,1977,1,1977-01-01,1977-01-04,9379910161.87,3313439873.75,16.21,13.58,0.35,166376507.46,698786260653.71,1128066092.46,204467534,244037,555WkpXrjqzVKYWoORXgeENMSywSdqIIZBO
19770104-101807,FIN,1977,1,1977-01-01,1977-01-04,2177792727.55,1852762.77,0.00,0.00,0.00,887084469.86,116373466407.90,3259165648.09,986042915,1025214,9310000000400
19770104-120705,FIN,1977,1,1977-01-01,1977-01-04,1348160588.80,306622822.95,0.66,0.61,0.23,349186617.91,83200433923.54,4285575241.18,466837734,505318,836KsLBXnElVKdTMXGCGoOrJDQaBpHiZwbprNnHXjI
19770104-132616,FIN,1977,1,1977-01-01,1977-01-04,5150732318.06,2490084600.55,2.70,2.58,0.48,601643341.42,301107382568.14,8449067528.33,922104282,963872,105BELJVClFSUDWQNFrxaHxDDEMSOMNqTeWbFtIh
19770104-154516,FIN,1977,1,1977-01-01,1977-01-04,875693991.23,498791366.91,0.72,0.71,0.57,337365974.34,297980883228.82,8404702934.00,692284660,703225,609TGCJKTzuEdhxAvEJ
19770104-182122,FIN,1977,1,1977-01-01,1977-01-04,8585115333.48,4175924683.79,6.58,6.06,0.49,489004464.31,761968313312.92,2544660399.49,634271783,688770,341lSBXSwESnnboFFeSvHxFjlfxrwIZABfGMjiWUbhTmnRHnPFOTMlMAQnZJ
19770105-032238,FIN,1977,1,1977-01-01,1977-01-05,7614022922.94,4076084698.15,5.17,4.86,0.54,418898158.68,185606660020.19,9518011644.19,787693899,839006,0050000000002
19770105-110847,FIN,1977,1,1977-01-01,1977-01-05,9059604841.01,174569723.15,45.03,38.10,0.02,414820392.79,24126249430.02,2764689904.10,3876327,4581,460WqeiYOFGTjVEbfOBYccBfxuAwwzR
19770105-171305,FIN,1977,1,1977-01-01,1977-01-05,5339223553.07,136598125.28,0.14,0.13,0.03,106483723.19,364279806941.01,5291868687.00,953889411,1054557,417diqlqOsDpYaNQhSPBbXhMXocCDXEfNMfLDMDHOdpovsklTN
19770105-204626,FIN,1977,1,1977-01-01,1977-01-05,4143144810.20,932984386.05,5.72,5.15,0.23,589349023.10,979384049258.03,189819867.67,162979569,181225,6980000000405
19770106-055636,FIN,1977,1,1977-01-01,1977-01-06,1533122677.43,782583421.51,0.93,0.84,0.51,861105575.57,177651246249.60,2321983356.19,837510049,934947,828iygCnruNmmiRZKrPxEHpuLAIrZIVgBcvWJzjzMNW
19770106-113934,FIN,1977,1,1977-01-01,1977-01-06,9784781896.08,683212305.89,1.31,1.25,0.07,655584591.78,975850384642.46,7623535229.59,522810494,546704,845SOPPuOMCTbeveWIKDERTzYxQZoJMLnCRCTOnPlMoXbgwuX
19770106-184653,FIN,1977,1,1977-01-01,1977-01-06,2979260735.01,1678780876.82,1.70,1.69,0.56,340799230.23,869686313374.69,3756053201.53,984624633,993273,6930000000174
19770106-195827,FIN,1977,1,1977-01-01,1977-01-06,1890842345.98,565771703.76,8.63,7.23,0.30,43418791.57,214948047045.67,5593715173.84,65571563,78213,374VikNJFYegVVQGYqpTEnxkClfSmGXAyLaNwsjSHKiUlJafPQsCfYY
19770107-042331,FIN,1977,1,1977-01-01,1977-01-07,7498801625.38,4889266393.02,6.19,6.01,0.65,87805584.78,959712759090.90,4211155754.06,789644418,813731,503SHuHLFwNwXBOULlQFbWKYVBrKPnFoRtjcMFSgqzBsfWO
19770107-133054,FIN,1977,1,1977-01-01,1977-01-07,6985029503.55,2935657531.30,17.32,15.64,0.42,760979049.57,994502451416.79,5558041445.75,169472440,187707,221RLjhtKlUmfoJhUDVTLrWpRzHYfKThEqzhoWNaWCnyGIpnDFEVgaiwbbY
19770107-181609,FIN,1977,1,1977-01-01,1977-01-07,6545322835.09,4041254700.57,6.76,5.69,0.62,490464747.02,706456934394.72,5337153925.07,597542931,710620,844bLDfMCiYJfdEseRPOSrNilaE
19770107-205249,FIN,1977,1,1977-01-01,1977-01-07,4269875705.04,132737508.87,0.29,0.27,0.03,791154124.02,197511211462.13,1018820838.06,458978099,484118,796sPFpJfRunRmoHacLH
19770108-012207,FIN,1977,1,1977-01-01,1977-01-08,3373729302.37,169338468.39,0.25,0.25,0.05,774770158.06,508907123895.14,6522465418.70,669410156,672513,3250000000264
19770108-071806,FIN,1977,1,1977-01-01,1977-01-08,6488422706.21,3362787774.23,10.55,8.98,0.52,414720423.05,291671235312.47,4735726298.30,318859699,374575,2360000000141
19770108-141310,FIN,1977,1,1977-01-01,1977-01-08,7487985381.51,2679542648.45,5.29,4.65,0.36,258167047.45,551080066888.50,2171942958.77,506141644,576536,473olGIXXQFLdIHXDEuMLdDVNJbXfMiSChBOXXHPRgqQfvPMFOMefo
19770108-201701,FIN,1977,1,1977-01-01,1977-01-08,2643555921.22,865029360.01,1.66,1.59,0.33,146659125.15,442388441574.77,7889582709.34,520378528,545409,0060000000456
19770109-042630,FIN,1977,1,1977-01-01,1977-01-09,9916562196.94,127691525.88,0.14,0.12,0.01,610691235.13,288660879103.37,1409591972.26,899420847,1025744,912MCUMedIwKXKWmxZtjKLGmNhZVZwXLheDyjZaNegMuWB
19770109-053258,FIN,1977,1,1977-01-01,1977-01-09,4458688540.52,1678226084.01,3.73,3.60,0.38,841875433.45,230054060231.09,2783700548.33,450387750,466246,0550000000058
19770109-072534,FIN,1977,1,1977-01-01,1977-01-09,9721515811.71,1438230470.55,1.70,1.60,0.15,556350748.33,962106969429.27,9699872674.41,845372558,899711,179eZCQjyMmFdRWexdtIZLQhOOJyGrGYSQXYtwRPBLnMHEfMTMFz
19770109-120009,FIN,1977,1,1977-01-01,1977-01-09,2242231799.03,699786820.91,5.50,4.87,0.31,923264084.67,871179657711.46,1658709856.04,127166721,143756,5810000000053
19770109-211535,FIN,1977,1,1977-01-01,1977-01-09,5486435458.93,3199234556.64,3.30,3.16,0.58,330473945.45,851701904853.99,5343905857.01,969935196,1012785,734reiXxzjRuPXPXrZpVKbnvJ
