19670905-051840,CMP,SqCUkYbSlmUBVEeHQcYWlEhwLjOKBYzdJQXvcxaOioFLRqACxzvRPPNtjbD,0000000093,ACTV,NG,B+,1924-02-03,13971 Milbury Court,Suite 397,V6I 1Q7,Manchester,WY,United States of America,Rabinowitz,ELUVpMxjmndODjcSRlKtNfTvMJpTIPGMqGekEXFHSVvsOChBRjPQLNrvZMxhPVcgw
19670911-081738,CMP,EsHPWeZIUldfxNQnmwk,0000000086,ACTV,OI,BB+,1901-07-03,12807 McCardell Upper,,M5E 1Y7,Chesapeake,MA,United States of America,Falk,WDP JNGtHlEPQoNJQFPwdSTjQDA HSGMfjmSIBBvHWHRBWfEnAs
19670912-183906,CMP,XiKcfZmoGQnBHAdYEzmdTwSdbIDPEXDvLJbgRSdkrsLGrsJIESgMl,0000000091,ACTV,SB,AA-,1875-09-04,4433 Fillmore Avenue,Suite 209,T5A 1X3,Sacramento,FL,United States of America,Kekua,U HAloqbuooZQBvGvUVUWFLjNfsCCvsZQqdBRzlfZEMa YRnmaCQgO sxiLSPSfKQTdyGIzrSMGZAPEOJCyDrZDwMgTaVoONPNBqN
19670915-010143,CMP,eyGBByYTpoRbgjJdHtPbQdJTXrTbcWTJkSHlPvDAkK,0000000043,ACTV,RT,B,1909-03-30,10541 Covecreek Rue,,T6C 1A1,Austin,IN,Canada,Rury,YzNEgKskJrAOEAWru umq
19670915-171326,CMP,RzFPWFvwZRrSBSctRiMfHfNKAAwdNTjFVMI,0000000089,ACTV,IV,BBB+,1892-12-01,17433 Lowden Lower,,60756,Huntington Beach,Ontario,United States of America,Molski,NewbfGJLaHaMyvKXJpnOTWGUkMPGYuiLBEfSUzAhkMStkoGfGEKRfynbSSuHKVTHBrdWuALhdNvbzQwxrsEicNrTkLVnGcOGniDfHGZnWIUSJphAqdXTzsubnssxMUummmBJWUEcknYljQxEC
19670920-184944,CMP,OFnTuxOMWDUHOSyWOVCiEosNDI,0000000094,ACTV,CP,AAA,1860-06-07,1063 Los Altos North,,29414,Mobile,MI,United States of America,Racano,uhnvCw pKKzQNSn JKUpAWMFprPZBHNoTSzGEbQtIumaCFlUxUniByCNUPJJskyhYxrcNzvlkNDRjWPNCpLzugjTxTrkHMcDzGHH VrVBIczzTWQlwfBEINrAtGPTHdflaLbdyLAHDCeQNmeKak
19670921-015742,CMP,YlpZAosXzsuvTxMJSRMUB,0000000087,ACTV,NG,A-,1929-01-16,10369 Gemini Way,,94238,Dover,IN,Canada,Coral,lMmFMJMNkHjMlhqUQecCTUnMmTtfcMBIsTyICdyGPAhfIv
19670924-223513,CMP,kdkMSIAUXjfEwPBQSgTKSIKmszCtWWXwKGVRUzPODH,0000000092,ACTV,CH,B-,1911-10-30,3685 Flint River South,,66116,Honolulu,Alberta,Canada,Simonis,oQtMzsUFRPKNBPxKfJwUdNRPmDXWEpapAXvdduddaOKFmBgzZq lNQGAd
19670926-114849,CMP,TGfFOOldnTHLjuAaQqJBgbibktVyiLStkrLCynHAZNCp,0000000001,INAC,CG,BB,1854-02-17,18065 Four Points Drive,Apt. 398,T5C 1T1,Atlanta,Nova Scotia,United States of America,Schrupp,CDQRuWjWYOxAXaxBmtiD ZsEcVdDdKZ gRBLzFSDejX UcSmRApkRBipTTGkWs hZqXkpvMsXFziJURrJLjfXBNHbnq XJUUkgfXRHUBMTsHGYahLMAHmNOUTAKAh fHaTI
19670926-192759,CMP,jUcWBvgxKjCwRpvXoIjBbXiBA,0000000090,ACTV,TO,CCC-,1850-05-23,13448 Cole West,,V6I 1T5,Los Angeles,Prince Edward Island,United States of America,Bennie,dnxPSdfEqNeuUBQCjQoOzkBbu wEDOCRndyayDoFKTTcBJZVeuWazTklfUlDvjlNxpPMrmonrByKpRQVEgBkEqCSSlwocJQsGVmKuUDSOmLChSlxiYAap mBhEdBzVKpwtWDQJhUYKCn
19670929-053630,CMP,NkpmsBILljFbVIAskKSudkLAIHYbeCnBzSVbIcIypZcePYIXqxdlNs,0000000095,ACTV,SB,CCC-,1921-04-11,22767 Misty Street,,45206,Torrance,OK,United States of America,Philipson,lVJASHoMGelpWJMEbCiWJBVKeSdhXXDEhWORWuTAVfHQOoCPCtDdxBGCqPJHNER ITQIpMMraDKEKsFUFDJPEHcOTSbHKrkhkCnVwBDASypJbj
19670930-235958,CMP,qjOkQFaDSxTZNGLQvBGVtJue,0000000088,ACTV,PH,CC,1855-03-24,6085 Drew West,,66625,Anaheim,AL,United States of America,Molski,gUhSBeAGkbWqZLPCfVuQJwUnpYdRBtrFSZHirMpmgSHhEagAZIWNKPeDELVyozqOLKZoLyWEkKabTsiUaCaITnSIijiEYmIQDNHIoxPHuVTbmHSmnrZSCxxBJWmPFvImgMJnWedVTCGDWH
