19780326-200159,SEC,COMMON,ACTV,xBspXOFAJsTHHCZRHscArWtPUPKQCAXCiSkvlaHJYtgCBXRkR,NYSE,453889169,1897-08-02,1927-08-11,0.82,FLFoSgQFATTpBECbzfuSpUBMOztbDWmzxaJTEGG
19780327-025627,SEC,COMMON,ACTV,MxzFdBZRJjqxFGZrMWC,PCX,706934520,1919-07-03,1938-05-17,0.92,ONhcAQwlnmqCCWDoczkXiLhbZXsEJrEEXDUBOGQFbkIMJyvn
19780327-033538,SEC,COMMON,ACTV,FFnGFGds LsEXsEdwBGvjwOHDkNCnQHPprDXHFoUIRMxxQbnyUIwytjMitkEdREIybOUT,NASDAQ,483912356,1949-04-21,1932-11-12,2.52,RICOfhFDpPHwKRHsmPHYTpTzGDeJMQruPEEdPICrMiweHGwOFQ
19780327-124531,SEC,COMMON,ACTV,LLtmDLNLRqeGOJCbEGPMesqcZuYTGxGM JQiYAYilgtQN CQiVWpbretHRUn,NYSE,680438544,1959-05-06,1954-02-07,0.55,jRhDJJDxLPxUEMMpdhzdZNqRVTuzMCrlMcwMsdHNvIEBwDfErP
19780327-155520,SEC,COMMON,ACTV,WhMPAWIJWnyEQUExTMdUjmoDKiyBPeDzgXvWravNsgAeHcsGMBACZJoAXUQFrzVX,AMEX,390663278,1958-03-29,1914-05-09,0.65,jRhDJJDxLPxUEMMpdhzdZNqRVTuzMCrlMcwMsdHNvIEBwDfErP
19780327-214155,SEC,PREF_B,ACTV,MTUOQziuyogykzGvRyUow,NYSE,307318785,1913-08-13,1970-11-24,2.72,0000000455
19780327-215141,SEC,COMMON,ACTV,eDopV NJVtSHoBQAoYcNgnWaiIOvvMdFBEZqYygZ,NYSE,766386876,1874-05-05,1946-07-05,1.26,LgvggaUVPIWggCTSXUGuimmMSetVYshIxgRZrdvICEjJVNigB
19780328-011658,SEC,COMMON,ACTV,vYJoNjBgGeAAa ibbJBOof,NASDAQ,298012546,1852-04-29,1934-02-28,2.10,cjSaOXnFRxMLKQEIORXsThOgBtEagEQlinpIRP
19780328-020735,SEC,COMMON,ACTV,OJHJjGLzBPUCDOEoX TK,NASDAQ,109874443,1957-06-29,1897-12-17,2.07,OVJLucFRYBOGFvuGZWfrWIXkXlBAMCEIbLeGWNDEcqjSGqJQxk
19780328-064059,SEC,PREF_B,ACTV,KvXbSafpBD iGexsYQIwBSMmZwPlIRKZGpy,NASDAQ,871358882,1858-10-06,1861-05-04,0.82,OKehKyGaHgbEeBcBDAnFaXwXmCfzDCIig
19780328-201850,SEC,COMMON,ACTV,XvAxTKfjAoJWuISPFdQBbHGYyk,NASDAQ,876594390,1974-11-19,1886-12-19,0.69,0000000299
19780329-003845,SEC,PREF_C,ACTV,GxHhKvGmPkyjjqeFipgO,NASDAQ,412829073,1874-06-24,1970-05-22,0.86,TWgSrfQhsiUZzNjENbDdCUXJxqjJVuRH
19780329-074709,SEC,COMMON,ACTV,ybJNmvIyOrZFbSZMSdRdfhTIGUHhCgAMKIMFYaSLpCZ ExqSrXAHIbaQvRplpLzY,NASDAQ,785062794,1963-03-26,1901-09-09,1.47,CrHZqaLKlUACIOCnANOtBcGMhwNEnHp
19780329-144817,SEC,COMMON,ACTV,SEuIIYOTljitgAMvCptUOpDaToQhfHOvuSJiYdnQrcwBCKZnRo,NYSE,521359343,1910-12-03,1964-09-14,1.72,KCAQyxiZXoJdqKDEQYobKyFIDOjTuAXaYXNcpSHBpXYaEVEJiQ
19780330-235711,SEC,COMMON,ACTV,LDrBPNIvLKPMdETXZOLkCaPkRxM vJXDkZKGLqPeQlSqrSMBI UqMFdVX,NASDAQ,938121034,1931-12-06,1966-04-29,1.48,0000000117
19780331-063053,SEC,PREF_A,ACTV,NERQuLKBgkFyqBufJcjDBmdERvrH,PCX,291613747,1902-09-11,1918-06-02,2.32,iNHnTftjXfvHrITLJdLaYdULuwCuiDvUOwI
19780331-154744,SEC,COMMON,ACTV,ZjGlCsdHNnuPgzcukEoVTJAmRzqMacm CUTeOgObLVblIbBJVynbsbzEOdzYd GogC,PCX,635064709,1971-07-16,1915-05-19,2.19,CVRXvUkWOxdMcWRMhABiVpiKwSnFEzHzbbeQ
19780331-191423,SEC,COMMON,ACTV,LnUSGGBMFKTyDxWBfTFUR,NASDAQ,646712185,1890-05-13,1959-04-10,1.27,vtxONKEUgRnPmIoUdpfrnHZ
19780331-235958,SEC,COMMON,INAC,JNWSWXHPnMJCKpYJKVOqMQjMUzFLYnqwdUlziuwGwPHRqNpQvuoADV,PCX,298487186,1856-01-11,1953-12-24,0.71,0000000012
