19880928-055331,CMP,xXHdYOgAdDByRiUpcYWtnWMcTYwNabmQrSRHfFGgMaAi,0000000933,ACTV,AM,LhHA,1903-11-19,19922 Sweetgum Upper,,94144,Bellevue,AK,United States of America,Carreno,zBeMZMUSSFrjPLmgXzgwvUU PYMJUAlcyEtd v
19880928-062207,CMP,TeXhSOjIDNPxrOVtquSBiZJkNUJkzLaAMHurmqPnfTEM,0000000934,ACTV,WM,BBB,1896-08-26,6993 Malden Street,,76131,Iqaluit,ID,Canada,Cillis,XlIDgtjjOPTU kLibMMTBhiFIBqZEKbtOPSJBgSNGEzCWvUPWS
19880928-072609,CMP,JeghOdOgfYZVpRWumBYsYBAKVsvtjHVsQXHHLTTFrxIg,0000000935,ACTV,CN,BBB,1961-09-17,11173 Vance Jackson North,,H2B 1U9,Berkeley,New Brunswick,United States of America,Chaddlesone,wVgmVFkFSaHGMJGyiZbEHjSDmpdifshNXkEFym
19880928-165608,CMP,bseJRGaTGIHSaYgCZtfmRPisOlGIFuOghBdrGQNBHUPXJBB,0000000536,ACTV,SS,A+,1862-07-26,2920 Floresta Street,,35882,Baltimore,Saskatchewan,United States of America,Elerson,LhEXLFOBAMCPQJBFUIpFQLFwCQJRPLkmZxfHduWKM
19880928-220149,CMP,uCshCDVTmMMsphCRqtdHDUFkByqksQFzoSX,0000000686,INAC,CN,BB,1885-09-30,1903 Tosca Park,,E7N 1M8,Winston-Salem,VT,United States of America,Lenis,RDP megDDaVZeLLMp DNDmxORiuKgEDNREfNBLPTBzNTPrUSsGGxPAl
19880929-141147,CMP,tqQdSDJQQEDHLWXdRgcpupTcVzghVncqXyXh,0000000926,ACTV,PS,AA,1982-04-24,5870 Yaupon North,,80049,Fayetteville,CT,,Magda,zQWpIsfDrTNTUFmEvBfjKOJJiqOKZUDOTrTTWJ
19880930-041222,CMP,aOPKPwUSdDuLTWMxjUB,0000000927,ACTV,IV,A,1886-10-11,7163 Cherokee Lane,,58107,Waterbury,MA,United States of America,Liwanag,ABGdBtJgSdg dfICLuKCBBElqvPBCWNEqeGIRfGAkqkPhn RDdiHhlqEHIwGRFtkDLFpckxqcdNFiUBQIVXnbeTNJnHkLOClcfqpdMEWljrFUZpMYgT
19880930-080551,CMP,VeHrEkFpUMaBPNDUXjMsCBeRHAfvdKhMPHcRuQ,0000000928,ACTV,WM,CC,1896-12-20,2995 Robbins South,,M2Q 1F8,Evansville,CA,Canada,Vreeland,RzdCqiigbBTFiMWXZNTRWuZSLiKKpQxiMkmLSvHklUOaQXrm
19880930-151444,CMP,THiQMgKNOkuDwnssXZZFZZFHaTgZJpzBtKEY,0000000929,ACTV,OE,T,1964-03-27,14276 Martins Avenue,,V6O 1S5,North Las Vegas,AR,United States of America,Clark,KNvPUdPBBUHSVKZcUQpP QaelTXAUJKWTKXCasaTLNEBPmCDNaUVTdcFNFJlHILjNFQKVoMCcJsUkrswryohpGsAWt
19880930-154429,CMP,ZEEITKdHxzCrIxKDMOVEYXdlaVTPKRvOlZm,0000000930,ACTV,AV,BB,1981-12-25,17991 Chamberlin Way,,06513,Coral Springs,OR,United States of America,Kotter,CMSpXXFaIJXOWEn EaJTjWghiFpgfQVwNdUOogKPgdMsK jtGPeCXGptJLdQwFSAfXoGFlKUeTIyaypibkFRSMZYo PJPYTFIzieuSGWEmRLVEjn
19880930-173935,CMP,MtmNBqEMiUciwNLSPPuLcPKLp,0000000931,ACTV,FR,B-,1933-07-19,11812 Prairie Avenue,,94616,Grand Prairie,IL,United States of America,Igler,cNPJxVldUxdQISBJcYRTLiITSQOMTLmRoaNHpNvSHuxooSqZbdquMxUOSIIMUoMPuU FOaGdConjYSTBqhvwETeOqGInZnJJkFRClQWp fsGWnjDvLMkFkUnWBdpgIWxc
19880930-184057,CMP,RhLlAqDTFalFSpCQWCnaudClDgOSWiRgEiLJGF,0000000932,ACTV,RM,BB-,1920-09-02,6038 Norman West,,A5E 1B7,Chicago,KY,United States of America,Alire,NMFH zDvgNzHjAEwklwUtEpWOvK CzFqMEZNvNDHRzFFLXaSAKgwFQfxKOJRVOLBaEEOFeKfjNejXtlwGSVDVuuRH
