20120330-174446,CMP,MtmNBqEMiUciwNLSPPuLcPKLp,0000000931,INAC,FR,B-,1947-10-19,11812 Prairie Avenue,,94616,Grand Prairie,IL,United States of America,Igler,cNPJxVldUxdQISBJcYRTLiITSQOMTLmRoaNHpNvSHuxooSqZbdquMxUOSIIMUoMPuU FOaGdConjYSTBqhvwETeOqGInZnJJkFRClQWp fsGWnjDvLMkFkUnWBdpgIWxc
20120330-190345,CMP,XBdgSOIxGKYbSbguaiCTVHBHUIZAxVESbpewMyRFaBWfiZxFsiyTMAzCBgM,0000001872,ACTV,FL,C,1910-03-15,11605 Yohan Road,,90069,Billings,Nova Scotia,United States of America,Niven,KTUvLPyqYNBEGDkBaSPLUArjVoYHBPKTxI NipgjLTJgOeBfxMqmZUCLojNJNjAByMbopEZhfIjZCbFul
20120330-225252,CMP,iOgUIxMnpMBIKponYWqHyglyjQztOAjACpADIURGB,0000001867,ACTV,RR,CCC+,1905-05-09,20479 Wise Avenue,,30304,Detroit,MD,United States of America,Muhammed,OBuLmXyUFTVorpPeYHzlQCZE
20120331-032705,CMP,ARQaVJSQWGOjsoq,0000001874,ACTV,AM,AA-,1910-01-25,18458 Yorkchester West,,E7O 1J4,Hay River,KS,United States of America,Secrest,WlGFnSVYLjHDGibZoIaxesVPxTqmbBvtaPdJEeNlDcMRGPFBRSUWRpLRwjRVTFEYUlNaEjzJqKypESQTEwNpNB
20120331-035104,CMP,uUZwmzdCHFDfTDkCVeqDerTYOoVSCkuSKhrESgxPDVjXGiyUHteIiMYNqS,0000001869,ACTV,RM,A+,1897-10-19,23374 Lyons Park,Suite 60,B1D 1X1,Corona,British Columbia,United States of America,Fowle,GiHOEKGHKBADbdSthbALGfoAazVGQYmnAZMQuCnTBFVPKpgCSgsqkXwSUrzGhgRcGMwBzbu VBXyzKsXPrLxJcehS
20120331-062959,CMP,BGpYcUpfzLthRBzKiWXKwfyOhTvsKoPXncfICGXfmBOXfYEEGWaQOQtOGVEc,0000000518,ACTV,OI,A,1882-10-13,681 Innsbrook East,Apt. 824,H7H 1U4,Lansing,NV,United States of America,Nuzum,iIUGXJqITZEsDAmSFYjkulpDvGEADIOORqVG
20120331-093436,CMP,kDaHbFusUYralFSMPkpnOtBVlTMdEW,0000001871,ACTV,RE,CCC+,1955-07-12,9031 Midway West,,94144,Torrance,VT,United States of America,Cartelli,VSkzEMBaprpGCxQkdEpsBiVDrjhAPpugVVrJjzdveuOJCIYSHVuKiFoxITaTnEDdO JlRkOdCNxBLV
20120331-141352,CMP,mhSTZbHSJJATqzrJqxenzQe,0000001866,ACTV,CL,A,1912-02-15,23058 Colonial Crescent,,78521,Halifax,British Columbia,United States of America,Rabinowitz,C eyMJzKVTrUjGCNousyQ
20120331-143006,CMP,zzfWNEcJoEEpbTByVaPErDdkSwGqIFmBrWGOFXCqFUDUOX,0000001873,ACTV,ME,CCC-,1954-02-20,7154 Stuart Street,Apt. 689,90858,New Haven,OK,United States of America,Kasting,sVOsLTOLXSYQLSMCvNSuQgFmwgIFte unohnLlTvNQlJsSFHgDsKIZchyohwubsGbUmAOnTuSWfCcPuTzQWqzdBQZGIdkBqPUdCwUiZgIXnuAEIwZSGUMyDqAliQLwlzgMNVYUd
20120331-153951,CMP,AvpKBypCtdQgvAjZKqOdLBkUiUrGcwueqXjeYYSMTspSDZdsE,0000001868,ACTV,OO,C,1995-03-04,5137 Royalton Park,,10159,Sterling Heights,GA,United States of America,Fleet,DK RVucHUcukbLFBNOQVEnoynBiCwZTvJKJqICcQSjZC RTNzVPrIBuBmFxzHYBQfqUYuTVbqtbCntC
20120331-171603,CMP,bKBPiSZuoKDJfrWPUpOPjoJFJRyrfgIVOMOTgnc,0000001875,ACTV,AA,B-,1878-05-07,15017 Cleveland Avenue,,77702,Calgary,Prince Edward Island,United States of America,Vigueras,KULiCBEISaxjpMkVzHoBCCDSLakSTOHFfQBOaxOkAakNVOGuEGqLLzJGmMFpFxyCvsQYGgDBEBBRQpsVSGSdgpNLlwzbvPRyOLLkaRgKbheYEMMGLmViJVBFETBqDgIYJcvoEydL
20120331-220132,CMP,rxSolDLAOrQAGxcJ,0000001870,ACTV,AC,AAA,1964-07-31,7485 Arthur Park,,64106,Aurora,MS,,Fujioka,TTpFsDryhThQZHBVGDWeSkpfdORCWCJYV wpVNwuHMNaZMthIuKOjBAATTxobFClZlGdPJgNlGNwCDRncSBxiCQeXq hfMQBdOnzvWglUTlkiRnoCgJqukiYNKysNeFZlNyOGMMUolMXy
