20130629-125312,CMP,EdVOoIABMVWJCytMilQTUSsAP,0000000578,ACTV,TH,Xs,1961-08-04,21145 Hayden South,,94549,Wilmington,MT,United States of America,Flegle,vkEEGBTFbFqUNDjUAUkuhFSERgOG IkwIpPPlHtsASgrkQhMW
20130629-154755,CMP,sFVRiweBrBXDeXTUGxDsWhFLEocy,0000001410,INAC,IS,BB,1958-01-09,2088 Red Willow Way,,T5A 1P9,Toledo,GA,Canada,Mclarty,UkviJT NLjGFVGfBTrDOQoTRxMLLgvwZPjsjqmhlrEBuu OnArguH PQnEoYLcGeBACqZDzRqKDHeMktOPTGUTvXCVObILaLOWEy
20130629-203837,CMP,qCIXSkXjyhGxfeOtPAxxdFNoQorP,0000001916,ACTV,ME,iwB,1961-10-07,5088 Overbrook Way,,M6U 1H1,Lexington,WV,United States of America,Frankovich,pJOgUAKlIsTNFMINLKCUTpn
20130629-215020,CMP,DFiFbzJJQLptQADDsJZskFILncXNLbohsCIrdhHCjsm,0000001917,ACTV,WU,BB,,22829 Pico Drive,,V6R 1S9,Lubbock,NC,United States of America,Thompson,Jqp MIOAVoUFOaw
20130629-224027,CMP,EcJWtoWeNDJrUWtrim,0000001918,ACTV,DD,pa,1860-03-02,1681 Ketch Lane,,Y5C 1N4,Sydney,VT,Canada,Wichrowski,KemoWEAPe sfiFQEJqVyCHdFYAKPnFMRjhlTLQgCDWPkKGskoQLMsKLbCHCKUMIcAgKyY cEFvUmgLFkWBYMdlTGCtDTbfmbcf EsVnFlZdZaXIZkDSaQFkzuyxnVEOZCVCbeJ pTL
20130630-070633,CMP,TyxIbBMzvjRydxlcgSwpGsZxpZVLlX,0000001919,ACTV,CX,CCC+,1959-06-11,23716 Withers South,,V5A 1P5,Bismarck,CT,United States of America,Mcelvaine,TRB gJErRbcZ
20130630-101741,CMP,ECTGLevubEXMPHKUGfUMcfAXliqBgRSJhbvyCQL,0000001920,ACTV,MT,A,1950-02-18,18234 Fir Street,,B8A 1Y6,Charlottetown,TX,United States of America,Arrasmith,hxOphIrJfGqBvTgHzT sWl REeemuxDaIDqKJVDKxxI MoQklkGWFqKWIOtGAOVEZGyQJdsHi BYVLXbJdBETegtxZGmOokdBJpJCzIoQffAk qlRfXKVLZAAXONzXNhxlrKLUEOcsa
20130630-120102,CMP,BBbnVTTYmARummqWTDkgRSAUQJzHW,0000001921,ACTV,SS,A+,1935-12-27,8438 Century Lane,Apt. 527,33323,Rochester,VT,United States of America,Schabacker,YSSdXFKcghGFFsckjIQMFRuMjsFOkhMMbtGUPolwNBWOxNcHNHdSUmWJQwCQXonEdkbRICwMFXHZfsCsWqnvufwlkgBvFfj
20130630-130051,CMP,aYBOpQeMFVBWDMUwMUHfVvhcLl,0000001922,ACTV,AC,AA+,1914-01-17,21557 Humble Crescent,,T5D 1T9,Ottawa,British Columbia,Canada,Dienst,WMBaEMTKvuzPCrxHWOL mkMkTZnljQmbgrLTjjyPDGKOgaEUFIzrQpxRijIVIOlCTFGOBunTaCgVHYvQAmXQeU PByQcKd CuByTaAlXaZQGoZdIcRx ImRGlpAF jJVv
20130630-140742,CMP,TKKtBHiTGIyjdPUlJiAXJLbVoEBytNSCHOYojsPxufRDgtGjFYrOIpxGi,0000001923,ACTV,MG,A-,1885-06-20,2064 San Jacinto Street,,87117,Lincoln,HI,United States of America,Musumeci,LlEZuXXPVLQNJSokQvDCMvSJZkGDPEcwPQyJcNxQicoVRSQEScTbaziqRdQHdpesOZbPRWrSPLGcQiUAWWJMRTeVBH BONbjb
20130630-161000,CMP,MMOSgNZsMFFzhwOIjVRWgcEizwjvGLygK,0000001924,ACTV,CS,B,1967-09-03,19873 Wright Avenue,,H2A 1W2,Pasadena,UT,United States of America,Citino,ByifKkDXGbEnqFaHWGXIRMBIOXzbgp
20130630-235958,CMP,UmXhuSXQDwOvWxkqyIOXmU,0000001925,ACTV,BS,CCC+,2005-12-02,15181 Congress Road,Suite 33,55157,Washington,IA,United States of America,Suitor,SrCMAqJhrfAICJNDNxlQpTlchspFJfbnvOCkGcXPKVMzJFOSdMSPaFMvCImwIlGLbMrhOPUwFPQPgNd
