19880701-042949,FIN,1988,3,1988-07-01,1988-07-01,8085391176.64,3510274065.15,3.53,3.00,0.43,439181030.88,818006030535.02,1179183502.27,994480756,1168263,450yCYxzdCtKDVDKNxAugXBOfBjJNSubdTVTPNMQGEtO
19880701-085232,FIN,1988,3,1988-07-01,1988-07-01,2141904706.79,654363121.53,0.98,0.88,0.31,40462702.00,530440560918.58,2602424635.14,668791015,739502,332BIFVSGwWXfKbNsKLoOJFnpAMRmX
19880701-101136,FIN,1988,3,1988-07-01,1988-07-01,3310519985.04,386103810.19,8.01,7.21,0.12,691060431.95,263671095557.61,1559731575.16,48216340,53579,779CmLqGWKCHBbzTIVWaIQMaNtrRXcCDziloXgYWLuOVnAALJVOwDXmwZu
19880701-110900,FIN,1988,3,1988-07-01,1988-07-01,1981759090.13,80748898.97,0.11,0.10,0.04,316623.76,787453899381.82,6355311324.19,767188422,790133,666pMuLUGMosWnjAzaqjUAROgGlGjrlMCamVDcxCjnUTCdbPClHGBWXETIWH
19880701-125918,FIN,1988,3,1988-07-01,1988-07-01,3753075742.40,549848141.67,6.60,6.59,0.15,403645133.24,760896783072.54,1830039906.20,83316030,83424,2600000000545
19880701-174742,FIN,1988,3,1988-07-01,1988-07-01,79820443.91,50160993.63,0.05,0.05,0.63,486862238.95,536926299823.44,5099450019.01,968898832,1053113,1130000000698
19880701-191201,FIN,1988,3,1988-07-01,1988-07-01,8411861039.46,5705725311.87,11.56,11.25,0.68,936034884.73,648626362220.51,594862850.83,493482858,507089,0900000000398
19880701-212222,FIN,1988,3,1988-07-01,1988-07-01,8997846706.28,1285401708.02,3.98,3.76,0.14,126048900.33,791690991783.96,4759215217.47,322867813,341648,0110000000904
19880702-012918,FIN,1988,3,1988-07-01,1988-07-02,8308999330.07,2485085724.70,5.10,4.28,0.30,541734374.71,713790284882.57,1984900045.59,487609521,580240,2500000000218
19880702-045411,FIN,1988,3,1988-07-01,1988-07-02,4418090576.13,617932904.53,0.92,0.78,0.14,879273923.34,807870495579.55,4691091628.44,669369109,790243,855EqbsHwTGmBQOHgCILAiRdCm
19880702-075843,FIN,1988,3,1988-07-01,1988-07-02,7293910267.58,2884972848.83,135.79,114.72,0.40,512260438.68,139128492484.67,7641024082.33,21246108,25148,073sEdXWlAyBGoFClpXvyNNafsKbfeEnSrT
19880702-110410,FIN,1988,3,1988-07-01,1988-07-02,9281566384.62,3996672891.07,17.83,17.58,0.43,185658938.93,538718224507.14,5620173448.17,224141896,227293,5250000000357
19880702-120135,FIN,1988,3,1988-07-01,1988-07-02,2403438693.92,1071624658.67,1.16,1.03,0.45,280130125.90,170082857401.46,6690483379.06,924381456,1044484,3060000000693
19880702-153825,FIN,1988,3,1988-07-01,1988-07-02,7588055956.11,1055037680.50,5.68,5.42,0.14,115637007.92,24347419102.93,7845001429.40,185893683,194727,426AMSFHeuTHMfEnoZTASlnzrGJxgxZQHFZmXwXOISqJdBTIUOcKzUUqtU
19880702-195606,FIN,1988,3,1988-07-01,1988-07-02,7959303695.11,2167471749.38,6.46,6.32,0.27,513219070.06,344333766286.33,9515636426.70,335719271,343094,103CbPGadFFaOcGxfuCTGDEpRN
19880703-002101,FIN,1988,3,1988-07-01,1988-07-03,5823713487.80,3467683905.91,38.68,35.84,0.60,707265050.50,284129121582.75,3487522921.29,89642467,96758,9460000000031
19880703-030100,FIN,1988,3,1988-07-01,1988-07-03,8115696756.61,3609657007.84,50.79,49.99,0.44,941058209.04,932914212492.36,5188121446.20,71073067,72203,8520000000656
19880703-075225,FIN,1988,3,1988-07-01,1988-07-03,8717934730.32,5133611535.71,40.50,37.24,0.59,593751376.03,770706614275.78,5440728825.13,126760835,137838,2150000000055
19880703-093614,FIN,1988,3,1988-07-01,1988-07-03,2445263200.34,665590942.37,1.07,0.95,0.27,43856746.81,817642201113.30,9755985305.20,624244385,701679,825DgCLMNjmKXvnbcxbsNRzicFHLhHVDWDkKUSGCEKJtTHOqhICxuVIu
19880703-135934,FIN,1988,3,1988-07-01,1988-07-03,5176092550.84,763115051.58,0.85,0.82,0.15,422410737.10,871678554567.17,4056307934.45,894561510,934976,5130000000534
19880703-171251,FIN,1988,3,1988-07-01,1988-07-03,908407158.55,64691674.11,0.30,0.25,0.07,117403732.21,825593235803.80,6126032325.63,218503927,255344,723zSzyZVwpMSypTaf
19880703-193043,FIN,1988,3,1988-07-01,1988-07-03,6051026253.49,405793307.18,0.52,0.45,0.07,165394716.36,930490034194.47,764312384.36,786820568,892405,659CEXNXLeRgkLPWVhSkNxGxHCodBBnQXAlwBAnVs
19880703-223539,FIN,1988,3,1988-07-01,1988-07-03,4654553425.75,2830511438.42,367.04,327.80,0.61,347401618.85,776003948758.82,9481358717.66,7711645,8634,971SilRkZQXzTQEcQNAtfiCQBteNpQGJY
19880704-024319,FIN,1988,3,1988-07-01,1988-07-04,2862036139.20,1456796717.87,25.29,23.44,0.51,295297000.24,733740342144.97,9755848408.48,57595158,62158,236ejBJHNCIMElKKHMlZSPvHUjgGxsUQDUybYKLgVInrNJPHMM
19880704-072205,FIN,1988,3,1988-07-01,1988-07-04,2355593214.85,327642242.73,79.80,79.65,0.14,473285362.02,28272697607.78,5513675767.97,4105596,4113,6030000000766
19880704-105354,FIN,1988,3,1988-07-01,1988-07-04,4993164966.49,592446809.26,1.79,1.77,0.12,60636129.07,149503584943.02,1272946404.04,330634717,334788,4040000000173
19880704-125801,FIN,1988,3,1988-07-01,1988-07-04,4897492171.72,1687939491.55,3.83,3.70,0.34,19543687.07,317775188848.04,6650948663.02,441026688,456668,485CrleKXckDGjjocRGbTqCKV
19880704-174113,FIN,1988,3,1988-07-01,1988-07-04,2371976609.97,1210226150.75,1.22,1.17,0.51,953470934.19,843020154609.75,1307455704.23,992595635,1030817,014NyIqwpIvyrbVQqlaFhTKxetR
19880704-201236,FIN,1988,3,1988-07-01,1988-07-04,8255563927.46,2261444876.50,3.96,3.62,0.27,530759961.51,418282093584.79,6353484625.00,571204483,624304,9100000000517
19880704-205014,FIN,1988,3,1988-07-01,1988-07-04,7068597764.13,1741592310.18,8.60,8.20,0.25,374671891.30,66992040600.40,6727291860.53,202532432,212335,9020000000105
19880704-223321,FIN,1988,3,1988-07-01,1988-07-04,2415535114.45,788041540.90,1.56,1.55,0.33,83030545.25,480625040313.57,346467119.11,506612746,509827,215PQLqRqnkZQJWQqhEYWlTIfXhfUpIFRDLCFmtGOElNJtigleFAAglYRrtq
19880704-232509,FIN,1988,3,1988-07-01,1988-07-04,8411822217.99,757428716.30,1.14,1.05,0.09,443049601.07,32571233024.22,7270360738.41,666412030,718775,7480000000180
19880705-031035,FIN,1988,3,1988-07-01,1988-07-05,1666260941.42,105568474.56,1.69,1.41,0.06,767446321.70,274046732342.61,1089253437.42,62501247,74800,402ZmRKTZLbWcRahUkhOdxFeAjKwTqyprwFYoICqZPrNS
19880705-041750,FIN,1988,3,1988-07-01,1988-07-05,5213882659.66,280195067.58,0.84,0.74,0.05,918913658.02,772169523367.51,9155371194.96,334803866,378457,7380000000077
19880705-061309,FIN,1988,3,1988-07-01,1988-07-05,7337014987.32,2967605610.33,3.45,3.19,0.40,592418774.38,216498268668.66,99054493.61,861388789,930588,1110000000206
19880705-101916,FIN,1988,3,1988-07-01,1988-07-05,7287762680.92,990631899.64,7.94,7.74,0.14,526919095.88,412112878558.61,7164979670.20,124694650,127939,876VRbMSEKioRguVDcfUAUIycrWmjCELIKMltKfhhDyI
19880705-140316,FIN,1988,3,1988-07-01,1988-07-05,2125428484.16,97583441.77,0.49,0.45,0.05,863574743.59,9551327003.65,4082535373.21,200888799,217701,727aymUdDckzzbbJmkwSxUOHfcALLnBIssTFSbHvCIplKKoUWS
19880705-171629,FIN,1988,3,1988-07-01,1988-07-05,5334783374.85,2786862438.43,5.89,5.36,0.52,382630028.26,21332609052.55,3094138611.17,472815060,519589,4670000000492
19880705-172819,FIN,1988,3,1988-07-01,1988-07-05,8512793175.10,1855964947.83,10.06,9.63,0.22,486808022.97,96767395985.19,2515136500.71,184407960,192810,779WUUMyxAIqatSlHtHbDYIpgwQJ
19880705-213415,FIN,1988,3,1988-07-01,1988-07-05,5566204196.58,756323269.45,10.15,9.42,0.14,801654761.78,8752856064.59,2941203213.44,74527959,80319,0660000000353
19880705-225643,FIN,1988,3,1988-07-01,1988-07-05,7749194093.07,1147174377.64,1.67,1.55,0.15,918054452.11,927277170206.96,8291674221.67,687276273,741400,4580000000652
19880706-033638,FIN,1988,3,1988-07-01,1988-07-06,2573407567.89,1224149166.95,1.98,1.83,0.48,941072437.79,770300593333.58,5243257554.33,617476220,670174,0580000000198
19880706-070225,FIN,1988,3,1988-07-01,1988-07-06,1474689812.82,38502713.17,0.07,0.06,0.03,897377512.39,93794220299.93,7591277304.43,576822373,689975,545sQMThSisLgECOomFbVEUzIKGRTZPMCUNaSOgnCBEpGlqPoZzsLVmKn
19880706-113046,FIN,1988,3,1988-07-01,1988-07-06,3535069203.72,2460200822.20,2.53,2.14,0.70,559682614.39,709728222517.06,4385545488.97,973011154,1148660,4040000000264
19880706-124704,FIN,1988,3,1988-07-01,1988-07-06,9339228742.09,4917969771.69,6.08,5.99,0.53,812685136.81,597893408349.43,5610261693.43,808664714,820769,624SJyzkTKNVmGtmiE
19880706-154821,FIN,1988,3,1988-07-01,1988-07-06,5035676643.51,477226418.19,1.62,1.38,0.09,924352385.11,636074789712.27,4642741088.68,295450138,344668,301vcHrSARPeuzItWHoAKWIhzSCBxXfiZHdDjTxbLAkZPtJRVcyKARCpgo
19880706-162253,FIN,1988,3,1988-07-01,1988-07-06,6527596825.99,2732852853.46,7.39,6.55,0.42,91456389.48,494145877803.02,3027603930.51,369811851,417076,7840000000281
19880706-205915,FIN,1988,3,1988-07-01,1988-07-06,9038938770.21,6324336075.44,9.65,8.18,0.70,853979222.97,975521709619.88,4562847451.67,655064690,773443,4430000000764
19880706-224612,FIN,1988,3,1988-07-01,1988-07-06,8399704008.02,2519916369.53,3.70,3.58,0.30,328427996.96,667897217579.92,266077601.32,680702718,703635,6190000000461
19880707-003010,FIN,1988,3,1988-07-01,1988-07-07,8456384432.20,1545892261.70,3.44,3.43,0.18,150701572.03,960328906692.04,6464014498.62,448840430,450708,796YgUAPgCqXDeFToXUIfRLHPGlVUwDgXFBQoRyUOUVpzIkOQU
19880707-025822,FIN,1988,3,1988-07-01,1988-07-07,2169953012.30,654555736.11,0.72,0.64,0.30,124800352.11,287461605718.40,330745608.97,907981391,1020442,306tMxRtlNQsLObcjH
19880707-054107,FIN,1988,3,1988-07-01,1988-07-07,8018615924.19,4673740068.63,6.61,6.28,0.58,584907552.43,435365385097.09,4854825748.92,707187410,744303,7550000000888
19880707-072811,FIN,1988,3,1988-07-01,1988-07-07,3092621575.89,1296542322.47,1.56,1.53,0.42,321881454.40,892436984908.47,9361185502.67,831768059,849588,2080000000895
19880707-112440,FIN,1988,3,1988-07-01,1988-07-07,4284958153.87,2917471425.10,99.35,92.96,0.68,115159903.77,271657717329.27,9306750729.07,29364850,31383,6850000000690
19880707-143151,FIN,1988,3,1988-07-01,1988-07-07,4059372392.60,2111861663.42,5.63,4.86,0.52,708614351.03,706161122472.12,9837199018.81,375169592,434869,934rkWTCsQbCPAUfRcKLCwMGTdIqvRSpGXQyDXxU
19880707-171342,FIN,1988,3,1988-07-01,1988-07-07,4991802773.34,664630775.35,0.77,0.75,0.13,481419494.36,610931454163.05,5658165208.35,857745367,883060,787QIGASkrGmhCMTNuBvlhVrhzxDpvlnwFlgwKmbRcbJTEDCcZPBYRZy
19880707-174504,FIN,1988,3,1988-07-01,1988-07-07,6374786590.10,1502305331.51,2.81,2.78,0.24,3205603.75,732199566038.14,5229610907.83,535486236,541040,2800000000798
19880707-192531,FIN,1988,3,1988-07-01,1988-07-07,4836471593.60,1956378003.34,6.12,5.58,0.40,393288292.49,701237324816.50,2231538364.17,319564490,350561,8190000000866
