19901229-113942,SEC,COMMON,ACTV,CZuGsJkbySrwWDsccjnXKzJEdyhrfTuFUNkCBMTml,PCX,518869550,1939-08-03,1924-02-20,0.34,0000000843
19901229-115305,SEC,PREF_A,ACTV,VGCOTbXMaSoqDNjarDSUfAcLjMveDIPIsQgEO,NYSE,290239252,1893-03-01,1947-05-19,2.77,DjWdJNPhtNbszFdIKfZVcruKIddoPRF
19901229-133422,SEC,COMMON,ACTV,kQIJRXLWXfthOVoyDGMerGUAhwCsFRRL,PCX,983793015,1937-02-22,1905-04-03,1.78,VJecwNGRKWWFBmyGzHnLJQDTAFYJSdZYFIIDBdQdB
19901229-180947,SEC,PREF_A,ACTV,LJhScvMwCjeCMBpJCZXAXxTszgCzNIXMcZhGevwWFVBhlU,AMEX,912861927,1909-01-29,1898-08-28,2.14,0000000580
19901229-182134,SEC,PREF_A,ACTV,EeljqVA DnKzqKWSbO tNNtLxdKyLmZzYoWkHISze,PCX,561092647,1850-01-20,1879-12-23,1.76,njTSJZKbFEQhQhcUptwFEnBCXInlCfORQKUTEaRAG
19901230-024519,SEC,COMMON,ACTV,iA CCrNKbNONaiyiwtJBFqvePMJfVtbtuwoQQLJdVKwkUfJgmpXuKTImPYB,NYSE,179250744,1959-06-18,1944-12-17,2.16,DGDgbyTniJxSJJPHLVwwcatOfVEGLQJcDCwMnGNsQnkAvm
19901230-043320,SEC,COMMON,ACTV,OITzWFYYOmgSxPOypBxtYsNpPQg,AMEX,182371775,1982-07-24,1896-07-19,0.86,KgAVoNiFpkmjQvMcQDqOc
19901230-071757,SEC,PREF_B,ACTV,seF qgbhTLAEIHDoyXabsodpUjczmAsXnxpPagXbaxl,NYSE,213963142,1909-04-18,1958-03-28,1.03,0000000313
19901230-125202,SEC,COMMON,ACTV,wPRiAQkMMMxsQZTEJHOSdiQsEIst,NASDAQ,147075471,1890-01-24,1982-06-01,2.94,xXHdYOgAdDByRiUpcYWtnWMcTYwNabmQrSRHfFGgMaAi
19901230-153102,SEC,PREF_A,ACTV,fghYGFObPJAjIVclpjpGMHWzbW scUEHOFIIeWPGMfZToKKhTh,NASDAQ,127184289,1968-06-21,1859-02-20,2.71,0000000913
19901230-153227,SEC,COMMON,ACTV,NmlxueAKLJwTJYimMpoNZENGIwdvtNB,NYSE,894416837,1935-03-01,1949-06-28,2.60,0000000614
19901230-234531,SEC,COMMON,INAC,ckTRTJotiKMLElDyHyMfNwBwDJQMLGQGqxbvCafiSCo,AMEX,410325920,1930-07-01,1884-06-02,2.38,0000000809
19901231-021858,SEC,COMMON,ACTV,fvbaxbhGQtExZNlisWmyYyrjvSsloJQmLYwHWMmfBZKiPBrv,AMEX,999995381,1926-09-09,1850-07-28,0.39,0000000453
19901231-063315,SEC,COMMON,ACTV,IIqRyEyRpxECGRlxqpxUMnDHneV,PCX,114565861,1862-01-10,1938-06-06,2.18,eyGBByYTpoRbgjJdHtPbQdJTXrTbcWTJkSHlPvDAkK
19901231-085852,SEC,PREF_B,ACTV,sVAySsOohFJBjGHsrCWayTiAQAMSEJEOkOtIaIdUJRNLP,NASDAQ,638018514,1896-07-17,1910-12-30,2.23,0000000645
19901231-111115,SEC,COMMON,ACTV,eBE WkjZdevYjVJFJeRQiBFWaFkNoAeAAmiYePmEtCddAzgCnjwtD,NASDAQ,885966228,1866-04-29,1851-08-18,2.02,VFPdVkRgURQBNEbzjlLXHmVAaEVWSCWcJXimOnutgjQJTPAYiG
19901231-141649,SEC,COMMON,ACTV,aKQVTqOQZQFggPYhcFIXhbdSvPMKAKJvWzrWuDLGbPcC,AMEX,962126587,1970-10-12,1927-01-10,2.86,0000000330
19901231-230331,SEC,COMMON,ACTV,KqWGKUt VMRyDXyjlBZKLLSBCGDTEgaskUhWSYMUNCQFMJfVIbEBqOao,AMEX,781859640,1883-01-08,1959-09-09,0.15,EvWcyEWmFDdCdNatKREMDcLiuIegnQSdNXZRuHWrJslzqwbRuV
19901231-235958,SEC,COMMON,ACTV,EUrLeFnUiNSRZsuIqWbVpMOPgsOZbCQINgFgOG,PCX,544311944,1855-04-30,1959-02-17,1.38,0000000581
