19850627-033416,CMP,BpAaJQeOOMuiFLGqeEmWSBHyUKiOMqmWGNcrMZuSVLakqKPYF,0000000797,ACTV,CN,AA+,1918-11-25,20405 Dowlen North,,V6U 1U2,Montgomery,MS,United States of America,Fleet,peBINrMVnFldOmJNTRrVIkgCCJ DnQZCTUAKncfoWrLaVAcyAmlcXwKhWEvGpBRMwLIDOd
19850627-071425,CMP,zKzdNOEfLKnwGXr,0000000798,ACTV,OS,AA,1963-01-14,5731 Cadiz Lower,,E7O 1L7,Syracuse,British Columbia,United States of America,Bednarik,ffuvBFqFozIyjvFSmuXxuFNUdKNorcoTrTJCRs pYTxFaNuEyPrfZqSAqJdXoRI
19850627-075327,CMP,GSKvWkPkitGVUEBLrBKBPnJnCrPQLYgBvvSZBxIVcNA,0000000799,ACTV,AM,CCC+,1886-10-03,14195 Verde Park,,E7O 1H3,Madison,NE,United States of America,Cardwell,CujRfGOPxLxTfGrnnRpYMKOnkKLURlHGocqUUXXnGRHGOwMeVYeJiMOIcUzlXzTYzBhhvJOSVGKWVhMRuYvrYzORuTKgCpIOBHWoJZMORQIhcDWwTUQfIgpKfQMIJGqnjBJbHpZqp iIvYNeA
19850627-110721,CMP,VrZIKogVVyJQKkAgEFAfomOKLApVmUAwGVRLPceDBWFlWBuUAgMJaPoiJIA,0000000800,ACTV,AP,CCC-,1928-12-05,15278 Walnut Hill Road,,V6K 1P4,Idaho Falls,Prince Edward Island,United States of America,Heiberger,bSEGbDqrBNksd
19850627-175326,CMP,LmYbitVIQIDUcGCSNIrDDNODEDLlnxqeJnKhmOaLKrIpq,0000000801,ACTV,MG,BBB-,1946-12-22,13859 Chelsea Drive,,94303,Rancho Cucamonga,SD,United States of America,Vandenburg,oShrTkXmqZTTOOdKYqNKpIKZunLGDUcGIywzHwqhCgHTjQSLCPNUHFQJUUXmNLjGVPFUVtLDHRQSbJRFDWhaZikmGKImoFDZuZqkduVCDloQKUDTD
19850628-164328,CMP,vEOzRYVcHmPGSfloiFdYFZmZHogqcMvkLEBKmamumLfWKQdhhu,0000000802,ACTV,CX,BB+,1932-04-04,7052 Alamo Street,,94179,Santa Rosa,Alberta,United States of America,Stoetzel,FRUmxYOqhhy jGVKdsKQGLBSOGIPGloHwrblvefjSuvofPzOTblJfaVzcP HpQsPMzIISGAPAbJBqYcROokOWbqLwBhpiwytFMZm JluJRIlrBRzrQzZAOCHU
19850628-201936,CMP,lNIGhCUiWASEjjVuFZoL,0000000803,ACTV,HF,B-,1954-10-14,1598 Waverly West,,85760,Grand Rapids,MI,United States of America,Goldfarb,lYaNzIqBBXFOLsLegVwqlZBjjglCesCzvATHCzHFOIvVZYAC TPqnmMEJQTdvpEKwSsorJHKdDMYsvEVGmmLNNPeOVI
19850629-014256,CMP,JRIEOHzHPNdnAklMwUYOzK,0000000804,ACTV,NG,BB+,1962-06-09,21034 Windchime Lower,,75233,Waterbury,NJ,United States of America,Dammann,TRVxFbiUWKNSwjSrFAmTPFOrEOOIQGAcKEqvJWVTtSBMOQRZJuLehVJriwjg
19850629-080714,CMP,PQELAaZbUAXeRLMYthCRHjCJiQQrVzXaKnJIgEJgYgKuQ,0000000805,ACTV,PS,B+,1961-07-27,5140 Emerson Lane,Apt. 471,92032,Dallas,IA,United States of America,Alvarado,ZGMknFzMFIsSBnJEWaTJeixhTdegBveKtrMShmgOKuvztlaPpHNTUHPmyJnUZAUhWhTMSPlnJnqGu PiARgbwBCQOxavXTMCkYlBdDSbFHUKInVvEJmzsE
19850629-182914,CMP,SNdHloeFFrmCtvbCafWBpKUcH,0000000468,ACTV,FP,B-,,4199 Harvard Avenue,,30311,Modesto,British Columbia,United States of America,Faudree,PkbktTEQIxZmjxZeb YcQgBEKTKiOraVBTEAtOrRtpgOZGtTwNECCkRAreoATUpo
19850630-153707,CMP,KJhQqvrlpQBidNaiKSbeNNikTGFNyqfAokZNpWiMnQ,0000000099,INAC,FR,BBB,1970-11-27,21782 Miller South,,95223,Madison,TX,United States of America,Chu,FA qXIrpBPVAyvTYUGsXYIZqTaaneGxYaTLmW moOLfAIsMKHpQiABXEkKvRDVbPHBQMbMyupWUCTvALvSwESBQLXHhzVIbptOLQvIJq
19850630-235958,CMP,yiORtYxKLhNglRlbQGnuznYFxhLkffNA,0000000796,ACTV,RT,Px,1879-10-08,22787 University Crescent,,V6Q 1T4,Fullerton,WA,United States of America,Cirocco,eHaVBlMvrsHQNpVVvyRpmZlYzaLFHFNbSdxGRIblKNiOGqrIRRxHZPsSwKJElRnzyuwXJEVeJRlDRPhRRnwufKNNAVQmmeYPhHMo
