19860627-144502,CMP,tNsDGNmeDtOUXAFPyTzHdBzQGFrfMpbxMyCgQKnUXMhUMUQUKDyNLjBM,0000000841,ACTV,RE,AA-,1946-10-24,21759 Woolridge North,,T5D 1S6,Jersey City,DE,United States of America,Forman,JtTFKBTnuZKSZDJAARRJeUZSsA FxjFOaENlOUvV JCfQdSxXGpmOgWgnFK
19860627-151805,CMP,hcTqxyrJkWBIcPIyHyjGpvPKCbPXJeLVxA,0000000842,ACTV,RT,AA-,1860-06-10,5653 Worth Drive,,89149,Miami,GA,United States of America,Mechler,JVlXNtgNSPHROAqOpTkeIKCEFIBebSaLRlBTGYIKnw
19860627-225558,CMP,HNKIsnVRUktzgLXLNMiRgRNDfnQNMWzlwKuKamiEQFHdlIXiWpaFEt,0000000843,ACTV,CF,AA,1942-04-07,2938 Summit Way,,H2B 1Y4,Kitchener,DE,United States of America,Watland,eboCTSDRLuqULzdTMLNrJYqDYA
19860628-181428,CMP,TCRaCVhBYPErzSOjGPjxorFiDyGAyUlojgx,0000000844,ACTV,AV,CCC,,10513 Barberry North,,T5A 1K5,Lakewood,WA,United States of America,Fleet,HPQjYdmWYiuiCIvfcHjQVNRnCGgnxhVlWdIrpdYKIPozclTWaoYOBUNJwLxfNDkpKCyJUirAeoNJHhPFKDBGBvhgMGbcMNTnDMj
19860629-010357,CMP,feBcbPVWREkPudgQNhPZLLlxjOBFtScFEIttvcVplFHupRhlmJStzzpMzI,0000000845,ACTV,IA,B-,1958-10-24,10412 Anaconda Crescent,,94111,Hamilton,FL,United States of America,Mcquinn,VNJJivkpuLrCqtlxEcMxigUOrTAHiOFRqPwGCHWPHwKIiYXqqSFOxvDZbnwqYQWVbypc GneFUPazWFHgMPoBrlvKJReI
19860629-103456,CMP,ONhcAQwlnmqCCWDoczkXiLhbZXsEJrEEXDUBOGQFbkIMJyvn,0000000155,ACTV,MC,BBB,1913-04-28,7377 Coventry East,,95109,Montpelier,AK,,Semidey,BL EFOTHrOTuQaQsaMpWNJeJLuIhAzLaKlayksQoHRoDWzEMTcRvGaeAKogXwwUFyWPNVH DJBncTSmbRhhyfeLIBEyqmVKvnHKVdJLIlQZqLNPjkQbL
19860629-145042,CMP,yTOLDDpUUfRNrDRXpQyYWsLJqtFySLqts,0000000678,INAC,MS,BBB,1943-06-15,11065 Candlelight Way,,99671,Allentown,OK,United States of America,Coppock,RnqZAuuaC SEDQNzfunblpNreZsoTMNFgwQaFNQOdUopHPxlGsCaCLFrVCBPrHVRwMBPOqtpxdXYVrNpFNIq tlnrhQSMCNhULgOVfqYWPYLHYVXsDGQzOavszoYcBufKGVWKkuwLgNUK
19860630-083317,CMP,REHWMrEmhAdTKshOQCWDaUMXuXQshoCIZQAVmEUrsFTYAh,0000000836,ACTV,BC,CCC-,1884-07-09,482 Milam Drive,,35872,Nashville,Newfoundland,,Vaneyck,cq TQCqmGOsSUQOAPLhVDqwSwvucRlBMQKLsfUnlxLnAHtVAWIqRKQUSqMxELLKsflBLoMNiV OFBIHEBzPEVJsWYzVMNScjmTZAYQypJe
19860630-083500,CMP,JfWLwmaFSngkjYbZvLadzLIMZSpeWHNOBOlNPZBOy,0000000837,ACTV,CH,B,1962-10-28,23168 Roxboro Way,,V5C 1P7,Iqaluit,CO,United States of America,Hinkle,SzDqOBqMJtrbADujgSVIQgFXHqjVSdPKQePNbrzZyTQlbDBsrhNVdRqJvDTyJbVFfGIyyWiqR TJSrzxijvOPpGA
19860630-131120,CMP,wCFBbiMDhgNqGRGEaCnPzSzqfbkCYqsxIeCYxSFjiBntZnLQQ,0000000838,ACTV,AT,C,1943-04-14,10906 Runyan East,,10097,Stamford,Nova Scotia,,Racano,oOFPSFgWNejKVCdATNLTTYKJgbTUTQeDEQTtAiiMiGyLezfBOPDUzCCOViaLhPVDGkAVeqYUJWCcRORjZcAMjjKyDoAhDiCeMRlaijtggbp
19860630-135346,CMP,cCyITiOkJjROrFuSHRrSmCRbTjFNxEPASzxVSKSAmNJBam,0000000839,ACTV,PR,T,1937-10-01,4824 Ross Boulevard,,V6O 1P9,Phoenix,SD,United States of America,Shuter,vCsEPosGpiVjqNbLKKDhwDXxdnsOfTDNlZb osaKjhUzOWoR tPSOFOeMHOFTCTGNBphMWAFYX
19860630-235958,CMP,QDvhEDmxUOEIFfBZVhHdrJwyhY,0000000840,ACTV,MG,CCC+,1869-09-22,2923 Navarro Lower,,94388,Santa Ana,ID,United States of America,Hawn,LmHHkRASmRhEJNIFEmklSA JVY
