20030929-133627,CMP,GAhkSvADSYWdOmzvXojkBwt,0000001535,ACTV,IL,CC,1925-10-31,23423 Sakowitz Street,,60617,West Covina,NH,United States of America,Gagney,VpNqqouZeoUjSIEmY JBcLIwmNlVnFcYmNdoDYeHeQTOFXEb rfQCrtUvYtlIlszWfmvJtAzKQhmeHLigKJBLQEEMLmsAeJiSOkeEDVOr
20030929-142353,CMP,LFnAfVwTyhyiZTZy,0000001528,ACTV,RT,C,1898-08-17,10093 McKinnon North,,20061,Des Moines,AR,United States of America,Bebber,rLmCdnuzG lTpRCukDYPvRlbEAiMTETMLLTCGJzRZVNpjspPVAYaRBKF
20030929-151616,CMP,KRodENgQdhOegKbmJyoNA,0000001533,ACTV,SM,B-,1903-10-20,17088 Purdue Lower,,48921,Gary,Ontario,Canada,Alire,FSYfNEZoInyMcTmUhBrDUuATNiPCLa
20030929-153858,CMP,JhOrLiNtcQRaAvD,0000001526,ACTV,IM,CCC,1858-08-12,19052 Coventry Rue,,M8A 1V1,Provo,SD,United States of America,Benard,HfBDRFABkShHdbkVOTYboplgRvvRFkRFNULEcQdNDQSpZkgOLvEQCuCYlHMiDoFAJKBSJtGVPVZHaFIWGHaBxOLthWroGILHVtAueVLDRPVEDhmg
20030929-160112,CMP,tKELQrnSZUcsdvXiWClMLvZQrAAtJqJAnkTKANMhXE,0000001531,ACTV,RR,B-,1865-04-17,12470 Meadow Haven East,,32214,Charlotte,New Brunswick,Canada,Watland,VncCHXkVBRfXRfIvmsApRBFTVcbnQAgmnbgxdewgGaKrSSCJRNPNDOdjYEOgrTdoTeUIbGaDP qCihRsVIxazUHF
20030929-194145,CMP,nUdcNsETZCLxuPVMKh,0000000281,ACTV,WT,AAA,1914-06-27,12729 Glen Ivy Rue,,21708,Detroit,Manitoba,United States of America,Cherep,VlUeAUGKGvAKSWVkkOTKhbirIBLyLyMTgMMEswIACwpuTCn
20030929-211114,CMP,ljspOcnZWAGNkyTY,0000001529,ACTV,AR,AAA,1932-02-17,8150 Bissonnet Street,,T5D 1O6,Pasadena,British Columbia,Canada,Guercio,WXLLsceWiuiJGQoHyOhhlNzBAQQQnUWB
20030930-011728,CMP,LIapuHrzvefTmPpZMsEDxYCBhGOQqxWpKsiFDoPqjnPWbQKNsELiQlv,0000001534,ACTV,CU,BB+,1939-12-29,16047 Linwood North,,81010,West Valley,Alberta,United States of America,Grippe,prVQxSCHonHVMyZfWznEoGkBrmHaeKNISVjAJRLaEWwGLbxoFDpicZAYfnICskFmHOACRQTMHMSBDATYJkFbQqgVjRynLMlnVbwsVAVUNakIfCxB
20030930-043651,CMP,YciCMLhHSCARSKMxgfCeWnRWGORfGRBzlQdEUcAWINWLlpQrBsPJYGjgJ,0000001527,ACTV,RM,A,,8703 4th Crescent,,M5D 1X8,Sunnyvale,MT,United States of America,Rumler,fEHYUniTIMvevHhvWAHtuPerZINGyWCYCJhPEmTHEVNsWZ
20030930-062915,CMP,PGceMGNzrQBeWHQBkHBYmjbESaZLXLZEYQNzxiPVNMlKyVRFq,0000001532,ACTV,IA,D,1988-06-05,6492 Hammond Avenue,,77208,Casper,MT,United States of America,Mahdi,NVTTpZqFjKG QcmQnnP dwPA
20030930-084200,CMP,soRWeNvXINlGJtCDzVyxZeGAHDNgjvxnGsouIWilASkHK,0000000655,INAC,OW,BBB+,1896-04-07,12296 Williams Lower,,19060,Palmdale,MA,United States of America,Nolley,leaDAGwiSPlTPRSImmMBBjcSxnVxdLiJKebKyavPESZLiLXMhff vhJJTOfT UKproiwSegHeaKNXkchBgpYkLUtmHryRIhEDNHIYEzBQTQcXJPwbexT
20030930-135447,CMP,oUWpeqXgbVrrFMKZCkYEPnnBp,0000001530,ACTV,MS,B+,1964-10-04,9704 Neilson Crescent,,75241,Fort Collins,TN,United States of America,Wickey,VDKUEVPcMLOeRbRQqNADNjOxLTwHEnNqZSrVpDFVDuxlKsojKfGEOPQUEQXAIPuBjJE EohkOpwoPWAOzffMYoPzAKOOjdoBhQqsfVzI pUZpRpvUDPBWFxwBaGSrVM
