19860927-084158,CMP,upNcCzqlWEVYQdNXU,0000000849,ACTV,HI,WIG,1937-10-20,24273 Highland Boulevard,,V6O 1V1,Mobile,SD,United States of America,Taylor,ekdKVRZuPUxHBtH
19860927-150909,CMP,qRcBXOHgkDxihhxQQjBAIrxktDLsxExSATIqWDzWBJvzeMASviXDNOsB,0000000850,ACTV,FO,UY,1962-04-11,15263 Ridge Creek Avenue,,V6G 1T5,Austin,ME,United States of America,Pothier,lwaFuWIWgoZMVvuzmsTkQXdaMmvgOorPFGbXUPhmeCQ PHijPHAOSO LAJOXlICr
19860927-201110,CMP,LWLPgULbwshROAaqPLDEiPxAUjNRALPktchzsWGpmNbMGroElLXLDyTtj,0000000851,ACTV,GS,B,1977-09-08,17786 Moody East,,32810,Evansville,British Columbia,United States of America,Simler,LBoMHIAIdeSSqifMDlYetfjoYyeAAntMmjwXSvFs QEaVFSRodcYtUCCNySkAHSxfkaqiRfoBygln EJXucnOHJDOpOWwKGfiVdIyxQGzNicoufVQUPEwUsFKHAGrIZbYutUJbTEmPVmFSHQIG
19860927-205355,CMP,UtdwBrPyTVToblZGUygXoHYDFlGOSnDLCBk,0000000852,ACTV,CV,BBB-,1936-02-29,20773 Highland Drive,,M8C 1X6,Milwaukee,MI,United States of America,Faudree,oQSIYelVCEZNXqVDpzZEWOGNGGAkrTtnuPqfyKmqDDaGmhOIFUagenrfKfHqMPFHsDhyKJGfa
19860928-020800,CMP,sTQMgDmKWkpVvTcbNVEYAAaNPpsbTHSAQlPPSY,0000000853,ACTV,AT,BBB+,1898-05-09,509 Alicia Avenue,,H5K 1P4,Modesto,OR,United States of America,Ragin,uxDQWQiKZ TRfB QNKIkwNDobUkAAKDhPWKqIuCfQHdNFRY
19860928-072717,CMP,FncPEkVgIgStmBnzvKuWhSElWIZamZGCFqIMylntdlUB,0000000854,ACTV,WT,AA,1872-03-15,9764 Harvard Park,,19162,Knoxville,Saskatchewan,United States of America,Rang,tWqFWtxnELrcWqrtcxuRIVuSkATCQ
19860928-154506,CMP,uvEEJgZmDvBbSOWBIDXXpeEhtBqa,0000000855,ACTV,GR,K,1905-04-28,613 Fondren East,,30307,Honolulu,SD,United States of America,Humphrey,QSltYDXERHuVNvAWUaTWbsTrlJNzhWJDPNVRJBZLuVRTTNPPhwcNKjaWRBC
19860929-091128,CMP,PnXvOcdgWFenJEXQ,0000000433,ACTV,OI,D,1952-01-20,15624 Pembrook Boulevard,,74141,Abilene,GA,,Atkins,sFUyUBIWnuhTnOnEeyCcbugA
19860929-180958,CMP,TFPPFfyvIFhsSJLdRVKODgevF,0000000700,INAC,OW,A-,1869-12-17,13456 Stan Hope Upper,,05401,Denver,TX,Canada,Hobart,NnCGDfdOpptquFMUQMMedxlsfENyWMzGTjJgQWjBA
19860930-091112,CMP,rQHIRZIGLWGAQAFaaHoKfUeDuDvXPpQfaQGSOPKZbgCXvOWcamIZAKXYCZv,0000000846,ACTV,WU,BBB,1922-08-12,23664 Cherry Court,,E7N 1O8,Hialeah,Alberta,Canada,Derick,XKCSkIdEgGxfQRhuJV
19860930-113341,CMP,cVRLiYLIRjxGrBQsKuQtLqBXzKbcPXWxwIxYnZHlBAoVqLDpHH,0000000847,ACTV,AT,wAP,1948-04-03,4640 Bedford Park,,H7G 1U9,Rockford,FL,United States of America,Morland,KthMnVaKIRElCDhPhWEHdOVexiKHSsNTFFtFepBuefaEMsqbVMSAFFwLGAguEKDUcFBKKrhChHTXxvStoHhUQjOGqNhVTAKzP OLnJMJcjASp UBLhxYTFnYCkFDsmxJHS
19860930-210006,CMP,KbJwmgvVDafpOlcCwNsqR,0000000848,ACTV,AC,A,1854-04-05,24112 Apollo Upper,,M5G 1Y8,Erie,OH,United States of America,Mendizabal,ZlbBHXrZQwQajMScKPMOXcQDwRWMxyNUnUwf
