20041229-222018,CMP,TPUumAvgfPsfvycdliAjXefhbyAcYSgKeMRoXQR,0000001577,ACTV,HM,B+,1901-12-02,10013 Shaw Road,,99709,Des Moines,MD,Canada,Renollet,vICrRfQKMFYTWxCTkwKjMXXNomRjMwOALALTIOfEzAHDDXeIU rMiYVTckjQDklqLjHvCsnHVxCWKftmCxOiBVXJnlbSyNAvoFNPHbSwSlzskbwTJPwjcTJWtPrJdYnGGRmAkcyLtOdADST
20041229-232057,CMP,xhhGXHuZAVeKHhvcHbMbFeALiRfotbbKXCiBPQbFSROSezLsxXkEMnN,0000001576,ACTV,DD,AA+,1966-03-28,18258 Deerwood Street,,M5B 1W1,Fairbanks,New Brunswick,,Struckman,TluTNLEkSaAiGEdgWOAVnfdwVMlmHYHOKIfwtDCHVLBjmCQjMTNGmGQNzvFg
20041230-060629,CMP,rJKJJlFvGtzyOZAczQ,0000001098,INAC,CF,AAA,1979-12-02,6259 Parkwood Crescent,,77052,Independence,LA,United States of America,Restuccia,OvQimlhYFEeEosebbEtwbgdb kUXZNyboLkKxCzAOPJLjYuRmaHSEfYPlIJMFHUsURJNLgpnpWUqsUCJSNjJcGuNBgVDiXH
20041230-092042,CMP,HgvNqrRFRjjFfuumpEIRPfWOSxXhNyAVrtrtSMXsWsEPPDWBouCdFuQdwI,0000000911,ACTV,AM,A+,,13657 Ryder Boulevard,,80923,Huntington Beach,OK,United States of America,Cartelli,nbEABIyoLSUryjsKtVLE AzOYRfzCaHyZESrdGDi WCQRjwOOyCGTWKWLYiTtdMgvZuxamnSVrBBPUgWoVaIjJZSZNZL ORbEFiOMfGOYCuKkCfTH FOrjVEIBvZRdLtUVVqfVzyBwg
20041230-092952,CMP,FYYvNWurQCDyFZFzyauMBWHhJ,0000001585,ACTV,AC,D,1918-08-13,9659 Sakowitz West,,66615,Jackson,NM,United States of America,Mendizabal,RXJBOARyXSwAeETDRJpOLvHnfMAdXNfRonlEFMjwUOfuOUKgXZY YNHHQYdLKsqDmE RHMvGEEDChGukXNPRCateFGbSDHdjTztTSqlrU AbdVwVPZrzO
20041230-143111,CMP,GKuvQvJvnRtFmXCUpZgWsTckCFbUY,0000001584,ACTV,CG,lY,,23684 Decatur Street,,E7N 1I6,Fairbanks,PA,,Vanderlaan,SFCbNONqQFPWhOUZFImUGGvWxQDQAzaKVtFLRkvFNxjB GjLCVADMdgHzpWLAezrQfjMVFMBuSHRrEOojrLzOgo CoBIEFuBtUiMTPgFeEZeYWRVvOjJhUAJycmBOALGkZMkgGA
20041230-172238,CMP,FIEQNhduyDWmZDQxSyLvPbAPTLKGuuElNWIMLWeYDTfgSWah,0000001583,ACTV,GR,BB-,1924-04-27,8014 Valderra East,,10179,Casper,DC,,Sparks,lspACdSwY wSTtKLCTwuRqE
20041231-033746,CMP,tqCsLVMBpFAQKHpojiWOgUSnGmKdPkwApR,0000001582,ACTV,GR,BBB+,1884-03-31,15310 Meadowlark East,,V6B 1P2,Rochester,ID,United States of America,Kriner,YJi DnDBalSKMUFVygLQbuuQB
20041231-085851,CMP,mybqIlQNClAjLsyQXDULhHNCUUTuxXzcEhAUPuTjSriDJBSIPInFMTEtCHnA,0000001581,ACTV,SC,AA+,1910-12-11,2916 Throckmorton South,,T5B 1N2,Scottsdale,MT,United States of America,Cartelli,WCzivt soYEBAgEzOxOOfyGyReXNtLpBRERVlBCXkPMGsdmlVaFbBNAGzjAqTMoFxfNfCohiMropYGjCepSjDQbBKbGdPEPUNtuIgoqWMJLTIPOXDgBIBPRUYcPjuliRQIaESRci
20041231-094626,CMP,hEJqIXKgXVtLRyCeGgNGIDiTknOEqJbX,0000001580,ACTV,CS,AAA,1981-06-20,8726 Shiner Lane,Suite 397,V6P 1S2,Greensboro,MD,Canada,Penttila,MFBOFLEGCKACKtXzJRVxxLrPIURDYJyMaRQlbpaT
20041231-120007,CMP,XiTJTXSRAuDAWNNzXndAtlgMEXIGuJbzcHtPmbXJSuhNDyzgFKKdMpQPyrA,0000001579,ACTV,PP,BB+,1886-02-16,17975 Carnation Avenue,,E7N 1J2,Vancouver,NM,United States of America,Bahoora,y ZFluNSSOyHgVnBLWDhp TJtTUyzfnVFMETTqstvyCeJlkiTLJqooFtuSBNVKNEpPUPcErAdH
20041231-204226,CMP,dBZAOTTSTjzXDbgvKHEXjtLdpnDWsLyQHhcDoh,0000001578,ACTV,CG,AA,1872-07-17,19663 Cantrell West,,90079,Augusta,CT,United States of America,Dammann,NVIOQcLDbRkOxrULwyDhCdSCUwfHrZqircOhBcNEHwCPPPQxpnVmaLLwyqDgSWDmlElwlUByTREDdfQmNEHsMNLIMMjvNhNEvIE kaUSKOpPmhCVVDbflELJMQHcxO
