19890928-071937,SEC,COMMON,ACTV,dESpexiRnQqAbJYPIsylU,NASDAQ,590926623,1962-09-20,1903-07-12,2.02,0000000134
19890928-094834,SEC,COMMON,ACTV,IAxIebOZEDUDTrzLrIEskCEkGdfPPcIlUSekHKHjNXObtTHAzBRSrkCkLhFTH,PCX,887270249,1878-09-16,1932-02-20,2.39,0000000000
19890928-105155,SEC,COMMON,ACTV,qZPDSfRSwrLnjywWGIQimRvyUVTPBZxhEjypqxdNQGnMqIDmi,PCX,47386408,1985-03-25,1931-01-04,2.23,0000000921
19890928-122855,SEC,COMMON,ACTV,VvIUCEGVYodnNGKYhQYem,NYSE,615565507,1931-06-19,1985-01-22,2.82,0000000304
19890928-142933,SEC,COMMON,ACTV,JaiDgMCeVQhYoklxhfFyhVIYV CXQQI,PCX,444157445,1892-01-12,1971-05-15,2.80,0000000498
19890928-211741,SEC,COMMON,INAC,dCPKwpCzAKoqUYUtLoNqeVkFmoVPUCjnuGUDHaKKVdqhkgVtDXTIvvSHieICsMU,NASDAQ,450997477,1904-06-05,1979-07-24,1.47,fSKZtYidUmdFNCVUbIpLsUJfWaXWMdMCRQmEoYqkibwHroQdFT
19890928-215558,SEC,COMMON,ACTV,fExlTLM Iy,AMEX,850964859,1930-08-22,1974-11-01,0.29,gOchRTsoJYrSPnTLFGsfwwLUacRBcZuNLPDg
19890928-225109,SEC,COMMON,ACTV,XbSKJPJYmYlxKvkFSBieQkzMyBZtDXm,NYSE,987734734,1920-02-08,1971-02-01,1.31,0000000716
19890929-055048,SEC,COMMON,ACTV,raIFtSBpwHAKTpdpGpDGUBRybCGLwTeDPTzzByBNp HFbOGmxLFUbPOG,PCX,982630211,1970-07-10,1852-08-19,2.71,0000000828
19890929-062317,SEC,COMMON,ACTV,EKPJQeOQChHYTjLIXQMINrSrrDccPISLNdCVFTZLQQMo,NASDAQ,403299455,1925-05-25,1932-02-26,2.81,0000000454
19890929-113753,SEC,PREF_A,ACTV,clvG tUAxjHVCfOYkVJtYKLOmSpEGPKuHgDfPBLGsQsOHzGZOj,PCX,104694241,1938-02-16,1926-08-12,0.84,0000000374
19890929-152349,SEC,PREF_B,ACTV,BBKUJZdBcJTYIcWhmmJXcGPaAfigQx vHBIGYwGDCLOdEKxISESbvNcNTSPHSkarDU,NYSE,735392600,1860-04-15,1872-06-02,2.78,0000000065
19890929-160712,SEC,COMMON,ACTV,UCuksicGmTqTlREOSqAXOqy OWxwK,NYSE,917458769,1901-01-07,1884-12-12,0.18,SISMQLSYTyVwVNXIsLYdROXNoWTfyDoJDH
19890929-212222,SEC,PREF_A,ACTV,P bEDxMAuOsOEyzC,AMEX,628002993,1869-06-14,1939-07-21,1.43,0000000501
19890930-004953,SEC,PREF_A,ACTV,KgZSMFMHkOrGgVMTjhRzXaFGUkpECNfnOKeMOTWSYy,NYSE,761761480,1929-10-23,1919-07-16,1.77,0000000007
19890930-103507,SEC,PREF_B,ACTV,NMgtsbqjmVjgSvYhHIcSwDlCwDCjIQPZSBsANScMhkLYISSEUjZvZkVzqGuQJ,AMEX,237984027,1975-08-07,1854-12-06,1.19,QFRbFMIOhFIvNDHHKUIHIwUDsyiGpkDUVMQO
19890930-140031,SEC,PREF_D,ACTV,naLpzAYiOLvtMYcJltEtTEpOsRGWLUQErucWvcXTAEQzmmSIETOb,PCX,774727198,1873-09-16,1854-07-21,0.38,0000000164
19890930-173922,SEC,COMMON,ACTV,jOMKYOTuiToeISPJBLhEwiEOfKHgmBgDNJFTCTCIHCRlcGUGUNKQbjpTj,NYSE,536001529,1933-01-11,1854-10-21,0.82,0000000178
19890930-213609,SEC,COMMON,ACTV,HJRUXLvUcvsiOrwvzAP,NASDAQ,123637298,1858-10-16,1985-07-04,2.47,0000000397
