19970928-045339,CMP,osJNPtuuClGWMRePeaopIGMM,0000001288,ACTV,OO,D,1862-01-28,21182 Keswick West,,M4L 1N9,Fresno,OR,United States of America,Harrow,CVPFlIfHhQeSQywHleURCYsuZMwict UmoXHdPzoGRBX
19970928-052810,CMP,TKTXLXOwzJDzUSbvjtWABMs,0000001295,ACTV,BN,BBB+,1995-09-17,10513 Barberry North,,75211,Bakersfield,VA,United States of America,Larriva,BosRBTGFGWHcrDVPnQMIgYGOTeiHtiqPMJOSFEPXRVQZAFFLTRGIaqHbXithHzawbFIQaKURSORXpptmFYPAesEYYBxWwlzPD RvKPhCKjTVfsEmRWgYZYSEDyPKkU
19970928-081035,CMP,WcJtRNQGFHXsgiwsEePTIPRpxRtWFSUyQFLWmpuOP,0000001290,ACTV,CU,CZ,1972-06-09,15917 Scanlin East,,77196,Santa Rosa,TN,United States of America,Landmann,NxTOOGkmEweTrIUU IJJCmezMWrysNxbpiETVHtlwOHzpJzwIMZZMuVRzzXTDvQHHwPU VjZNFvpMcBRhAJ tuXhPTRchETgLmvHsTOXmshRzjpkBdtpYOTEqEkNbhD
19970928-104750,CMP,iBjerXWiGCjNQiYUBhGigSQOYdWgaClPVafBOZvRIDewiJBHMSOLKuLPl,0000000760,INAC,AV,BBB-,1956-05-24,8954 Bagby North,,48107,McAllen,DC,United States of America,Detoma,wqVCWAQZNBvVVdXiAcyUPHuDCoNc
19970928-140559,CMP,rwjxTeapikQSSHDSFe,0000001292,ACTV,PR,D,1880-08-25,22645 Rosedale Lane,,V6M 1S5,Fayetteville,LA,,Elvers,tIARpIfPBwmGtafGVJPUbdNaoGtzGNUUdCs IJGSfVJvDcVlMBFeFpNElEiiUawCoF YJwNh
19970928-200952,CMP,XZKMBpyLCGnQGrLVqcOQPGdzLlHGTgRAnFCSGGNptJiEvgzXQcwAf,0000001287,ACTV,BC,AA-,1929-08-28,20602 Reeves Drive,,72249,Durham,CA,United States of America,Curboy,rWjMOUaIhVliYSf kRAWmPgdkabJAIhuxecQOKXBDBHoLOTeiNEVRFCqeywQUBWstGxxPoN
19970928-231621,CMP,KxznSNEJOXsjYEUdXfITBarxISvLCdAUcKYXOeCh,0000001294,ACTV,MM,CC,1900-05-02,7103 Brielle Rue,,T5C 1N5,Bellevue,MT,United States of America,Tumulty,RcuDkLrpWyHUMMXGdBWLXipmhJFEHK lydKwvYKvGGwMocEZXXvfLnYHKEFUFEUsrXAbRGYAGzCJaSRjkSUakMyJTYFzjTHTaf
19970929-025705,CMP,OHMMvBDsycOvsTeJPTyJbFTAJqCKO,0000001289,ACTV,TH,AKz,1854-01-14,23168 Roxboro Way,,10264,Bakersfield,IN,Canada,Wheeling,NBQMRexIAsgmIn
19970929-215317,CMP,goBPkiLYWsWAgCYyqS,0000000494,ACTV,CT,BB,1905-08-07,7076 Chapin Drive,,36682,Independence,NJ,United States of America,Christian,hzzxfazhIArUX mmWYMpAfdpMAFZtFxaEIQULDqGxmRvnGAsWqmhKeNcpIUQCiDQQdRMBHnQzovqGoBsyxYbSaZQqqKfwwMVAfgFLNVITeLTifyvpIKqyx fsoSoTF
19970930-114008,CMP,ulHRUMrktFglsgKXkmaH,0000001291,ACTV,AR,BBB+,1896-06-02,3366 Curtis West,,V6P 1V9,Yellow Knife,Quebec,Canada,Bednarik,YGdzcfkvSwjPzNAlRqslBcunSPCoEVSSyTaiTQioyliXasZZIEKdfsOYSU BGVAsIiInphpEBseLYnhpPLPGycuTDMQUIZcfRkAHBwpffY
19970930-150156,CMP,duAmUUJegpcrgBDBJKwtJaLbtNQSxqONHTYMALdhSLSNgex,0000001286,ACTV,AC,A+,1981-09-14,18464 Ashbrook Lane,,X1H 1S2,St. Catharines,NM,Canada,Kerfien,HnNBMcOOsWTSaMAkhTNtFyTEfqktqSCtyOrVYMYHGDHFjuGJm QkmlLqohHTONyilwxearpMLeGpwHRTOVRZKyeVuOgRXMQoOXVdmR HxOSkIrhPKTocBJQZFAcEIFHPoSBTGmvwdb
19970930-211026,CMP,DdIQElDRsZZTXkRMJQdIKFLyCeNcEdLsvrNVLvXKUmmANvasVAHGLIQMHT,0000001293,ACTV,OW,CC,1990-12-21,3064 Shelter Boulevard,,95228,Tulsa,AL,United States of America,Kotter,BOQQmEMyqUZpmLVwrVRtREaKYyHQVLsvJFjHg
