19860627-192426,SEC,COMMON,ACTV,GDBELJe cXkBUYZIVQeUiFC,NYSE,879090074,1963-03-20,1921-09-24,2.68,0000000148
19860628-010244,SEC,COMMON,ACTV,BjBSTfosJiENUDgdsrJpXsrZWrsMKFRHhWIpFFOatgKUOzJFOUjMBvLKnLELxSngFCtXc,NASDAQ,303834702,1899-08-04,1977-01-27,2.79,QkRSiPexHHNIUWh
19860628-043122,SEC,PREF_C,ACTV,ygxuMamhSFjHJhrBQxXItgvEwYJArJVzpsOqpoUoWSHOQbOpsEpglbkJr HNSjXZ,NASDAQ,437974120,1965-05-27,1932-08-12,0.88,0000000529
19860628-095330,SEC,COMMON,ACTV,wlqmHDOgtFMfUCkijXGM ADpgCTAZbDouISatMKbyixDCJSLMIAUTRrciZNKPCQUBC,NYSE,372340764,1954-06-22,1861-07-08,1.96,JkHAYKpcXhBSPTGEeQGIeKFmSVKlbxRz
19860628-142659,SEC,COMMON,ACTV,jBYYgDFUHeJJOK,NASDAQ,824317894,1934-12-13,1974-08-24,2.81,vPjCtdDKGgcyZmEQbeuYNsPuykQMyAZLAATwVerbNiYONKiZtj
19860628-143131,SEC,COMMON,ACTV,TpRUPhPzwDKDfeTHBNOjrOKHhKZbcPIyjsNUFEIRVbzFZmHCwfLBWnBEdKxoZNGm,AMEX,583989595,1869-01-16,1898-06-19,0.53,PAKPEEUQmMEQCIiKNBmUEBtPfusQRkopGWWnKXMrfXJjrgUvxc
19860628-162150,SEC,COMMON,ACTV,tGAUMeUNupnXfuRHv ugDoylGJnTsDJeclEcPuJENF,NYSE,166530422,1966-11-05,1890-07-30,1.26,0000000582
19860628-163726,SEC,COMMON,ACTV,JOlGKkqjDqNbSvJjJtmAkIZnyTJ LTwrLQuUSrhQwJHOepMwfSohbq,AMEX,736865150,1896-12-07,1943-08-25,1.83,0000000728
19860628-203537,SEC,COMMON,ACTV,wARyfhiUZIFLrzihuHVOWGjOOCTybsPZSCyxqgAwMMjLIr gCWNgaCrLkXAAJYYkh,AMEX,582959714,1960-02-12,1945-12-05,1.82,0000000516
19860629-050842,SEC,COMMON,ACTV,BsKVDrxHwWVtJQgiyeMKyvICJRVDBqZTMcyCCawxFzEAtNYkYSOG,NYSE,491795774,1850-09-11,1982-05-21,1.60,GZYLRjrimaTBIzBBifAOowqfEgITGEQXq
19860629-050908,SEC,PREF_C,ACTV,ZSIabynzHJYKFJBGGI,PCX,593734128,1913-12-01,1910-11-11,2.13,0000000602
19860629-101430,SEC,PREF_B,ACTV,d uARDDsEyGCpHFZSJZyBDRrIEjCUjSfcMsUhwVNjpyNRi,NASDAQ,435291799,1952-06-08,1944-03-27,1.36,0000000082
19860629-163218,SEC,COMMON,ACTV,GKVDhiOBVEiixTIQvjVnHNEiAyntCAu,NASDAQ,720878793,1957-09-29,1915-07-11,2.05,GSKvWkPkitGVUEBLrBKBPnJnCrPQLYgBvvSZBxIVcNA
19860629-194642,SEC,COMMON,ACTV,QtAIOrLXJXsrpKMDrJfIRBMaBXdJqskISaehc,NASDAQ,669441682,1905-06-01,1961-07-14,1.02,SAFZEJLLiMLuOrGrCmR
19860630-000930,SEC,COMMON,ACTV,FuDTimaLUWhHsqITMoSvyRqkARkrbAYU VeOjPIYpkNIXiYWkSX,NASDAQ,74783325,1921-07-09,1860-04-07,1.13,oATpnIrjIHIjkkOiCupRygAtbjSnchWSQ
19860630-045439,SEC,COMMON,INAC,pTPnXRjJUMOaBUKYqQTnFTCumcCU hRLbzC,PCX,128291112,1861-11-04,1917-12-10,0.52,ILluFBdLbXRPNPnaiojyEqsGqUArncqWACvKTGoQnLdlqc
19860630-051422,SEC,COMMON,ACTV,AbXIOQYwSxUHLmeIAVIwdxOKyWJdwIvNWUoEaS WADMQ,NYSE,616422719,1955-08-18,1915-07-16,1.44,0000000280
19860630-173306,SEC,COMMON,ACTV,pTJkBvSwPelIKhE,NASDAQ,976598225,1888-12-10,1937-05-24,2.43,0000000309
19860630-230838,SEC,COMMON,ACTV,lcPZUnThIheNGWnOjkHMYTIbTgenHTibepdbLBhlsVeAN SNIrkoIYLPfW,PCX,938820166,1886-09-18,1917-01-11,0.18,iTFwWnQkWQScFCfoljQLZOLRPTgnekUCAcEWCabR
