20150929-165059,CMP,xBTRHUtfKlJcodztVvpUKKQfdQXYTKllTIylMGRY,0000000687,ACTV,IL,CCC+,1974-09-09,12754 Creekbend Rue,,V6W 1Q4,Jersey City,VA,United States of America,Chadwick,IIFCDApIDJIwgANzXSMJqbPPMAThTSiBFOZUTiepFYVaVTOpCZAJVBFNM HjYNDNTHFunQKorXUxkTcRcJKGxmoNRSfKjAWVNyHLNkcVURNcOMeiqzdu ZVCOPNVeDtynQhFYAhJwATCToec
20150929-225930,CMP,OPjoWnOBXQjkTRRDwuh,0000002009,ACTV,DD,A-,1954-12-23,5755 Bluff Road,,B1D 1X3,Lansing,British Columbia,United States of America,Nusser,kHryQQ lKjjUAkbGboUQBAFKdbEitkuxDIxPkOFlimZVApKgX
20150930-011428,CMP,XimhpQNHAIUmOziGojZWRYMxiIssEjWSnjIjgkjO,0000002014,ACTV,IM,TN,1969-11-28,21376 Kirby Lower,,T6C 1D9,Grand Rapids,IL,United States of America,Macina,SZhQGcIJUJBzbVNKvAzKHiWIqdCJBqpDPQkeGM IZtcXClEgAWYXOOeGWmEovAmIKgnXFBFzTN
20150930-040050,CMP,KIIRkrQXVatIMhmeEMBCEHwFKdu,0000002007,ACTV,CV,AA,1883-03-05,12279 Trafalgar Crescent,Suite 471,Y5C 1M6,Grand Rapids,Quebec,United States of America,Cannizzo,KYvIBhRICRFPleMGJwxKypOxfYylzbE joJpZNpKVuHNlmCPoBmRChmJaaFQOwwpFTMzPNBJVCuQCVzJYzTCXLL
20150930-050658,CMP,YDPFjQjUApTsxZDhMXZC,0000002012,ACTV,FR,B+,1853-10-19,11054 Minot Way,,19140,Lexington,PA,United States of America,Vecchi,ZCNGOIVKGuOVUJLWJpBSNcJLkGWLKGAOy klJKnvvVIwLVECLKTwhkmqoiXQAawCdfOHHopzvIGCKfqofBfZLIKnDiDDDErPRiyKOB ubFDHXZtwjtFFZmdbFGbGHIyDTgGwROlgr
20150930-082518,CMP,kONqHDAxWUWVRUtrCsMbDqobxHVBQDGpZtPGXuXSXWRUaVxywFTmM,0000001048,INAC,SC,B,1972-06-08,2993 Garden Brook East,,V6U 1P1,Pittsburgh,TN,United States of America,Benner,hMJHBinuqVKONdGIMVSQcgWDtQUsqxqPQBQJMKIPo LjpELDjVCESerUypTZeXICcmCNjRRTDBxSHoIqU AuNQBzVkmpJVPleCyGtLhhQCHCFayvcKFSUjmGaLbMFDYwPk yGVHLp
20150930-090535,CMP,kUxHRNTkWqMgMoCZTMJGbBNcNYJUspgfnbjztxMxBVTK,0000002010,ACTV,DD,BB,1939-08-26,8074 Euclid Way,,H6A 1W2,Shreveport,IL,Canada,Yaple,PciMQQCilGS
20150930-134131,CMP,XFDuJiJTWVfSFoKLQZdyiPRMpQWrRClITKGSrEOimRjdeUPVyGaizYmLC,0000002015,ACTV,MD,A-,1872-08-22,1417 Parkwood North,,T5A 1X3,New York,RI,United States of America,Lubell,lxxAQKbIjFHUCOVTujEDoxOUSORnKWULELzysxuLfNlLujGpXUvCHbkPNQHUeEMItQQEGhbjOfyafaFdrVNg MwNhqIKQhYqpqiBIxTukEBkyEEQHucHhehNMTJgisEpYVjUuCz
20150930-142331,CMP,lkAkkCZUMKTdwwiFBYnLEVjeTeWEITMH,0000002008,ACTV,CV,AAA,1955-11-11,2920 Floresta Street,,95354,Mesa,NM,Canada,Pothier,BXaGmPfCPQKpFJMPqpCcPmGVHrUEEhWHCWPgZVDhLlLzQIQMIQMClVdpP
20150930-155712,CMP,EPIETgXGSlNgxaSIvKVFTovGRYgmWCDUduUCPkNOqFzc,0000002013,ACTV,SC,D,1954-09-04,6259 Parkwood Crescent,Apt. 309,32823,Burlington,MD,Canada,Plair,BAHwqEGDhRITxRqUJlHPGKdYlMiAqqAfgCNuHShKYCEiAFfLTMUD ciOL
20150930-165534,CMP,HTxKUeDvqVUSrrQDithyeHFboMlWGYqfRMYCbcks,0000002006,ACTV,EI,AAA,2002-09-29,15079 Decatur Rue,,93319,Wilmington,New Brunswick,United States of America,Rumler,VmpwxlBysQdxEOCnuVLBIusagHjMwsQLBzIFYzSFUVDSHVqdPmjHYKJJOqQGfkDlNUFN
20150930-203246,CMP,ycEIXHnDXwEzmvlphCefCSNIsPXSC,0000002011,ACTV,EU,AA+,1958-07-24,20487 Vickery Lower,,70112,Washington,KY,Canada,Wallington,STEKCFL AJMPPlVrSPDBskgNUSRpnGwyruTpxBCGJpoUEhCmJZzfXqLktMJfmJ hnjCRDaQdWBAaBeDcWTELUkUHJTfrKmjLiDEJyDCiMiISJTVXeCFEMOBjRyAJWaTc rHZmOUowk
