20000329-200716,CMP,ownVuyAJnHkrKeInEE,0000000813,INAC,IV,EXU,1858-06-04,10856 Kelvin Upper,,21247,Richmond,MO,United States of America,Ciesco,RqKxRrTcxetSwsGJwwdtcOjWnXICnUoVNnTgRKuSbVSggNbxiBAHGUpPXkzFGcjTZpVUrtz ezyKxhkMkCRFzcIgcGUhCMFCeEdqTPvmLPDCbyCXJBGyTjUmIrQkBBfAjjEKCIoDDmWwAvv
20000329-234934,CMP,TXHHcMDtXJuWBWX,0000001386,ACTV,ST,D,1909-06-21,3636 Wroxton North,,53752,Santa Ana,Nova Scotia,United States of America,Hartle,GOenLeZPFhPZGIFzsYOfkLXbOpFmSpMVtqEtdVopBuVqqQtpDwIDcagjCxoqGckKqMUCEIYGRKgwSwNEkdFXJ BqIPyvTG
20000330-110905,CMP,fSOWXtBMQVNTKfEhdihk,0000001387,ACTV,AT,CCC-,1956-04-25,16713 Fernando Lane,,44118,Syracuse,PA,United States of America,Chattin,rrvPHgTIirEWQDiVOpFJICpGNuALhbUb NWkhreU SBaYuZvVUIhFSoVbSL KtSCqRHmbotMMJFVQGYdSzWyNdHOxITSBHjxLDNNXWVqJRjGQgdGwWpmOv
20000330-122810,CMP,YXEEbKwfZurAameYnBdvShWXLozTZFwCoDTtQmAplDm,0000001388,ACTV,WM,BB-,1886-07-06,21532 Carnation Road,Apt. 494,H5K 1R4,Houston,AL,Canada,Moreno,YGMtp fLeDxQGTtZTQHjKuEQMbRhRfRqXQKvjMsvQgRLFHSYOQNUubLAaog  JKvXzWqRCg ExwqYAxHDIzTMABMRlBfMXrrQmzIKduxZVqjAQfFZVFNDsyWYjvV
20000330-150539,CMP,aRTuSIFKCssGhHjIamQNPXVmxUvUSWIlEZHNuvoeQ,0000001389,ACTV,DR,A-,1884-12-18,1005 Palmetto Lane,,90111,Moreno Valley,WY,United States of America,Yaple,CPHLwBQObhfnjsoeFqrtFlsaTKNzRLjnsgnkQTWtQNvYFLWAgFeijDkNYIBSUFBqhpdvLQREnpIPQhoE
20000330-200907,CMP,KcZVtiMuDSVtPPOOraMEFZXLUsSKFVPXZLvsQMHeLgyhRhTfgxZ,0000001390,ACTV,SS,BB+,1987-04-15,16442 Round Lake Park,,77004,Victoria,RI,United States of America,Kirchen,C NgERDXyhtTAAUqFYVSKcWxfDGCF CzCBlqvfcahACBOcYwTBDEYTCSTtTfTlDFvMtiTuL ZXLooXtkKxDGsRDrBpKTfFqxzOOFOCSoVyWzvGGUgO
20000330-202911,CMP,LZWGBHKCsoUdIZVIHqlAlfxBEYxJKLFeJxLTxNrDW,0000001391,ACTV,IP,D,1959-01-01,16636 Taubman Court,,80920,Brownsville,FL,United States of America,Dengel,azTmdIBDFmIFGOOzJjQodKRUCGLDyPDqRzeJvFNvHSriwDFPxKusSPttqiLWMs
20000331-000222,CMP,OIlCCWewAMCBSSUVIgoRJujofmIVLJessERuC,0000001392,ACTV,CD,BB,1866-08-07,6831 Crestmere Drive,,85054,Knoxville,MT,United States of America,Boisseau,SxnaXzIxhQOEDdRiuFFIlPaDPkPdLFnPsSIevCMJzvZySFPBTdLnWTbMCgsInCLGmVBWceUIDllilCQiSTJhbjTMLSQkXNBQDBuExhpIDjad
20000331-054216,CMP,uEDfOmhaXdNxIXpLMMxNCmPEJHTJIrjxwaTLndkIlkxEvOgWkNMyUh,0000001393,ACTV,CX,ROTA,1918-03-14,12951 Graves Rue,,20011,Inglewood,Ontario,United States of America,Musumeci,xaJilKu buTpdlwVSQJIOODNSToBimlVEIRyVlmwBATEcKxEFFZLDDsR
20000331-093154,CMP,tkLdpFGJhgJxYIWcKNWCnvmdCfpBVPsxzOnt,0000001394,ACTV,AE,CCC,,19052 Coventry Rue,,60778,Provo,HI,United States of America,Rodenburg,OCAxKSmrECcEoVktQkSLIKuhUFUDJiAMmGCCkvghuBMkKStuTUZPWJOmFaKveEHUzGFPgCsBwagRIuYIDdgq Oseh BBuRVRsVJZQaAZBUsyYJSQBOADJMe
20000331-143557,CMP,HvsPsQMaGHdKVHSBqVbDFv,0000001395,ACTV,WT,AA+,1861-03-11,18041 Donaldson East,,77278,Columbia,CO,Canada,Densley,XPTPQAIyFeiFPmJPd IYMQgiYrsUPHmFOVCeDtpigIjraebZxiIRHQAPhMCdZQHFYjmUnTPiNDHQGKCVQPTSkOIAhAH
20000331-200053,CMP,QIGASkrGmhCMTNuBvlhVrhzxDpvlnwFlgwKmbRcbJTEDCcZPBYRZy,0000000499,ACTV,CX,CC,1906-02-07,24611 Matlock Rue,Apt. 213,H2A 1Y8,Vallejo,NE,United States of America,Huberman,BhhlIAEDIKRAZNOtXovbMqOQpyP THRCnoeRvcPzVEgvVQwObNpWNviWrTXSt uZET FN
