19670904-194923,SEC,COMMON,ACTV,uTgapPaHOpNvMKAuSyMLNAuGJEvLbEQRIeBYTKSMRQZvMCUrWNf eVhamSeJPHC,PCX,854238840,1915-03-08,1896-02-11,1.68,0000000056
19670906-154741,SEC,COMMON,ACTV,rPXzUHcYvQfmFmDiQAjONkFnnXYlnUOinuwyBMsGKfRhpQKdAJPichbPEBXXL,PCX,170238623,1871-01-25,1864-07-25,0.05,BCRRYMzpoAimKRITzLWLsoomeKjnZvguJDE
19670907-034008,SEC,COMMON,ACTV,FtVzzogZJcFzY,PCX,8929685,1944-08-30,1900-11-24,0.30,CKqQGzXcNXMPWzzEAqHxSpCdCwJEirgSInSJOMkfzMBleWwhgb
19670907-135720,SEC,COMMON,ACTV,iNdOIURI XLJDHMOpBJdlJwTTxYvksxHGKULNxbRb,PCX,213828863,1873-08-17,1959-01-03,2.17,zSzyZVwpMSypTaf
19670907-212840,SEC,COMMON,ACTV,CTOTVzPsHCK,PCX,768211392,1909-05-13,1872-03-10,0.61,0000000083
19670909-035610,SEC,COMMON,ACTV,EG K FufNITSIVLWMoOIzhwzKAOMPeHkCI SWiNpZsSwCOHsOZFgOA,NYSE,154493527,1876-11-18,1875-04-29,1.60,0000000034
19670909-195252,SEC,COMMON,ACTV,SWGoMWJuRGtCc ORXMCkXbPGxUDUgadZNONYeXLNrfXAqGOgQhOCIo,AMEX,399495775,1887-10-01,1880-01-05,0.69,0000000026
19670909-225545,SEC,COMMON,ACTV,NPwaSfepftPXxlVCCiQtooSONEQAcMaBDModXWQJhJNQUTpBFNRTBI,AMEX,169497479,1853-10-11,1861-11-15,2.89,0000000020
19670913-135711,SEC,COMMON,ACTV,x HdixPHR QTrG,AMEX,76296505,1966-09-06,1897-04-03,2.83,AYrIhMoBIgUBkRdxKABPjIIShjxFyaWTAsK
19670916-003244,SEC,COMMON,ACTV,jZLZobO GmfKJgVPOWHzjXXRXoEOWbTfRAKVGpqTNjVAfMPP,NASDAQ,511437101,1874-03-21,1878-08-05,0.62,0000000082
19670917-022048,SEC,PREF_A,ACTV,BsjhgsTJKhXGqMgYBB eLIUZIRwDvRbpRBCfGpESg,NYSE,145721229,1858-10-10,1908-10-01,2.23,0000000034
19670918-123027,SEC,COMMON,INAC,DqiCAqPhYxt dmjPnRNHUKGyLVsnFDECELBezfPM,AMEX,749473576,1879-10-21,1892-02-04,2.22,rjkmNkyRrYnpSUDcOqIviweufHAQzFKBSXsYPAcKkbMbBVsEUW
19670919-070306,SEC,COMMON,ACTV,ckMqEsCLAYthIIGPFfHKLIRkXFKhCMnj NRNjBWBQtBjeyaK UTIXiRiiZ qAv,NASDAQ,480465320,1899-12-08,1906-03-15,2.42,0000000005
19670922-064328,SEC,PREF_A,ACTV,jcgoObuufoeoyLixmIUxtDMswiGj NmWMCKqWMJIbQ,NASDAQ,832007373,1958-12-12,1932-07-12,0.99,0000000036
19670923-063253,SEC,PREF_A,ACTV,eDuNDDBObVQJcXSJiVMfkO,NASDAQ,141200231,1955-02-19,1850-10-23,2.32,0000000017
19670926-010821,SEC,COMMON,ACTV,BGorZcMhPzNRKyXZrR,AMEX,274244828,1929-10-29,1949-01-25,0.37,LoSyvUwXvGnKexKhSbbtArGnpUcArarLDzSDOEMMZBwKPwRuAD
19670927-003515,SEC,COMMON,ACTV,IJqZkvTRUVQTPeoUjTirvapVqbdyMFupWBzrtINcpcRk,NASDAQ,159082733,1864-08-28,1909-03-12,0.34,YNouztDEEgVJnWzrV
19670927-154435,SEC,COMMON,ACTV,pXOmkphnHkNNcREBEDlPryRfqKYCWKSDFBjMBVJqIHyJLDEHVCtBjPxCJyPmBswUvGjIT,NASDAQ,196494162,1915-09-11,1947-02-28,1.20,0000000022
19670930-191505,SEC,COMMON,ACTV,KtDzhVCDLlKGfZHCeUcqxbLxJaLwvreLmZICYgKlgTFwtXOOPVaHiJWoOlQUBRTuqH,PCX,394899456,1931-10-24,1860-02-14,0.12,QFRbFMIOhFIvNDHHKUIHIwUDsyiGpkDUVMQO
