20101230-150651,CMP,gEGdEBgHBPvYOFOGakDrqoWIfCKo,0000001825,ACTV,EU,AA+,1996-08-03,6990 Glades Lower,,85729,Shreveport,IL,United States of America,Studyvin,uACSbmnmVfwKSSmbPDsRiXxANLkOzfNMsuoOUkhSAgMYNx TPJ
20101230-184021,CMP,dIlqObzDUGOOTNHGTWIKfIZBK,0000001138,ACTV,CE,A+,1955-10-21,784 Olympia Lane,,75050,Providence,Alberta,United States of America,Hustead,QkoDmoLyofmRrOEQxKuMgNHRVNJKTZY AOQULyhePMgwvOxvVOzAVNCbN VuxwMuyGOitCBmBPNAMfbHXPmQSRosiJPIKTURGERsUBfZTMYiQxtRQTAADfxUg
20101230-201814,CMP,tpoSHINEJDIMieZkgvUEJVWy,0000001773,INAC,CN,CCC-,1895-07-06,23989 Ashley North,,V6M 1Q7,Charlottetown,MT,United States of America,Guadarrama,MTKGGEsYgELmGFQw UlSGUaCAWXLbQZfSdYFJSoQjviVxBNFOvvCRYuObSMCIkZNFUUWaMnjMXmeVpARUCPhXcER
20101230-233204,CMP,NArdIULfhPMDvWrviIIAjQxHzOMjbFDR,0000001816,ACTV,CM,CCC-,1969-01-27,18048 Green North,,98122,Corona,SC,United States of America,Vaneyck,kWgRoKaIGCIcWHfDUMhsvECONJgZHNeji
20101231-040003,CMP,lKDjKQRBKXELdoakKIMGyO,0000001817,ACTV,SP,BBB,1991-11-23,21414 Nealy Way,,H6D 1W7,Mobile,NM,United States of America,Gorn,dEDhOMLBmMzTBdRHobsrLFpKcEWMzFZFioEyQcIGrVdIUQAJRFYkfrSUtAJNWiCXlIZDGqfvqHpPBfTKyejRTVUBSAS bFduTEEkFqwETKSVwNHxvITsApLSiXOtaPlOVSHenTbkQ
20101231-054726,CMP,LbEITCZWAjBJrxEINTHkI,0000001818,ACTV,CA,EV,1996-04-14,14058 Rocky Knoll Lower,,90802,Columbia,KY,United States of America,Cherep,AVfeKMvZrwQWvkruKF gLTOAoTqn DUJTRTVRiYU YXjbfWGseNJO
20101231-063635,CMP,hgDpIKDAJRXYujTDEIoeCWIHDRPQvidBGILhPNBmNKseNSHfDAlrO,0000001819,ACTV,FP,CC,,21122 Wesleyan East,,T5A 1S6,Wichita,CA,United States of America,Cordia,rd PbCMVQMdySgHkZsOVPoCNgdmYnoWISdBCcoWsMZNMkIRaImybhOrTeATjZxsrrfFIfSDbbpuHHZpxtgbBiBsToUNaOIxsrsSNrHJoZHgjCzP
20101231-065309,CMP,EDciMnPdTeYEeOKOXiSQryvXaDBvqFkyWzjCxMtONGyC,0000001820,ACTV,CD,BB+,1990-07-31,24048 Crestmere Lane,,93547,London,KY,United States of America,Pullom,iXVtWuQcsPLQzYDiYW MLSjyrpUcyBsvWgKiLLZIhFIDOxXughMHeTy sdZoNS
20101231-103134,CMP,mlLjUCcKGaCIJiKclIQVxWfrcTOlK,0000001821,ACTV,RE,B,1900-06-20,6920 Cherokee North,,03105,Provo,Quebec,United States of America,Rehberg,fFCDNwPTpENOivbfYLdLFtUGIdkNljSTIsYHESwKQyJlTDmQpRvYYSNBFZKmJQaCzKCwaAyUEKzzHHIuiNygofCNCrDFfNYObrBZNGDJLNkTMvmTeH
20101231-125814,CMP,xOrYCGkWocYEJWHrSMDCeqQHtKXgHuQkckoDUwlTmqaeg,0000001822,ACTV,IP,W,2003-09-24,1756 Windsor East,,19111,Elizabeth,British Columbia,Canada,Osle,TKGwdcFwoULIRNCKAYoFnWdjbbSBjATVRocQgskSYXmMWEPwUtNFoyuddZoYJxLmmhPCSnriPgYu HvJIJLPwHBpOCWdXygMN O
20101231-144712,CMP,BGfbdHErQFVSsnAaTG,0000001823,ACTV,RA,mCsA,1877-04-03,24801 Amherst Street,,95155,Norfolk,Alberta,United States of America,Rasher,LeIJdatVnLz woyMrjAHnRNYSlJPtFngivFMemWFQFwrHLDIMwIVFNOAStiEPpcIFpCUynKgiTorfGkwU
20101231-235958,CMP,hJNOsYTLFbTQjlPYyzPYRRiJPbEoudnUrkJNTKfWFPwltpE,0000001824,ACTV,PR,BBB-,1908-01-28,1363 Hilltop Park,,73199,Concord,GA,United States of America,Smetana,IDxDIEOhyePKQeiTSUNEeZDCDuCqaBAD RzaNdJNOKKtEkFQBubmYHEWPUDdlCVxliisZsHDCFDuSMIKfMsnjtTNPVSWyrmPWBiQIMFJhQxLpqAorTGtbWhJnALtpEOHKeuFJLH
