19830401-021116,FIN,1983,2,1983-04-01,1983-04-01,3522677432.74,919822758.97,1.37,1.17,0.26,973222684.58,33515889323.35,1071674832.81,672246222,788215,8230000000691
19830401-041542,FIN,1983,2,1983-04-01,1983-04-01,6262012039.53,2570170138.43,27.68,23.12,0.41,359414512.31,551545233839.23,2616213411.03,92847901,111162,439rpXLFzzHGpPfIOdSNUSkfwLhkqMahKYLUbfgOQPBjkoB
19830401-045109,FIN,1983,2,1983-04-01,1983-04-01,3566110490.88,1794515734.74,2.19,2.06,0.50,453974940.56,957796471634.90,6887544443.90,817779291,869997,568AMSFHeuTHMfEnoZTASlnzrGJxgxZQHFZmXwXOISqJdBTIUOcKzUUqtU
19830401-063357,FIN,1983,2,1983-04-01,1983-04-01,1200972356.32,812431646.03,1.13,1.02,0.68,768609971.48,458026118015.43,1989228923.92,718252099,798714,0200000000043
19830401-111418,FIN,1983,2,1983-04-01,1983-04-01,4186230142.58,101368898.44,0.11,0.10,0.02,187576118.97,798455153921.31,345783180.01,935473346,996082,964JaBRAUCPDCLITNXXrADVCSIopfxogeRFkYFvBVlr
19830401-143511,FIN,1983,2,1983-04-01,1983-04-01,4258785781.13,2243388460.84,39.17,33.06,0.53,995555523.09,914087712473.41,7331760587.86,57278650,67856,9870000000626
19830401-150055,FIN,1983,2,1983-04-01,1983-04-01,7537064005.77,711669523.49,20.96,20.28,0.09,636982295.31,319659501964.87,1042200659.78,33959445,35099,6370000000300
19830401-203916,FIN,1983,2,1983-04-01,1983-04-01,2124949121.85,423999978.84,0.55,0.47,0.20,321352376.13,184082499601.84,1751651966.84,769587832,900098,4710000000680
19830401-224816,FIN,1983,2,1983-04-01,1983-04-01,6485001179.20,3629637881.16,4.56,4.30,0.56,504159726.55,108655827661.21,5002501351.48,795641901,843522,607akcLwknpubRCsPxfDMzUX
19830401-233025,FIN,1983,2,1983-04-01,1983-04-01,7799659423.78,1149637030.83,16.23,13.72,0.15,430752570.28,247323321709.04,7117334883.90,70826614,83791,9040000000005
19830402-033918,FIN,1983,2,1983-04-01,1983-04-02,4799859190.61,1424069260.20,8.44,7.62,0.30,579506597.32,282704998800.23,9219294329.68,168632067,186975,593VIwCayPvwhogOnJYXzNaeJARKVRQdTJzLSKMYmjqiITvCVKAMRRJCa
19830402-074556,FIN,1983,2,1983-04-01,1983-04-02,9252240917.34,5197939256.89,18.59,17.15,0.56,335226527.43,210006590017.77,7437828738.78,279575577,303167,006xUJWMEEmEMdIWSDGXW
19830402-082737,FIN,1983,2,1983-04-01,1983-04-02,9374908648.46,4720817952.56,4.84,4.57,0.50,508035668.36,715710061573.41,7323871028.36,975131229,1033454,589vYGaugqPKlQukBmVZSiyFkriJomFDrHIzPMvJOoNmTzzAJMHYDyuTSt
19830402-144112,FIN,1983,2,1983-04-01,1983-04-02,3603242248.42,1914815655.80,1.96,1.82,0.53,494566849.26,588283534272.99,7622768958.82,975532456,1052370,315yRflLhHvroMJBNHcMIDiQuHspAHUTFVE
19830402-201645,FIN,1983,2,1983-04-01,1983-04-02,3024395274.91,1865659998.14,3.22,2.70,0.62,667402509.46,416923918053.66,8949911731.10,578808813,690367,0770000000586
19830403-013303,FIN,1983,2,1983-04-01,1983-04-03,9576838085.96,5145671977.40,6.33,5.65,0.54,968237001.08,141272471259.73,7918536172.31,813455832,910422,524dYDZBfZCaaBQMqWDKMMAO
19830403-015604,FIN,1983,2,1983-04-01,1983-04-03,7193872263.76,2374308516.28,2.76,2.64,0.33,729768824.21,110679279856.57,9340518803.57,860684576,898436,401XiKcfZmoGQnBHAdYEzmdTwSdbIDPEXDvLJbgRSdkrsLGrsJIESgMl
19830403-043551,FIN,1983,2,1983-04-01,1983-04-03,4248227170.68,2458665953.10,29.55,24.77,0.58,79457308.93,747527489633.23,5341012729.28,83205354,99249,806PQPTIgRKQIgcUNoTJXztaMhQBjChnflCLFgFRDEQQeIvfEAyV
19830403-103140,FIN,1983,2,1983-04-01,1983-04-03,1049822042.73,529175593.61,0.90,0.85,0.50,66992444.47,776636921969.76,1007642702.04,588542586,619323,666ZQYailTIEZiQenSJeSxDReNdZVtS
19830403-163701,FIN,1983,2,1983-04-01,1983-04-03,2625898204.70,1252677119.23,1.32,1.17,0.48,626090324.01,431444224839.71,9175202427.84,946793383,1066989,9860000000344
