19680314-080523,CMP,ILluFBdLbXRPNPnaiojyEqsGqUArncqWACvKTGoQnLdlqc,0000000114,ACTV,TO,D,1924-06-27,17628 Ennis South,,72901,Knoxville,MA,United States of America,Colbert,iPCuFyQXHzYQFPGs TPQVcqcgokGPRWJSFbmsipLUbRwe
19680315-100247,CMP,tECVFzaZYGOIcLqmNMn,0000000115,ACTV,MF,BB+,1870-04-20,8072 Hughes West,,10262,New Haven,ME,Canada,Penunuri,KRPvjpUfstBUicZ
19680316-121018,CMP,kkhSvCsfgbDUvsiZWtPQwjkYPwKrfTUFMGMCWCBXBcOcTkaLSudO,0000000000,ACTV,CV,A,1886-12-08,19918 Rogers North,,35233,Long Beach,NC,United States of America,Ellebracht,CUpESkLIQ LBcTnhDEOCLVhfDjOopGKRBxRYGboIrPFcDxMSGkskSwAJdAPWSAPTf T
19680317-024445,CMP,IiHkvFAHjNrDbHaXULOVQWMsfQI,0000000028,INAC,OO,A+,1900-12-22,21605 Gaston Boulevard,,T5A 1J2,Chicago,WY,Canada,Keleman,DvTIVKldUTWFOxmakkTaaMlMTGySiRHkTddOHUTQRyUYiKIOEL mnPZITGtwKDJwSimxjfdfPbeMEvfxIJGUBurEeAbSiZq
19680317-220836,CMP,rkWTCsQbCPAUfRcKLCwMGTdIqvRSpGXQyDXxU,0000000106,ACTV,GR,AAA,1912-11-09,11919 Morning Crescent,,48914,Sandy,AL,,Aita,lGtHYvMfnNaekBhAiiOtZGnaohkhjQxjohIOehrrfthwAvcKglbpTNnrGXzuWjCHJbSzrgiWQnVJyVqCcMvMAbWJvKLSOMyUAokAVYeGBFMgNGvCUXThCqHJuqHWRDPYRW
19680320-050820,CMP,PAKPEEUQmMEQCIiKNBmUEBtPfusQRkopGWWnKXMrfXJjrgUvxcuTzMgPK,0000000107,ACTV,RP,CCC,1866-03-28,21145 Olmos Drive,,T5B 1U5,Fort Wayne,FL,United States of America,Hahm,BzxMQovrpEXLTXdnZsPswuZkMHSLGCxEOxFuTmketT
19680321-154234,CMP,JySpXSUPXXRQAhXZYVXuSJeBKDIpCmynRTiStS,0000000108,ACTV,MC,BBB+,1933-08-05,1427 Addax Lane,,27610,Knoxville,MN,United States of America,Cyphers,UmUUFfrCATdfRNwNQDyonZOvRUvtdPLDAHqzKtAsXVQKrPzUrSTYXJCYPNulemtuKbJTnIpOKnMEuGwYBuGSZcQpfIxNSneIwIjNgQihxxZGbkGGwLvGCMdKMqXWwBMNyqL
19680325-164032,CMP,PGaykMWIRXtIvCjWQotAVyIQMBtfCUlqpQvbAcJpMrOZRoSijDVbEagyXN,0000000109,ACTV,DR,BB,1883-03-28,18043 Watts Street,,H2F 1Y8,Pittsburgh,WA,United States of America,Breske,NIBhhKEDOteAVoHKccjOrGdptViOy
19680325-214436,CMP,DIPPjcmxrwIwYNRnOzSotzgUkufjD,0000000110,ACTV,PR,CCC,1949-10-11,5450 Shoalwood Boulevard,,94168,Frederick,MN,United States of America,Fuhriman,eKhCFFRAeHKAkMGehYdiwwSODMFvGZaUXgOrLfUG MBDJeMbXLH
19680327-030448,CMP,zIHLKvPBQrCTBYzpZzUJZwMrKqTpUZPyXUykkId,0000000111,ACTV,CN,BB,1892-09-13,2755 Rodeo Court,,37417,Santa Clara,ME,United States of America,Breske,SrExCCQu PmhSmquEOIORRl
19680328-033113,CMP,FXFYeNQJTmypAWxzHPOBgNFDcXaQQFB,0000000112,ACTV,RP,BBB+,1942-03-12,24697 Florence West,,73104,Lansing,RI,Canada,Dreier,mJcAMRwyrzk LELRDmqcYbjusnZIKMmgg
19680329-032256,CMP,jLCjOYaAGVEUrxGtMU,0000000113,ACTV,DR,BB,1952-12-23,15645 Sabine Rue,,19131,Costa Mesa,NE,United States of America,Jarrett,WRWqASEhYkEWATDnOaTyUKPpOCGpRSYKGQERkXieEBpHGcDQE
