19880328-221944,CMP,SOXIbIkrOnzxDOVEPAndJIqcVFLwoqHeiqdXLDPBHkhAENCtGPvnoCfD,0000000912,ACTV,CA,B-,1946-09-27,5245 Camino Real Boulevard,,27609,Austin,LA,United States of America,Proud,WsHqTpVXMJXxPKKU TCUPNsaeCwGqWvGdGalPlgroVsEECLoYqpUTHpASroZDoOzItkNSSRYcNNKDDBlCLnLwpTFtAlSdarLJGGIinnnwePVyZuyrWRSInqdTAazTKEaRZgBh
19880329-043153,CMP,GpkrBOUyNMDYTeevUTuWMVfSVhHtyNrKozQaOyJNTiraJV,0000000810,INAC,OI,B-,1937-09-12,11065 Candlelight Way,,V6D 1V2,Berkeley,AL,Canada,Galeazzi,eYklDDiKlmVZ
19880329-133415,CMP,IDwgxTiklGJwNVfKBGUBTbNalQUiLfGCqPoJFNFOgZSTmeAtFDBkTMDVnBqM,0000000910,ACTV,RL,CCC-,1911-09-04,18313 5th Lane,,90371,Charlottetown,CO,United States of America,Hays,KCcjKPZvNVFiQWFpDvZULdKPCJyMsQNGBgSDcfQREXYAFV kVOEPBbfRceyMPgRzQRCCNnSIEIRzAIfzkXnBUa
19880329-215355,CMP,HYdsJindNfEdvduNFXQOrMdmbIV,0000000915,ACTV,CR,C,1910-04-28,10526 Linwood Lane,,M7N 1C3,Madison,NC,United States of America,Schaumberg,cZdzOnliFYGKgPuSBaqFPelFL
19880330-014535,CMP,SilRkZQXzTQEcQNAtfiCQBteNpQGJY,0000000908,ACTV,CF,D,1933-06-18,4474 Valley Vista Crescent,,M5A 1V1,San Diego,British Columbia,United States of America,Haddon,aShAiZjIulGDja iYKKEMYptnVtUOSVSquNKDHFSUAcBpBnIy FtUzCMEr IaRaPifGdyWNHyTbHTnZKhyOaHnsVFKEHQoOKCYFzPXsFfAlN
19880330-065202,CMP,wXQmiTyOPAIJqLKRGSMsqIAVlQQnWeOnhrtTHROIimFjEBXsCPnSbr,0000000913,ACTV,PS,AA+,1892-03-18,20738 Landera East,,27712,Vallejo,HI,United States of America,Rumler,LjwOqTjWILEJcDzbqoUTNIKrOBihAXSDWQJHRwiHfPqOXQvCAQKxEueGlEwyEzhxuGrNmHDLDKaPDMZYenAAFCAxqjDuCByKPenfUDrGjEzDW
19880330-150346,CMP,aNDbjPIfBWDVDfMDcCdcDwvsMPKu,0000000906,ACTV,RM,B-,1886-01-26,17168 Park Way,,V6I 1W9,Beaumont,TN,United States of America,Fuhriman,ITWfqLcOYKgcRkUNRBNChuwQHnObqTSdwPkTVNNRNAWjbSHUSfCQLGOQlwvOIvbSAQGRRRkQElkeCKYbRHqCuQ
19880330-210555,CMP,HgvNqrRFRjjFfuumpEIRPfWOSxXhNyAVrtrtSMXsWsEPPDWBouCdFuQdwI,0000000911,ACTV,IS,A+,,13657 Ryder Boulevard,,80923,Huntington Beach,OK,United States of America,Cartelli,nbEABIyoLSUryjsKtVLE AzOYRfzCaHyZESrdGDi WCQRjwOOyCGTWKWLYiTtdMgvZuxamnSVrBBPUgWoVaIjJZSZNZL ORbEFiOMfGOYCuKkCfTH FOrjVEIBvZRdLtUVVqfVzyBwg
19880331-025819,CMP,FytIPQGtkNhoLCspegYgupGffphSskKfYOcWwWMGCbMMWKkmCuNp,0000000307,ACTV,MC,BB-,1972-04-26,19248 Shadowbriar Boulevard,,48918,Laredo,HI,United States of America,Cogill,nPMFFUA WlpaFlDyInkiXVa
19880331-054319,CMP,HeBAtOzClkoCwOSUFyHcwDfbgRnVizBqIqQRBNewWVwZXzLJJRdOiVBV,0000000909,ACTV,MF,BBB+,1928-04-15,13640 Ethridge Lower,,V6U 1V5,West Valley,DC,United States of America,Toten,beMCIOWoSJgXBwOtQX LNCdlsCiwAoyRpBDQtLWIUEeUPJTj UkCXCMRTHlSTDdRxeMLXDYLyOBnyovCtUHmeyUF
19880331-082309,CMP,VMPuLiCBcCvAxrC,0000000914,ACTV,RB,A-,1901-04-15,15447 Seneca Rue,,77198,Pueblo,WA,United States of America,Coye,vRATBKQaUTTtANwaxFTZJOZbFoIiLMONJHWIOtTCIyEYddcDMUtnDGod
19880331-235958,CMP,ifqGofqmiABbrpBUlSNTEbkFjFgOjDUeiAbFSjyuFs,0000000907,ACTV,RN,B,1918-04-07,11168 Franz Way,,T5A 1W9,Dover,MT,United States of America,Folta,LSuDkeiKjuLlMOGANzxFeuhbgGmNtTADNSXVzqglyOqQrFXoqVfNUrPoZsrXiObbJHXDqmoOraUXMQWMKSWGDTnxtEENktknk
