19750626-012018,CMP,LgvggaUVPIWggCTSXUGuimmMSetVYshIxgRZrdvICEjJVNigB,0000000399,ACTV,CH,MDUt,1852-08-22,17212 Lander South,,64144,Provo,MD,United States of America,Waddel,tJYeCAWSckmiLWANMZPETJMpwTaJVWKzPmtorKNAHJCjDoMKlPIrwxEpYAv wnmNFUc
19750626-030732,CMP,IrljJqDPhnGJAdkfuKPzQaCMPFqxMSVCM,0000000400,ACTV,CV,caj,1870-01-03,5653 Worth Drive,,85088,Overland Park,Ontario,United States of America,Kinnison,NfrZPCuJIFbXsoRHhUc Cuy
19750627-041541,CMP,wGdVXrkktIjHLmLGSuJmmZ,0000000401,ACTV,CE,AA,1868-11-05,1715 Texas West,,38189,Ann Arbor,WY,,Crimmins,fYWvGpmNQkNNbeIssFzqJOJ
19750627-053223,CMP,NlqJQXvmYluMCypxUQFVrYIMGbRXXxWJZLUziDAeIuyOzwZBfB,0000000402,ACTV,MD,AA-,1955-08-21,428 Emerson West,,68508,Austin,FL,United States of America,Fatone,GEMsHgLHBqSGFtJTXUSCn
19750627-170915,CMP,rPWbxnnUObMNJMOJlQGmL,0000000403,ACTV,PH,CC,1952-12-06,11744 Whistler Upper,,85091,Louisville,ID,Canada,Hetsler,RQJsUfsnWfGoyxbyflFAKJuKF EzcBw
19750627-192736,CMP,SSJOBDXDRsHzABekVNkjWVKgMlVw,0000000404,ACTV,RL,BB,1972-03-31,2023 Lee North,,M5E 1Y1,San Antonio,DC,United States of America,Thompson,OUwkhAAoSgbBjHg FaeFqzzuAUadiPO
19750628-024931,CMP,BEFZxtnCCsYnsAWxOEIimDUoQNDibMTFBcr,0000000405,ACTV,CR,D,1917-09-24,12213 Edwin Way,,90049,Sydney,Alberta,United States of America,Hayton,vPyJTnbTmGnKtKhvoCWFt uhLLMS AZsEAxVqJgYZyJBCsSvqGhFaAPN eEKRRhBGNKsXdJuKmBDSE
19750628-044303,CMP,tYUELPJWFzDOmlWEUA,0000000393,ACTV,IM,A+,1926-07-21,1282 Baynard Lane,,T5A 1X7,Richmond,IA,United States of America,Ruic,SkEoCOQkfMwDhSYcNToaGaGGkymJhqWHSfhUMOPKRiHJjoKFoPghwqgskDOTLwLcbfPBxXbriUgtgpvS
19750629-064501,CMP,kdvQFOkTaRvHCXSCLaPlNRXoWjrExnrSRpYQlXqFQvRky,0000000312,INAC,MD,N,1939-09-20,12921 Gene Way,,45235,Iqaluit,MA,Canada,Cheeseman,zsPFfbmobxxwLQqjDVRzyGZSBKHprwEOHIusRioxPURnQyAeHJPpDaciFQINbXPw
19750629-155344,CMP,yAaPIZLjnktMGDnaPHmiXRjhRSBwqIPaZVgHEETIGwboUTm,0000000396,ACTV,CP,BB-,1939-10-11,23477 Vessey Way,,T5C 1Y1,Sunnyvale,AR,United States of America,Kozikowski,NUpWnOCQ TFKYysklJxhBMYCWkcCnxSBfIRbQzBKPEGOUCLFMCoUgLehSfNJlvLoColHbSNdgBhHuQUZmFDDGTQPIulOPQeoIBqfGyQyNmE
19750630-171050,CMP,PVUBlTHiwNjfViahNMSzDDICOPCcemIISPJPpQmntfBzsYFgObrXHpEFmC,0000000397,ACTV,FL,CCC-,1939-10-05,4482 Eden Avenue,Apt. 646,90263,Lowell,IA,United States of America,Cheeseman,IamDUWtLBzmnLWcUEnLMOGPOWaQjrDrLbHnPCFUFVqPdqQaHILcPNZJdaYAkrGBqAXHbRJgoeNCCHZhobkVVHSNKbWmuenUJZBthJRmsmBSliwKeLwQQQwKdulrkjQHnDExpPBXBWpxUMIzUMY
19750630-235958,CMP,MutMDETGPQErOpBIRhWAXwXLNwWkMGQjEDbVomDzQUTAHsQLe,0000000398,ACTV,CC,B-,1867-02-20,24996 Robbins East,,35873,Mount Pearl,LA,United States of America,Grippe,rHLEOBdEjjhYDYVoEqFABeDhxJLvGOgVEEjhTkKnjEOpFyZdaKAhFGxfeEPgYkBrEVAm
