19770326-170534,CMP,DGDgbyTniJxSJJPHLVwwcatOfVEGLQJcDCwMnGNsQnkAvm,0000000133,ACTV,CT,Jqh,,7582 Woodway South,,76015,Pomona,LA,United States of America,Petersheim,LOJjrwbwKdLAMUERKehnSOwbENJjjoXkYwfbMukOwdLnQkvBGSyRCPALrrkFcwxtcaHxaG u TCjBBMNqpxUmmorrxbXvLDRxiZNEttqWFJ
19770328-113138,CMP,JsCKvQqDPttWpVsPWZwCbyHtDFnrHFRdIKmTwsTDdgLAKUUxCWLEyyMRB,0000000469,ACTV,CD,AAA,1896-11-05,17212 Lander South,,19170,St. Louis,NM,United States of America,Odegard,zeHFaCPcZqNlCFgJHTzEljeBzOWNsoNJuQIQVvsKdfkp HNNwaFWUpUMQWXySFTrUmHUOlsrfiEqEE dGjLgkWaUn
19770328-182306,CMP,BIFVSGwWXfKbNsKLoOJFnpAMRmX,0000000474,ACTV,AD,C,1902-04-17,9902 Altamesa Park,,A2C 1W6,Hull,DC,United States of America,Fugitt,NdPRIifHBFiU
19770328-222724,CMP,KlswgMnKzBTRtRjrkLqgQRxec,0000000467,ACTV,GS,B,1866-07-20,2023 Lee North,,V6J 1Q9,Irvine,NH,Canada,Farone,QkljgEPjTSpY
19770329-043236,CMP,usmAJIKATBDIzLwBNDncRWmeCPTOGpIWJUWXANosqOGHXNMTPJhrTIcN,0000000472,ACTV,EU,C,1956-02-20,18716 Greene Drive,,94237,Carrollton,DE,Canada,Faires,xwTdJamRMYqUIBUYgkDuSOuRDdZLiHE pqrNwOVpXGDYDFwjSQUOJhcbeDAoMSCADO
19770329-055121,CMP,KoviRxUIRFITXCLew,0000000153,INAC,RP,AAA,1954-05-25,18182 Woolridge Lower,,99504,Toledo,NJ,United States of America,Wickey,DaWlRgTEDhTipSlPXwwiamDhksLuSRFupcxVCrWjqiNXHCGkQfadzL
19770329-120539,CMP,FLFoSgQFATTpBECbzfuSpUBMOztbDWmzxaJTEGG,0000000470,ACTV,FR,A+,1975-11-30,23665 Deerwood Park,,T5C 1O3,Jackson,NH,United States of America,Porco,WGcNWjZVcPQXMsqTTVxRMJMvFPOiTLREtBOnQmKDknwDIGMFHMGNiYwMkzNXqQWTapUxYdgtAXQGMnNLsGAJGNSrQwiUPhzdOErPehTERAS IDMpdVFNetBmvtcgXsjxDcwjC
19770330-005534,CMP,UrdCbNVfgRBDJnJBqqAEcToibFqrQikTdXWXeCwHSaJTKJiaH,0000000475,ACTV,OI,Vw,1909-12-23,5200 Idlewild Lower,,V6E 1R3,Whitehorse,MD,United States of America,Proud,OjyMc iRUNAyIryQNPvJHOKYn
19770330-071226,CMP,SNdHloeFFrmCtvbCafWBpKUcH,0000000468,ACTV,WT,B-,,4199 Harvard Avenue,,30311,Modesto,British Columbia,United States of America,Faudree,PkbktTEQIxZmjxZeb YcQgBEKTKiOraVBTEAtOrRtpgOZGtTwNECCkRAreoATUpo
19770331-112730,CMP,UlNDHiIuNrbplRrLriNMqDVRkGsYtOwhMN,0000000473,ACTV,OO,B,1886-05-04,6611 Dillbeck Lower,,T5A 1J6,Rochester,MT,Canada,Dennin,bzzqTJkPwHoVTGCJoWBJNRBIpN SUNBoVjtbWquLWGKSfDxATPLdpMeAvBDGTsjkSSbUCFAObSLIVJBTPUCMGRkhi
19770331-134313,CMP,CqIhMWruPfeVQHMEvnEKeDQyIAfrfHFbkXFYSdmosmzbJL,0000000466,ACTV,OW,A+,1887-04-13,2461 Vista Park,,99614,West Valley,ID,United States of America,Brake,ZDYKhCUianQLFxyioKsESIxHhPSIkeRhNrbazBWtHaIFcDIqsnvKHHsmovjBwnmgtsfMHpETaJNXZAgpdobDlkdAHSmUeyyVrrwBRGyutwBUIvjvGgeHYTsX
19770331-235958,CMP,RLlLwSLbWBiPgpevBBGJONOMFBUYgoJBHUVmKTCeabxSunlkCdrTktX,0000000471,ACTV,HF,BB-,1870-06-09,7329 Roosevelt Upper,,V6X 1Q6,Manchester,AR,United States of America,Mckennan,ngIEOlxAEHiMiObAcrwqYUkLGmNtYJI LVNvLjzEVl UEfLKzwSKSnzKsIuKQVSQLMMXJRE qbsKNCONiDgYcTEscBAAOxwldefNIPJjeCaIJGQ
