19861001-052652,FIN,1986,4,1986-10-01,1986-10-01,1651824619.21,717507638.23,1.12,1.06,0.43,497820599.98,209952321735.92,6757278940.60,641516098,674331,721DIqbJCtbgZeCDvnafp
19861001-083327,FIN,1986,4,1986-10-01,1986-10-01,3526129709.10,2011078141.82,2.38,2.34,0.57,202600289.75,90895679875.22,9241303143.41,846459313,858836,6740000000804
19861001-113905,FIN,1986,4,1986-10-01,1986-10-01,7865377968.17,4730171731.55,6.25,6.17,0.60,460629967.97,449999442156.47,3469293352.87,757381335,766494,4680000000442
19861001-120539,FIN,1986,4,1986-10-01,1986-10-01,7667159982.23,2726090020.99,3.48,3.28,0.36,47627412.06,267144530266.40,8458576789.05,784472042,832280,560eBZLwzfHUBLxsWSFpQmudmDjRXm
19861001-162524,FIN,1986,4,1986-10-01,1986-10-01,9843894227.39,6797098604.65,7.85,6.70,0.69,199378058.10,859689628710.89,2145322231.05,865422808,1013749,3170000000024
19861001-162749,FIN,1986,4,1986-10-01,1986-10-01,728264101.30,101444025.56,0.62,0.62,0.14,216966892.37,455397840562.99,43717426.04,163673605,164510,396zPIqNEJREtwIhmpWFhgWEJTqZlDVPqGDplFVeQbTocEKgwSdwdMMG
19861001-182108,FIN,1986,4,1986-10-01,1986-10-01,7705807314.82,2076875717.35,2.94,2.69,0.27,386544974.13,59606917981.19,3858866306.18,707287922,770721,7860000000790
19861001-231928,FIN,1986,4,1986-10-01,1986-10-01,7583206578.22,2132607058.15,2.94,2.74,0.28,618055417.26,179840507477.64,7647522192.99,726215311,778019,0630000000269
19861002-030932,FIN,1986,4,1986-10-01,1986-10-02,9442590522.33,2030427085.17,2.94,2.76,0.22,556888843.86,773378151615.89,3967360715.64,690710598,734894,1180000000100
19861002-042116,FIN,1986,4,1986-10-01,1986-10-02,881539058.78,28601011.23,0.04,0.03,0.03,467296575.49,769341326499.83,8400408987.74,807122596,958690,255bSRRblvmDfNJIUUERFKAuupeAUU
19861002-094329,FIN,1986,4,1986-10-01,1986-10-02,482814910.79,65737524.25,0.08,0.08,0.14,271164469.96,117348819203.71,553245436.64,825388518,833281,099VPfRrzGJDSXFSOgYEIxOaJaDXEAMCqvMuZEQm
19861002-115638,FIN,1986,4,1986-10-01,1986-10-02,5620243912.44,3286906558.23,11.34,9.53,0.58,717899741.78,867690202999.02,662384357.81,289764858,344788,266MvGduEMRMJizDMWSFfbDGnASWfUHCIZYAgCOpMdwKrVPVjdfDuhNJg
19861002-120906,FIN,1986,4,1986-10-01,1986-10-02,3944782863.21,835724000.90,1.35,1.29,0.21,604152117.38,757261362309.28,8502547444.31,619937966,649078,566QkRSiPexHHNIUWh
