19840927-173139,CMP,xUJWMEEmEMdIWSDGXW,0000000063,ACTV,AR,B+,1953-08-04,3375 Sakowitz Lane,Apt. 691,V6R 1W9,Springfield,New Brunswick,United States of America,Herold,trEZkEWyTOACdpHTEobAOjLpJUiEbVEKOFXFXrzGBAwQTFA VStxTSAEGmLBSssA MFQKAMHTAnqEoJPM
19840928-040331,CMP,SQqmhuufuINpbdfAxSZTLhPBsSDioWW,0000000769,ACTV,FR,B-,1960-06-14,18065 Gale Lower,,32828,North Las Vegas,ME,United States of America,Keawe,gLx FHlSTKufFbNH RvLLyDPCCvtiNbFKbjiKNHZnePMSePXOZDkGNRDiBDBVERDQFTvYkPOjMMXCdHNwflbhjSCvTFaYnEoWeGF
19840928-095156,CMP,WhXEnpCmgWBjUzzNBAKtVbkdNAcP,0000000774,ACTV,CH,BBB-,1906-01-27,5524 Vermack Street,Apt. 587,S3B 1G3,San Antonio,AK,United States of America,Cray,LNORLSUnIJiamLOdnDAEQkMeWlhrIEusrpPpHKFjrkiViOAKKsjQiHvwBVIREgqySUgvjPi
19840928-154746,CMP,aIHwllFJlywXCJnhPgnboJWJSWCHgQkn,0000000767,ACTV,TH,CC,1906-09-15,17533 Noonan Crescent,,V6J 1R8,St. Paul,MN,United States of America,Mcdonald,MbpaDLFgiAAgfJZSwptAUHEChfCBOtIalQaKYtcCekyqxNRiMXQUtcvnTHjmkJDQEgazzEWYxwyCOMybFlaQBRrOLDGSLUbXMORJLyQCTPPyy
19840928-232149,CMP,RHiCTTPbjJgmQDOAwBMsbissMpXnXdEHQ,0000000772,ACTV,CK,B,1924-10-31,19045 Rockhill Road,Suite 13,V6R 1T7,Saskatoon,NH,United States of America,Stodden,cpJJYGcMbHIPuuPQpwCZTJuZqBa OvIDcEofyEPaEUo
19840929-091552,CMP,WzOtPSWtykNIHobQCFqQBRbotBuTKxcwgtMGZlvSuzkznMNrJ,0000000348,INAC,AR,A-,1889-07-11,19381 Towerwood Crescent,Apt. 416,89033,Elizabeth,MA,United States of America,Aird,xxwGIfApDMcTOwIOjRKdCtAUITUAFTPQCAVPVGJOcqTKUPonclIFBZXxCMmrGRVyGVE JHOIlpImznLwAKRMDBtdkSwMYvUGRApZY lBYCBOiEKCXNq
19840929-182920,CMP,lSDGZmQCIgOKHLcSRwJuuZJFCJBpcafDTFjq,0000000770,ACTV,PG,CeD,1869-04-07,18775 Camp Bowie Road,,T6C 1F2,Chula Vista,NJ,United States of America,Gilbert,BsbNzJCUNEjeFjgcPAbRYDiuHGKnLpyMIodNhFUSBzRFbSVGTcxHVvcLliVnLlO CijEEmQiaYlPOQIkXEVFqobpcjozdOOQDfwqjzhouLJRgPjqZQ
19840929-223547,CMP,sTGFPjpfjLCsmjJbyTMRhZmkpCOEDQKCETUtdtyCbwDUypCfSfQmwdyOLwTV,0000000775,ACTV,CD,AAA,1893-07-02,3450 Dunbar Avenue,,V5D 1N7,Great Falls,Nova Scotia,United States of America,Powis,EfQDxSppCZFMsJNDwGsJJbUOEhGDmjVMbxDcJwLtFWvN WagsIpFHlQsFAJCQhKxIeDGQTyHGfQJfXbRMiAPGPFteiKPnH AgXXlzCRoqmmDkJTTkkYmblPIAnnOXmHN
19840930-073537,CMP,hAZLMyDcMBvPMIFbRUpFHYNRXMfjmMdlqQPlCGbie,0000000768,ACTV,MG,AAA,1979-10-03,15120 San Felipe Avenue,,80032,Orlando,OH,Canada,Dice,RbKemyFLVAr IdcJhmuGBFgrYmKUCxsHfrKOnlP
19840930-172452,CMP,fIoNwURJVNhgKsxQVEANFxLcMPgMnNlPrTxUPJzKDAbWEgNwCaujvUOao,0000000773,ACTV,AT,A-,1877-08-15,3242 Whistler Park,,23280,Bakersfield,OR,United States of America,Pennisi,WMAYaehUojCGNFymIUMMDo PfsFbrOviymJiEqvN
19840930-192049,CMP,MeVQJmYCTtXGVEeNwVpOnzqLJWIELwgneXrctasVJSA,0000000766,ACTV,PS,BBB,1897-06-12,14362 Reilly Boulevard,,32233,Long Beach,NM,United States of America,Tri,pqawfJnTbdbINcnnXNonZBUvtKKHRfJWbAPvCcAfbbeRrRGjinQyMZwqYBWObOCeiRucKMNjXtlAAqniRsEwucESSpLHjSpKFnbqgBOVinQEBbxGzeHPHsSJGSNKjMwXLQjKRkqGB
19840930-200933,CMP,ejBJHNCIMElKKHMlZSPvHUjgGxsUQDUybYKLgVInrNJPHMM,0000000771,ACTV,PA,A+,1861-02-14,8161 Pinto Road,,98121,Macon,AL,United States of America,Schrupp,ymStZcYtSYChUJc gBEVAzHzU LVKbKSMETTnuTSNXmPZiWiJGSdCEmSgPJLQYZKUweHQAUkmoQbnoQwUxKIJxLUW
