2012-10-24T08:55:21,2626
2009-03-04T05:18:46,251
2015-01-31T08:21:05,880
2010-04-26T13:08:17,1091
2017-05-23T19:44:11,7193
2012-08-29T21:16:01,2222
2015-07-30T20:33:26,3068
2017-04-24T14:18:21,4716
2013-01-28T12:43:54,2024
2016-06-09T06:42:43,6240
2008-03-19T09:30:49,286
2010-02-09T02:30:43,1670
2010-03-08T21:07:11,16
2012-04-20T18:16:42,1867
2016-04-25T16:59:17,768
2009-04-25T17:23:11,733
2014-09-20T14:56:09,4124
2014-03-03T12:10:05,1263
2014-09-14T04:59:13,1678
2011-01-04T02:21:21,1443
2015-01-24T10:03:49,1805
2014-09-27T17:06:49,4177
2011-07-12T12:04:49,2690
2013-02-19T05:48:41,3862
2014-06-28T08:00:19,949
2013-06-09T21:24:23,3804
2008-01-12T16:58:00,74
2012-07-13T19:14:22,960
2009-10-01T21:14:40,794
2017-02-28T04:56:48,4066
2017-02-04T01:42:21,5205
2015-06-16T13:03:00,1113
2008-09-05T05:36:54,208
2017-06-24T07:56:32,6627
2007-12-18T23:27:00,257
2015-08-07T17:46:19,5905
2012-10-11T06:12:22,1334
2014-04-13T08:43:07,3984
2010-09-09T14:11:59,2361
2016-05-23T10:22:23,4056
2013-12-09T18:29:09,3166
2009-10-30T07:14:07,819
2009-03-25T12:36:21,347
2014-12-11T02:49:51,2779
2009-03-27T11:01:51,664
2016-07-07T14:15:55,3509
2017-04-02T03:55:40,901
2009-03-05T03:48:17,974
2009-05-16T16:56:20,1237
2013-09-15T01:20:17,3704
2015-07-13T11:04:21,5214
2009-08-12T04:51:00,955
2010-07-12T17:15:32,317
2010-04-12T13:41:04,1760
2009-09-17T06:51:22,859
2010-11-26T00:42:26,2218
2013-12-30T05:31:08,4915
2008-05-16T17:15:33,649
2015-05-11T09:49:55,5401
2015-06-11T21:27:56,3843
2011-05-14T14:52:10,2726
2009-10-22T00:57:27,73
2011-09-12T04:33:18,2832
2008-03-03T19:21:05,394
2014-06-02T20:54:39,1615
2015-06-10T14:11:16,680
2009-01-06T08:36:31,1170
2013-12-16T08:51:29,1893
2016-12-18T23:37:55,1558
2014-05-14T13:36:18,3492
2009-09-15T12:58:47,1375
2011-01-24T09:43:03,1442
2008-04-12T11:34:02,136
2011-06-20T00:25:12,2558
2015-05-16T17:47:14,2755
2011-11-01T12:43:38,237
2015-12-29T20:03:14,5488
2014-08-10T08:22:56,4301
2012-03-23T20:29:51,922
2009-08-10T07:52:18,1107
2012-12-11T13:59:15,969
2008-04-02T00:55:22,540
2016-05-14T03:38:13,3745
2010-06-02T07:49:41,515
2014-01-20T16:19:48,3237
2015-09-24T16:45:17,1669
2016-01-06T21:21:52,6128
2011-03-05T13:12:47,1354
2010-12-24T14:02:13,1299
2008-12-05T07:41:09,897
2016-06-23T00:15:26,4268
2016-08-07T02:36:27,194
2007-11-15T04:50:26,299
2017-04-16T13:21:26,4672
2016-04-19T22:26:30,6264
2012-08-14T20:19:42,573
2011-08-19T17:59:46,2609
2017-06-06T17:12:37,7222
2014-08-09T16:32:10,3657
2015-10-18T14:56:48,2709
2012-03-21T11:24:03,2508
2011-02-11T17:24:29,1877
2010-12-12T09:59:18,526
2015-11-19T23:20:05,3496
2011-09-12T20:44:02,529
2014-12-08T17:28:59,80
2009-06-08T06:16:11,1318
2009-05-10T02:58:18,1135
2014-06-01T20:04:31,5169
2007-09-29T02:21:03,123
2017-02-05T21:45:28,6169
2013-04-22T13:44:54,2447
2015-12-02T21:35:47,2782
2012-05-17T19:08:55,866
2015-12-09T01:10:56,6350
2008-09-19T05:50:56,165
2009-01-23T10:38:03,698
2016-08-11T08:37:51,6379
2011-02-23T20:16:06,673
2010-11-11T06:49:11,2396
2013-10-02T13:37:16,1043
2014-06-16T17:18:02,3422
2008-12-02T18:03:20,379
2008-01-14T02:59:04,71
2012-10-18T18:25:17,1510
2014-01-26T09:55:01,909
2016-03-05T16:32:26,1965
2010-08-19T22:59:25,1835
2010-01-24T03:28:34,1418
2008-02-25T07:46:50,425
2010-06-12T10:42:24,113
2008-10-10T09:41:52,759
2013-07-08T08:01:57,4589
2008-10-11T16:20:41,763
2013-08-04T11:30:59,1101
2012-08-07T00:13:19,3857
2015-01-01T15:48:35,3027
2016-04-19T04:31:15,4312
2016-09-28T06:11:56,7097
2014-03-23T04:29:26,3505
2008-02-11T07:48:29,23
2016-03-26T03:55:08,5588
2007-08-26T00:05:23,19
2010-11-20T10:38:02,1846
2012-04-04T19:26:45,144
2012-09-26T06:28:53,2070
2014-01-26T06:54:13,4621
2008-08-01T10:14:55,157
2017-01-01T04:07:01,2331
2015-07-04T07:38:46,4690
