2008-09-18T08:08:49,919,1718,0,,
2013-08-30T15:48:51,4526,8828,1,,
2012-08-01T15:35:16,976,1943,2,,
2015-09-12T05:36:48,3228,6220,2,,
2016-09-06T15:08:01,312,550,0,,
2014-07-07T22:48:46,4610,8894,1,,
2015-04-15T22:00:38,171,8026,2,,
2017-05-30T12:08:38,5135,12087,0,,
2014-08-02T04:10:35,1013,4846,1,,
2012-07-01T05:25:14,1363,2587,1,,
2010-07-29T16:05:23,402,725,1,,
2013-11-05T22:48:19,3044,5849,1,,
2010-09-11T23:48:40,541,983,1,,
2015-06-05T07:24:06,2913,5599,1,,
2016-09-15T21:14:06,3092,11038,1,,
2011-12-02T13:39:32,1607,3242,,,
2007-12-10T19:08:13,274,461,,,
2009-12-23T21:19:25,1430,3373,,,
2009-06-05T21:37:54,641,2264,,,
2011-04-25T05:02:22,2005,4537,,,
2010-12-28T06:33:42,313,551,,,
2010-05-19T10:25:38,1952,3737,,,
2012-05-23T03:46:33,662,4007,2,,
2009-12-10T08:21:36,280,484,1,,
2017-02-17T14:59:06,3993,8485,,,
2014-03-29T16:49:09,2849,8065,2,,
2008-05-16T03:57:41,538,980,,,
2014-09-04T21:12:16,331,645,1,,
2016-02-10T01:04:36,198,10800,1,,
2009-09-03T09:12:21,545,1482,,,
2014-10-27T08:19:17,601,8669,1,,
2009-08-03T11:17:45,81,580,,,
2013-09-26T01:12:29,1857,3540,2,,
2015-01-14T03:48:21,4228,8494,,,
2016-10-08T11:41:12,3158,6849,1,,
2011-10-28T12:36:17,1389,2630,,,
2011-02-01T10:46:44,38,2921,,,
2011-01-07T17:38:37,389,695,1,,
2014-08-22T16:58:39,3879,7483,1,,
2011-01-31T10:06:04,800,1497,1,,
2012-07-05T04:38:01,2103,4024,,,
2016-03-17T19:32:14,86,8981,,,
2014-04-21T17:08:19,4591,8858,1,,
2013-05-17T13:24:27,2513,4825,1,,
2012-06-10T00:52:32,104,334,2,,
2007-08-20T19:53:58,108,142,0,,
2011-08-07T07:56:59,1999,4642,1,,
2007-08-03T14:52:05,68,68,2,,
2010-03-16T05:37:23,267,2389,1,,
2012-01-05T10:55:16,1306,6207,1,,
2009-09-13T20:45:51,1672,3185,,,
2010-10-03T16:50:52,588,2123,1,,
2008-11-03T04:21:03,78,1283,,,
2015-04-07T13:24:57,3266,6292,1,,
2016-09-18T04:20:22,3104,5977,1,,
2013-10-21T00:05:46,990,1857,1,,
2014-01-29T07:50:15,1771,4504,2,,
2013-08-04T08:11:45,1466,4253,0,,
2012-01-11T19:13:51,1476,5271,2,,
2016-12-07T00:59:20,2190,9263,,,
2008-08-14T19:21:26,139,302,1,,
2016-11-19T22:27:45,5251,10147,1,,
2015-03-22T03:08:34,1121,2107,1,,
2015-08-01T20:36:18,6067,11728,1,,
2014-01-17T23:34:28,99,3729,1,,
2012-04-05T00:59:20,1177,2231,,,
2017-01-20T02:52:04,6521,12607,0,,
2008-02-11T11:41:05,165,250,,,
2007-09-28T00:19:40,48,48,2,,
2011-04-03T10:43:03,1805,3437,2,,
2016-05-07T15:13:41,621,4952,1,,
2011-07-26T01:47:05,804,5924,1,,
2012-04-02T07:23:30,427,814,1,,
2008-03-08T22:31:22,13,687,1,,
2014-11-25T16:49:03,959,1792,0,,
2011-11-26T07:50:08,1167,2204,,,
2013-11-06T08:43:48,498,7679,1,,
2014-10-29T09:09:36,3775,7277,0,,
2011-06-05T23:01:02,849,1580,1,,
2016-12-06T02:39:08,2836,5454,2,,
2017-04-01T14:49:18,6313,13385,0,,
2009-02-12T05:33:55,1162,2199,0,,
2014-11-30T05:57:31,4038,8668,,,
2015-01-20T19:41:25,3707,11361,2,,
2011-12-18T17:24:34,48,48,1,,
2010-05-23T07:21:34,301,2436,2,,
2012-04-17T11:01:31,5,3451,,,
2016-04-13T04:56:49,1167,2204,1,,
2015-08-28T23:43:25,5527,10678,1,,
2017-03-09T05:53:27,3757,9886,1,,
2014-05-28T04:07:39,227,1169,2,,
2017-03-07T16:20:33,5736,11091,1,,
2017-01-20T08:28:53,4811,11256,1,,
2013-01-30T21:59:31,2269,4343,1,,
2017-02-09T09:06:33,1267,3447,1,,
2011-09-10T15:39:47,821,1535,2,,
2015-03-16T04:54:28,839,1570,1,,
2017-02-21T12:17:16,149,1662,1,,
2012-04-09T22:07:33,2571,4934,1,,
2015-06-09T20:51:36,2285,4376,1,,
2008-11-12T13:48:53,749,1395,1,,
2017-03-13T00:56:43,7256,14039,2,,
2017-02-15T05:31:32,1799,3431,,,
2012-12-08T10:43:53,2493,4788,,,
2008-02-18T05:29:45,172,274,1,,
2015-08-19T04:58:08,478,1198,1,,
2013-03-03T00:09:30,898,4638,1,,
2010-11-03T01:18:24,78,1283,1,,
2012-08-10T04:29:42,786,2954,2,,
2008-07-01T12:22:22,136,610,2,,
2012-08-30T19:04:40,1992,4224,1,,
2011-06-22T10:49:47,107,363,1,,
2013-04-15T04:27:13,3610,6959,1,,
2011-08-11T02:13:05,178,2574,1,,
2013-03-27T20:39:17,1800,3432,1,,
2007-10-04T16:57:01,64,64,1,,
2009-10-22T19:12:31,190,539,1,,
2010-08-23T04:46:21,1567,2978,1,,
2009-08-26T14:45:07,337,2391,1,,
2016-03-18T01:18:21,4742,9162,1,,
2013-01-06T20:53:32,362,1939,2,,
2011-05-10T04:34:30,188,1514,1,,
2015-03-05T04:43:24,3373,8633,,,
2008-12-18T22:44:26,131,182,1,,
2009-09-13T10:25:52,1515,2875,2,,
2013-06-05T13:21:17,1144,6813,1,,
2008-11-29T23:54:54,137,2011,1,,
2010-08-15T09:57:06,210,346,,,
2016-10-01T05:27:25,938,7546,,,
2011-12-16T09:33:06,2736,5252,2,,
2008-06-02T21:59:16,133,201,1,,
2017-04-29T17:30:18,6237,12068,,,
2015-03-26T23:09:43,4572,8822,0,,
2014-01-07T02:08:32,2773,5323,1,,
2007-12-05T09:13:10,44,94,1,,
2014-02-01T20:57:09,817,4252,,,
2017-05-14T09:25:24,338,8868,0,,
2015-05-15T03:59:13,4559,8792,1,,
2009-02-20T10:09:10,14,86,1,,
2014-07-13T17:29:33,1540,7444,1,,
2012-02-16T12:15:29,2958,6420,,,
2016-11-01T05:03:22,4691,9060,0,,
2015-11-27T06:44:35,1217,3934,1,,
2010-12-18T05:37:44,2276,4367,1,,
2017-03-22T17:44:13,3049,14229,,,
2015-08-30T10:35:12,2680,8479,1,,
2009-04-16T08:13:10,267,2122,,,
2015-06-30T19:28:44,3030,6076,0,,
2012-07-11T11:43:28,433,5614,1,,
2008-06-12T00:11:59,41,335,1,,
2016-08-24T00:58:19,5135,9912,2,,
